Unnamed: 0,A,B,X,nA,nB,nX,chi_A,chi_B,chi_X,chi_diff,rX,rA,rB,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,rA_rB_ratio,rB_rX_ratio,rA_rX_ratio,chi_AX_ratio,chi_BX_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,t_sisso,t,tau,t_jess
EuYS3,Eu,Y,S,3.0,3.0,-2.0,1.2,1.22,2.58,1.064,184.4,164.0,101.0,-1.38,-1.36,-2.24,-2.22,1.623762376237624,0.5477223427331886,0.8893709327548807,0.6160714285714286,0.6126126126126127,-2.76744646,-2.518776380000004,-7.00838179000003,-2.7674465550017397,-2.5187764664653174,0.8145175879610062,0.4802925635161391,0.1564045493718278,-2.847077729734469,6.002313428086848,6.250735714575128,11.769320157021456,31.35,178.5,74.72999999999999,267.74,235.81,84.92999999999999,114.02,94.26,273.21,0.415786922090671,0.863197698431498,2.874898262513081,0.8680713198906043
EuYSe3,Eu,Y,Se,3.0,3.0,-2.0,1.2,1.22,2.55,1.046,198.14,164.0,101.0,-1.35,-1.3299999999999998,-2.24,-2.22,1.623762376237624,0.5097405874634098,0.8276975875643485,0.6026785714285713,0.5990990990990991,-2.76744646,-2.518776380000004,-6.510488250000024,-2.7674465550017397,-2.5187764664653174,-0.2111875472497096,0.4802925635161391,0.1564045493718278,-2.730814399751447,6.002313428086848,6.250735714575128,10.84576444731508,31.35,178.5,79.97,267.74,235.81,95.78,114.02,94.26,23.97,0.4402452879497956,0.8560282636204368,3.0109378664734776,0.8611428256144095
EuDyS3,Eu,Dy,S,3.0,3.0,-2.0,1.2,1.22,2.58,1.064,184.4,164.0,103.0,-1.38,-1.36,-2.24,-2.22,1.5922330097087378,0.5585683297180043,0.8893709327548807,0.6160714285714286,0.6126126126126127,-2.76744646,-3.164901719999999,-7.00838179000003,-2.7674465550017397,-1.1732693202763391,0.8145175879610062,0.4802925635161391,0.4711191951556382,-2.847077729734469,6.002313428086848,6.187951074411365,11.769320157021456,31.35,28.52,74.72999999999999,267.74,256.01,84.92999999999999,114.02,111.98,273.21,0.4554534287669625,0.8571907555057394,3.059726965462291,0.8620304617146084
EuDySe3,Eu,Dy,Se,3.0,3.0,-2.0,1.2,1.22,2.55,1.046,198.14,164.0,103.0,-1.35,-1.3299999999999998,-2.24,-2.22,1.5922330097087378,0.5198344604824872,0.8276975875643485,0.6026785714285713,0.5990990990990991,-2.76744646,-3.164901719999999,-6.510488250000024,-2.7674465550017397,-1.1732693202763391,-0.2111875472497096,0.4802925635161391,0.4711191951556382,-2.730814399751447,6.002313428086848,6.187951074411365,10.84576444731508,31.35,28.52,79.97,267.74,256.01,95.78,114.02,111.98,23.97,0.478482935148028,0.8503430124839526,3.1931250237147184,0.8554236064763714
EuHoS3,Eu,Ho,S,3.0,3.0,-2.0,1.2,1.23,2.58,1.062,184.4,164.0,104.0,-1.38,-1.35,-2.24,-2.21,1.5769230769230769,0.5639913232104121,0.8893709327548807,0.6160714285714286,0.6108597285067874,-2.76744646,-3.2008237100000025,-7.00838179000003,-2.7674465550017397,-1.1351101489664033,0.8145175879610062,0.4802925635161391,0.3636387404670252,-2.847077729734469,6.002313428086848,6.258815168820546,11.769320157021456,31.35,27.71,74.72999999999999,267.74,111.73,84.92999999999999,114.02,256.24,273.21,0.4752213359199099,0.8542185268111981,3.159516880564832,0.8615065023375633
EuErS3,Eu,Er,S,3.0,3.0,-2.0,1.2,1.24,2.58,1.06,184.4,164.0,104.0,-1.38,-1.34,-2.24,-2.2,1.5769230769230769,0.5639913232104121,0.8893709327548807,0.6160714285714286,0.6090909090909091,-2.76744646,-3.1956924299999976,-7.00838179000003,-2.7674465550017397,-1.116046528311978,0.8145175879610062,0.4802925635161391,0.3640982624916961,-2.847077729734469,6.002313428086848,6.339470940626883,11.769320157021456,31.35,26.96,74.72999999999999,267.74,255.11,84.92999999999999,114.02,111.71,273.21,0.4752213359199099,0.8542185268111981,3.159516880564832,0.864008344682435
EuTmS3,Eu,Tm,S,3.0,3.0,-2.0,1.2,1.25,2.58,1.058,184.4,164.0,100.0,-1.38,-1.33,-2.24,-2.19,1.64,0.5422993492407809,0.8893709327548807,0.6160714285714286,0.6073059360730594,-2.76744646,-3.153999099999999,-7.00838179000003,-2.7674465550017397,-1.0724057668138651,0.8145175879610062,0.4802925635161391,0.5222435779285232,-2.847077729734469,6.002313428086848,6.424661898518719,11.769320157021456,31.35,176.24,74.72999999999999,267.74,254.47,84.92999999999999,114.02,111.95,273.21,0.3958839975926629,0.8662328520828042,2.7894970220493347,0.8787355416100466
EuTmSe3,Eu,Tm,Se,3.0,3.0,-2.0,1.2,1.25,2.55,1.0399999999999998,198.14,164.0,100.0,-1.35,-1.2999999999999998,-2.24,-2.19,1.64,0.5046936509538711,0.8276975875643485,0.6026785714285713,0.593607305936073,-2.76744646,-3.153999099999999,-6.510488250000024,-2.7674465550017397,-1.0724057668138651,-0.2111875472497096,0.4802925635161391,0.5222435779285232,-2.730814399751447,6.002313428086848,6.424661898518719,10.84576444731508,31.35,176.24,79.97,267.74,254.47,95.78,114.02,111.95,23.97,0.4210440864729503,0.858899492786669,2.926897022049334,0.872024845612564
EuLuS3,Eu,Lu,S,3.0,3.0,-2.0,1.2,1.27,2.58,1.054,184.4,164.0,99.0,-1.38,-1.31,-2.24,-2.17,1.6565656565656566,0.5368763557483731,0.8893709327548807,0.6160714285714286,0.6036866359447005,-2.76744646,-1.7533157500000005,-7.00838179000003,-2.7674465550017397,-1.7533158101883548,0.8145175879610062,0.4802925635161391,0.3090144625889975,-2.847077729734469,6.002313428086848,5.26002856955933,11.769320157021456,31.35,162.29,74.72999999999999,267.74,232.06,84.92999999999999,114.02,97.53,273.21,0.375931650193154,0.8692894253082198,2.7085513057338577,0.8871231301213178
EuLuSe3,Eu,Lu,Se,3.0,3.0,-2.0,1.2,1.27,2.55,1.036,198.14,164.0,99.0,-1.35,-1.2799999999999998,-2.24,-2.17,1.6565656565656566,0.4996467144443323,0.8276975875643485,0.6026785714285713,0.5898617511520736,-2.76744646,-1.7533157500000005,-6.510488250000024,-2.7674465550017397,-1.7533158101883548,-0.2111875472497096,0.4802925635161391,0.3090144625889975,-2.730814399751447,6.002313428086848,5.26002856955933,10.84576444731508,31.35,162.29,79.97,267.74,232.06,95.78,114.02,97.53,23.97,0.411984799667668,0.8617900477196523,2.8473391845217364,0.8805154662369983
EuScS3,Eu,Sc,S,3.0,3.0,-2.0,1.2,1.36,2.58,1.036,184.4,164.0,87.0,-1.38,-1.22,-2.24,-2.08,1.885057471264368,0.4718004338394794,0.8893709327548807,0.6160714285714286,0.5865384615384615,-2.76744646,-3.2357286599999986,-7.00838179000003,-2.7674465550017397,-3.235728771077069,0.8145175879610062,0.4802925635161391,0.2753302914535808,-2.847077729734469,6.002313428086848,6.884657007341072,11.769320157021456,31.35,165.06,74.72999999999999,267.74,217.74,84.92999999999999,114.02,58.09,273.21,0.4560588223602955,0.9077252141943608,2.039957127962293,0.9534303479301426
EuTlS3,Eu,Tl,S,3.0,3.0,-2.0,1.2,1.62,2.58,0.984,184.4,164.0,88.45,-1.38,-0.96,-2.24,-1.82,1.8541548897682305,0.4796637744034707,0.8893709327548807,0.6160714285714286,0.5274725274725275,-2.76744646,-2.36925177,-7.00838179000003,-2.7674465550017397,-2.3692518513323906,0.8145175879610062,0.4802925635161391,-0.1395649868243635,-2.847077729734469,6.002313428086848,5.166986943295928,11.769320157021456,31.35,109.74,74.72999999999999,267.74,154.46,84.92999999999999,114.02,59.04,273.21,0.4373264095595629,0.9029013125612956,2.0938693750530697,1.0545605174055757
EuHfS3,Eu,Hf,S,2.0,4.0,-2.0,1.2,1.3,2.58,1.048,184.4,164.0,85.0,-1.38,-1.28,-2.24,-2.14,1.9294117647058824,0.4609544468546637,0.8893709327548807,0.6160714285714286,0.5981308411214954,-2.76744646,-2.693665829999998,-7.00838179000003,-2.7674465550017397,-2.693665922468976,0.8145175879610062,0.4802925635161391,0.1845735353332302,-2.847077729734469,6.002313428086848,6.50368793830198,11.769320157021456,31.35,153.65,74.72999999999999,267.74,213.77,84.92999999999999,114.02,89.50999999999999,273.21,0.4825169265453031,0.9144640799270584,4.040888409987682,0.9418928992887098
EuZrS3,Eu,Zr,S,2.0,4.0,-2.0,1.2,1.33,2.58,1.042,184.4,164.0,85.0,-1.38,-1.25,-2.24,-2.11,1.9294117647058824,0.4609544468546637,0.8893709327548807,0.6160714285714286,0.5924170616113744,-2.76744646,-3.6022224400000007,-7.00838179000003,-2.7674465550017397,-3.602222563658176,0.8145175879610062,0.4802925635161391,-0.2714066713124998,-2.847077729734469,6.002313428086848,7.139550537079975,11.769320157021456,31.35,166.94,74.72999999999999,267.74,222.0,84.92999999999999,114.02,84.44,273.21,0.4825169265453031,0.9144640799270584,4.040888409987682,0.9509773242612888
TbEuS3,Eu,Tb,S,3.0,3.0,-2.0,1.2,1.1,2.58,1.088,184.4,164.0,92.41,-1.38,-1.48,-2.24,-2.34,1.774699707823829,0.5011388286334056,0.8893709327548807,0.6160714285714286,0.6324786324786326,-2.76744646,-3.0839381900000022,-7.00838179000003,-2.7674465550017397,-1.3025399247139844,0.8145175879610062,0.4802925635161391,0.4848213986217848,-2.847077729734469,6.002313428086848,6.119534423052706,11.769320157021456,31.35,29.39,74.72999999999999,267.74,257.89,84.92999999999999,114.02,112.45,273.21,0.3880231123108398,0.8899845494467306,2.2768519448460625,0.8668973537262857
TbEuSe3,Eu,Tb,Se,3.0,3.0,-2.0,1.2,1.1,2.55,1.07,198.14,164.0,92.41,-1.35,-1.4499999999999995,-2.24,-2.34,1.774699707823829,0.4663874028464722,0.8276975875643485,0.6026785714285713,0.6196581196581196,-2.76744646,-3.0839381900000022,-6.510488250000024,-2.7674465550017397,-1.3025399247139844,-0.2111875472497096,0.4802925635161391,0.4848213986217848,-2.730814399751447,6.002313428086848,6.119534423052706,10.84576444731508,31.35,29.39,79.97,267.74,257.89,95.78,114.02,112.45,23.97,0.4877429981436747,0.8813364129389692,2.425537152074717,0.8571864927568361
EuUS3,Eu,U,S,2.0,4.0,-2.0,1.2,1.38,2.58,1.032,184.4,164.0,99.0,-1.38,-1.2000000000000002,-2.24,-2.06,1.6565656565656566,0.5368763557483731,0.8893709327548807,0.6160714285714286,0.5825242718446603,-2.76744646,-1.9952727799999996,-7.00838179000003,-2.7674465550017397,-1.9952728484943232,0.8145175879610062,0.4802925635161391,0.546861732757815,-2.847077729734469,6.002313428086848,5.590257855882314,11.769320157021456,31.35,187.98,74.72999999999999,267.74,241.76,84.92999999999999,114.02,131.23,273.21,0.375931650193154,0.8692894253082198,4.426576291364659,0.919351182390702
EuUSe3,Eu,U,Se,2.0,4.0,-2.0,1.2,1.38,2.55,1.014,198.14,164.0,99.0,-1.35,-1.17,-2.24,-2.06,1.6565656565656566,0.4996467144443323,0.8276975875643485,0.6026785714285713,0.5679611650485437,-2.76744646,-1.9952727799999996,-6.510488250000024,-2.7674465550017397,-1.9952728484943232,-0.2111875472497096,0.4802925635161391,0.546861732757815,-2.730814399751447,6.002313428086848,5.590257855882314,10.84576444731508,31.35,187.98,79.97,267.74,241.76,95.78,114.02,131.23,23.97,0.411984799667668,0.8617900477196523,4.565364170152538,0.914468148164054
EuInS3,Eu,In,S,3.0,3.0,-2.0,1.2,1.78,2.58,0.952,184.4,164.0,92.0,-1.38,-0.8,-2.24,-1.66,1.7826086956521738,0.4989154013015184,0.8893709327548807,0.6160714285714286,0.4819277108433735,-2.76744646,-2.5178859200000034,-7.00838179000003,-2.7674465550017397,-2.517886006434747,0.8145175879610062,0.4802925635161391,-0.1678385307595446,-2.847077729734469,6.002313428086848,5.364511578154709,11.769320157021456,31.35,114.07,74.72999999999999,267.74,151.32,84.92999999999999,114.02,49.29,273.21,0.3930047000429302,0.8913047146611777,2.255396071207397,1.1393977903715546
EuInSe3,Eu,In,Se,3.0,3.0,-2.0,1.2,1.78,2.55,0.9339999999999998,198.14,164.0,92.0,-1.35,-0.7699999999999998,-2.24,-1.66,1.7826086956521738,0.4643181588775613,0.8276975875643485,0.6026785714285713,0.4638554216867468,-2.76744646,-2.5178859200000034,-6.510488250000024,-2.7674465550017397,-2.517886006434747,-0.2111875472497096,0.4802925635161391,-0.1678385307595446,-2.730814399751447,6.002313428086848,5.364511578154709,10.84576444731508,31.35,114.07,79.97,267.74,151.32,95.78,114.02,49.29,23.97,0.4926761424990097,0.8825818390412128,2.4047438972943533,1.1467218815464737
SnPbS3,Pb,Sn,S,2.0,4.0,-2.0,2.33,1.96,2.58,0.6900000000000001,184.4,149.22,86.0,-0.25,-0.6200000000000001,-1.11,-1.48,1.7351162790697674,0.4663774403470715,0.8092190889370933,0.2252252252252252,0.4189189189189189,-3.496077730000001,-3.6934392700000016,-7.00838179000003,-3.4960778500144083,-3.693439396789498,0.8145175879610062,-0.8830451593257576,-1.0130803347838755,-2.847077729734469,6.576348032711487,6.875250052003975,11.769320157021456,103.96,106.59,74.72999999999999,140.49,135.54,84.92999999999999,56.76,46.940000000000005,273.21,0.4922849785825174,0.8724317994837606,4.441398118509989,0.4690493545611617
CePbS3,Pb,Ce,S,2.0,4.0,-2.0,2.33,1.12,2.58,0.8580000000000001,184.4,149.22,86.8,-0.25,-1.46,-1.11,-2.32,1.7191244239631336,0.4707158351409978,0.8092190889370933,0.2252252252252252,0.6293103448275862,-3.496077730000001,-2.5303330600000007,-7.00838179000003,-3.4960778500144083,-2.5303331468620374,0.8145175879610062,-0.8830451593257576,0.0869328039854952,-2.847077729734469,6.576348032711487,5.700526061695872,11.769320157021456,103.96,204.28,74.72999999999999,140.49,257.54,84.92999999999999,56.76,118.68,273.21,0.4821078773564732,0.86985825435254,4.470221291049585,0.3113154310283064
SrSnS3,Sr,Sn,S,2.0,4.0,-2.0,0.95,1.96,2.58,0.966,184.4,168.0,86.0,-1.63,-0.6200000000000001,-2.49,-1.48,1.9534883720930232,0.4663774403470715,0.911062906724512,0.6546184738955824,0.4189189189189189,-3.5257832000000016,-3.6934392700000016,-7.00838179000003,-1.2811882639810177,-3.693439396789498,0.8145175879610062,0.150586057166743,-1.0130803347838755,-2.847077729734469,5.884929518021573,6.875250052003975,11.769320157021456,195.84,106.59,74.72999999999999,254.93,135.54,84.92999999999999,111.21,46.940000000000005,273.21,0.4614857541001196,0.9215423719743338,3.978832707058317,1.4400368040878888
SrPrS3,Sr,Pr,S,2.0,4.0,-2.0,0.95,1.13,2.58,1.132,184.4,168.0,84.98,-1.63,-1.4500000000000002,-2.49,-2.31,1.9769357495881383,0.4608459869848156,0.911062906724512,0.6546184738955824,0.6277056277056278,-3.5257832000000016,-2.320982129999998,-7.00838179000003,-1.2811882639810177,-2.320982209675374,0.8145175879610062,0.150586057166743,0.1152585549847216,-2.847077729734469,5.884929518021573,5.700078313684422,11.769320157021456,195.84,201.97,74.72999999999999,254.93,271.35,84.92999999999999,111.21,117.98,273.21,0.4751941245373163,0.9250317669532252,3.971232352100024,0.9646924559227196
SrCeS3,Sr,Ce,S,2.0,4.0,-2.0,0.95,1.12,2.58,1.134,184.4,168.0,86.8,-1.63,-1.46,-2.49,-2.32,1.935483870967742,0.4707158351409978,0.911062906724512,0.6546184738955824,0.6293103448275862,-3.5257832000000016,-2.5303330600000007,-7.00838179000003,-1.2811882639810177,-2.5303331468620374,0.8145175879610062,0.150586057166743,0.0869328039854952,-2.847077729734469,5.884929518021573,5.700526061695872,11.769320157021456,195.84,204.28,74.72999999999999,254.93,257.54,84.92999999999999,111.21,118.68,273.21,0.4508668141851928,0.9188239578977132,3.986352654594421,0.9557750671689476
SrHfS3,Sr,Hf,S,2.0,4.0,-2.0,0.95,1.3,2.58,1.098,184.4,168.0,85.0,-1.63,-1.28,-2.49,-2.14,1.9764705882352944,0.4609544468546637,0.911062906724512,0.6546184738955824,0.5981308411214954,-3.5257832000000016,-2.693665829999998,-7.00838179000003,-1.2811882639810177,-2.693665922468976,0.8145175879610062,0.150586057166743,0.1845735353332302,-2.847077729734469,5.884929518021573,6.50368793830198,11.769320157021456,195.84,153.65,74.72999999999999,254.93,213.77,84.92999999999999,111.21,89.50999999999999,273.21,0.474923492292375,0.9249630934738672,3.971360038282584,1.0123168494777686
SrZrS3,Sr,Zr,S,2.0,4.0,-2.0,0.95,1.33,2.58,1.092,184.4,168.0,85.0,-1.63,-1.25,-2.49,-2.11,1.9764705882352944,0.4609544468546637,0.911062906724512,0.6546184738955824,0.5924170616113744,-3.5257832000000016,-3.6022224400000007,-7.00838179000003,-1.2811882639810177,-3.602222563658176,0.8145175879610062,0.150586057166743,-0.2714066713124998,-2.847077729734469,5.884929518021573,7.139550537079975,11.769320157021456,195.84,166.94,74.72999999999999,254.93,222.0,84.92999999999999,111.21,84.44,273.21,0.474923492292375,0.9249630934738672,3.971360038282584,1.0220805035774043
SrUS3,Sr,U,S,2.0,4.0,-2.0,0.95,1.38,2.58,1.082,184.4,168.0,99.0,-1.63,-1.2000000000000002,-2.49,-2.06,1.696969696969697,0.5368763557483731,0.911062906724512,0.6546184738955824,0.5825242718446603,-3.5257832000000016,-1.9952727799999996,-7.00838179000003,-1.2811882639810177,-1.9952728484943232,0.8145175879610062,0.150586057166743,0.546861732757815,-2.847077729734469,5.884929518021573,5.590257855882314,11.769320157021456,195.84,187.98,74.72999999999999,254.93,241.76,84.92999999999999,111.21,131.23,273.21,0.3184962167106582,0.8792697861039515,4.2802816852794825,0.9880897214791994
SrUSe3,Sr,U,Se,2.0,4.0,-2.0,0.95,1.38,2.55,1.0639999999999998,198.14,168.0,99.0,-1.6,-1.17,-2.49,-2.06,1.696969696969697,0.4996467144443323,0.8478853336025033,0.6425702811244979,0.5679611650485437,-3.5257832000000016,-1.9952727799999996,-6.510488250000024,-1.2811882639810177,-1.9952728484943232,-0.2111875472497096,0.150586057166743,0.546861732757815,-2.730814399751447,5.884929518021573,5.590257855882314,10.84576444731508,195.84,187.98,79.97,254.93,241.76,95.78,111.21,131.23,23.97,0.4058078642285729,0.8713089083560874,4.419069564067361,0.9857667119560856
CaSnS3,Ca,Sn,S,2.0,4.0,-2.0,1.0,1.96,2.58,0.956,184.4,156.0,86.0,-1.58,-0.6200000000000001,-2.44,-1.48,1.813953488372093,0.4663774403470715,0.8459869848156182,0.6475409836065574,0.4189189189189189,-3.766160950000002,-3.6934392700000016,-7.00838179000003,-1.9458476867976409,-3.693439396789498,0.8145175879610062,0.1499954621481116,-1.0130803347838755,-2.847077729734469,6.309260154585895,6.875250052003975,11.769320157021456,179.84,106.59,74.72999999999999,231.02,135.54,84.92999999999999,67.61,46.940000000000005,273.21,0.4828036457433871,0.89016181447237,4.2363000823857,1.3759613874683967
CaCeS3,Ca,Ce,S,2.0,4.0,-2.0,1.0,1.12,2.58,1.124,184.4,156.0,86.8,-1.58,-1.46,-2.44,-2.32,1.7972350230414746,0.4707158351409978,0.8459869848156182,0.6475409836065574,0.6293103448275862,-3.766160950000002,-2.5303330600000007,-7.00838179000003,-1.9458476867976409,-2.5303331468620374,0.8145175879610062,0.1499954621481116,0.0869328039854952,-2.847077729734469,6.309260154585895,5.700526061695872,11.769320157021456,179.84,204.28,74.72999999999999,231.02,257.54,84.92999999999999,67.61,118.68,273.21,0.4724670308692801,0.8875359684119795,4.255722578495047,0.913247205763236
CaHfS3,Ca,Hf,S,2.0,4.0,-2.0,1.0,1.3,2.58,1.088,184.4,156.0,85.0,-1.58,-1.28,-2.44,-2.14,1.8352941176470587,0.4609544468546637,0.8459869848156182,0.6475409836065574,0.5981308411214954,-3.766160950000002,-2.693665829999998,-7.00838179000003,-1.9458476867976409,-2.693665922468976,0.8145175879610062,0.1499954621481116,0.1845735353332302,-2.847077729734469,6.309260154585895,6.50368793830198,11.769320157021456,179.84,153.65,74.72999999999999,231.02,213.77,84.92999999999999,67.61,89.50999999999999,273.21,0.4958884776346182,0.8934660528334405,4.214470257256517,0.9672731230278012
CaZrS3,Ca,Zr,S,2.0,4.0,-2.0,1.0,1.33,2.58,1.082,184.4,156.0,85.0,-1.58,-1.25,-2.44,-2.11,1.8352941176470587,0.4609544468546637,0.8459869848156182,0.6475409836065574,0.5924170616113744,-3.766160950000002,-3.6022224400000007,-7.00838179000003,-1.9458476867976409,-3.602222563658176,0.8145175879610062,0.1499954621481116,-0.2714066713124998,-2.847077729734469,6.309260154585895,7.139550537079975,11.769320157021456,179.84,166.94,74.72999999999999,231.02,222.0,84.92999999999999,67.61,84.44,273.21,0.4958884776346182,0.8934660528334405,4.214470257256517,0.9766023367003686
CaUS3,Ca,U,S,2.0,4.0,-2.0,1.0,1.38,2.58,1.072,184.4,156.0,99.0,-1.58,-1.2000000000000002,-2.44,-2.06,1.5757575757575757,0.5368763557483731,0.8459869848156182,0.6475409836065574,0.5825242718446603,-3.766160950000002,-1.9952727799999996,-7.00838179000003,-1.9458476867976409,-1.9952728484943232,0.8145175879610062,0.1499954621481116,0.546861732757815,-2.847077729734469,6.309260154585895,5.590257855882314,11.769320157021456,179.84,187.98,74.72999999999999,231.02,241.76,84.92999999999999,67.61,131.23,273.21,0.4926178345746864,0.8493287037167567,4.79305196598312,0.9441239975605532
CeCdS3,Cd,Ce,S,2.0,4.0,-2.0,1.69,1.12,2.58,0.9860000000000002,184.4,156.0,86.8,-0.8900000000000001,-1.46,-1.75,-2.32,1.7972350230414746,0.4707158351409978,0.8459869848156182,0.5085714285714287,0.6293103448275862,-5.657022910000005,-2.5303330600000007,-7.00838179000003,-1.1571185497219154,-2.5303331468620374,0.8145175879610062,0.9482623915387752,0.0869328039854952,-2.847077729734469,9.27193000127873,5.700526061695872,11.769320157021456,123.55,204.28,74.72999999999999,179.66,257.54,84.92999999999999,51.92,118.68,273.21,0.4724670308692801,0.8875359684119795,4.255722578495047,0.7172541164685149
HfCdS3,Cd,Hf,S,2.0,4.0,-2.0,1.69,1.3,2.58,0.9500000000000002,184.4,156.0,85.0,-0.8900000000000001,-1.28,-1.75,-2.14,1.8352941176470587,0.4609544468546637,0.8459869848156182,0.5085714285714287,0.5981308411214954,-5.657022910000005,-2.693665829999998,-7.00838179000003,-1.1571185497219154,-2.693665922468976,0.8145175879610062,0.9482623915387752,0.1845735353332302,-2.847077729734469,9.27193000127873,6.50368793830198,11.769320157021456,123.55,153.65,74.72999999999999,179.66,213.77,84.92999999999999,51.92,89.50999999999999,273.21,0.4958884776346182,0.8934660528334405,4.214470257256517,0.7596854661725763
ZrCdS3,Cd,Zr,S,2.0,4.0,-2.0,1.69,1.33,2.58,0.9440000000000002,184.4,156.0,85.0,-0.8900000000000001,-1.25,-1.75,-2.11,1.8352941176470587,0.4609544468546637,0.8459869848156182,0.5085714285714287,0.5924170616113744,-5.657022910000005,-3.6022224400000007,-7.00838179000003,-1.1571185497219154,-3.602222563658176,0.8145175879610062,0.9482623915387752,-0.2714066713124998,-2.847077729734469,9.27193000127873,7.139550537079975,11.769320157021456,123.55,166.94,74.72999999999999,179.66,222.0,84.92999999999999,51.92,84.44,273.21,0.4958884776346182,0.8934660528334405,4.214470257256517,0.7670125259958482
UCdS3,Cd,U,S,2.0,4.0,-2.0,1.69,1.38,2.58,0.9340000000000002,184.4,156.0,99.0,-0.8900000000000001,-1.2000000000000002,-1.75,-2.06,1.5757575757575757,0.5368763557483731,0.8459869848156182,0.5085714285714287,0.5825242718446603,-5.657022910000005,-1.9952727799999996,-7.00838179000003,-1.1571185497219154,-1.9952728484943232,0.8145175879610062,0.9482623915387752,0.546861732757815,-2.847077729734469,9.27193000127873,5.590257855882314,11.769320157021456,123.55,187.98,74.72999999999999,179.66,241.76,84.92999999999999,51.92,131.23,273.21,0.4926178345746864,0.8493287037167567,4.79305196598312,0.7415044025687151
CeMgS3,Mg,Ce,S,2.0,4.0,-2.0,1.31,1.12,2.58,1.062,184.4,144.0,86.8,-1.27,-1.46,-2.13,-2.32,1.6589861751152075,0.4707158351409978,0.7809110629067245,0.5962441314553991,0.6293103448275862,-4.705333049999998,-2.5303330600000007,-7.00838179000003,-1.3065628048520797,-2.5303331468620374,0.8145175879610062,0.500356888176296,0.0869328039854952,-2.847077729734469,7.971349299642951,5.700526061695872,11.769320157021456,135.17999999999998,204.28,74.72999999999999,191.16,257.54,84.92999999999999,561.2099999999999,118.68,273.21,0.4881325120335525,0.8562479789262458,4.67900432531195,0.8112576516522898
LaScS3,La,Sc,S,3.0,3.0,-2.0,1.1,1.36,2.58,1.056,184.4,150.0,87.0,-1.48,-1.22,-2.34,-2.08,1.7241379310344829,0.4718004338394794,0.8134490238611713,0.6324786324786326,0.5865384615384615,-2.778124050000001,-3.2357286599999986,-7.00838179000003,-2.7781241453682792,-3.235728771077069,0.8145175879610062,-0.2216918666232401,0.2753302914535808,-2.847077729734469,5.8114999284947535,6.884657007341072,11.769320157021456,205.43,165.06,74.72999999999999,267.61,217.74,84.92999999999999,119.73,58.09,273.21,0.4785695870800355,0.8712494593185828,2.614961105316116,0.9394893987551934
LaTlS3,La,Tl,S,3.0,3.0,-2.0,1.1,1.62,2.58,1.0040000000000002,184.4,150.0,88.45,-1.48,-0.96,-2.34,-1.82,1.6958733747880157,0.4796637744034707,0.8134490238611713,0.6324786324786326,0.5274725274725275,-2.778124050000001,-2.36925177,-7.00838179000003,-2.7781241453682792,-2.3692518513323906,0.8145175879610062,-0.2216918666232401,-0.1395649868243635,-2.847077729734469,5.8114999284947535,5.166986943295928,11.769320157021456,205.43,109.74,74.72999999999999,267.61,154.46,84.92999999999999,119.73,59.04,273.21,0.4604341741052027,0.8666193998866165,2.7168281385940443,1.0391408544936749
LaTbS3,La,Tb,S,3.0,3.0,-2.0,1.1,1.1,2.58,1.1080000000000003,184.4,150.0,92.41,-1.48,-1.48,-2.34,-2.34,1.623200952277892,0.5011388286334056,0.8134490238611713,0.6324786324786326,0.6324786324786326,-2.778124050000001,-3.0839381900000022,-7.00838179000003,-2.7781241453682792,-1.3025399247139844,0.8145175879610062,-0.2216918666232401,0.4848213986217848,-2.847077729734469,5.8114999284947535,6.119534423052706,11.769320157021456,205.43,29.39,74.72999999999999,267.61,257.89,84.92999999999999,119.73,112.45,273.21,0.4462387688414098,0.8542216800659779,3.048307823845525,0.854221680065978
LaInS3,La,In,S,3.0,3.0,-2.0,1.1,1.78,2.58,0.972,184.4,150.0,92.0,-1.48,-0.8,-2.34,-1.66,1.6304347826086956,0.4989154013015184,0.8134490238611713,0.6324786324786326,0.4819277108433735,-2.778124050000001,-2.5178859200000034,-7.00838179000003,-2.7781241453682792,-2.517886006434747,0.8145175879610062,-0.2216918666232401,-0.1678385307595446,-2.847077729734469,5.8114999284947535,5.364511578154709,11.769320157021456,205.43,114.07,74.72999999999999,267.61,151.32,84.92999999999999,119.73,49.29,273.21,0.4377114533605852,0.8554887961615896,3.010151644042552,1.1227376465864285
PrLuS3,Pr,Lu,S,3.0,3.0,-2.0,1.13,1.27,2.58,1.068,184.4,156.0,99.0,-1.4500000000000002,-1.31,-2.31,-2.17,1.5757575757575757,0.5368763557483731,0.8459869848156182,0.6277056277056278,0.6036866359447005,-2.320982129999998,-1.7533157500000005,-7.00838179000003,-2.320982209675374,-1.7533158101883548,0.8145175879610062,0.1152585549847216,0.3090144625889975,-2.847077729734469,5.700078313684422,5.26002856955933,11.769320157021456,201.97,162.29,74.72999999999999,271.35,232.06,84.92999999999999,117.98,97.53,273.21,0.4926178345746864,0.8493287037167567,3.258264817661548,0.8831211018290126
