material,exp_label,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,chi_AX_ratio,chi_BX_ratio,log_rA_rB_ratio,A,B,X,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X
NaMgBr3,0.0,139.25,72.45,195.56,1,2,-1,0.93,1.31,2.96,0.3673469387755102,0.7091836734693877,-2.03,-1.65,-2.51,-2.13,0.8087649402390438,0.7746478873239436,0.6578078141146367,Na,Mg,Br,-2.7445312200000007,-4.705333049999998,-7.858438990000018,-2.7445313142150973,-1.3065628048520797,0.05511027189184196,-0.7570217149871556,0.500356888176296,-3.6781509272527466,5.147636303709317,7.971349299642951,12.554312316975999,175.88,135.17999999999998,75.14,260.21000000000004,191.16,88.34,845.6800000000001,561.2099999999999,22.81
RbCdF3,1.0,172.2,95.14,133.15,1,2,-1,0.82,1.69,3.98,0.7142857142857142,1.2932330827067668,-3.16,-2.29,-2.62,-1.75,1.2061068702290076,1.3085714285714285,0.5936175852129121,Rb,Cd,F,-2.23129531,-5.657022910000005,-11.111416699999976,-0.6626547127478113,-1.1571185497219154,1.1366816190203481,-0.5654554674099543,0.9482623915387753,-4.336301480858267,4.153592876586776,9.27193000127873,19.391595983680425,231.42,123.55,40.44,324.0,179.66,37.4,240.09999999999997,51.92,143.19
KBaBr3,0.0,164.19,134.51,195.56,1,2,-1,0.82,0.89,2.96,0.6887755102040817,0.836734693877551,-2.14,-2.07,-2.62,-2.55,0.816793893129771,0.8117647058823529,0.19459164938576878,K,Ba,Br,-2.318921259999999,-3.2293497700000002,-7.858438990000018,-0.7664318763103054,-2.0224315294266337,0.05511027189184196,-0.6361622968393374,0.18154870422262356,-3.6781509272527466,4.31357484707873,5.363406047114364,12.554312316975999,220.49,219.67000000000002,75.14,302.81,266.14000000000004,88.34,207.79999999999998,131.01,22.81
NdYbS3,0.0,127.64,86.89,184.4,3,3,-2,1.14,1.1,2.58,0.4717391304347826,0.6902173913043478,-1.4400000000000002,-1.48,-2.3,-2.34,0.6260869565217393,0.6324786324786326,0.3805804647922866,Nd,Yb,S,-2.1210724900000018,-3.076992080000003,-7.00838179000003,-2.1210725628128135,-1.0944533775707237,0.8145175879610062,0.35862482534145484,0.47679991736050453,-2.847077729734469,5.776794692320843,6.531525574217345,11.769320157021456,200.25,173.83,74.72999999999999,272.22,248.89999999999998,84.92999999999999,117.44000000000001,112.50999999999999,273.21
NaBeCl3,0.0,139.25,44.95,180.61,1,2,-1,0.93,1.57,3.16,0.2486187845303867,0.7679558011049723,-2.23,-1.59,-2.51,-1.87,0.8884462151394423,0.8502673796791443,1.127811443360372,Na,Be,Cl,-2.7445312200000007,-5.60966653,-8.594666479999974,-2.7445313142150973,-2.0137775391295594,0.019723560677076313,-0.7570217149871556,0.6486211812660797,-3.9352299810896123,5.147636303709317,9.553745681963834,13.876021229339663,175.88,108.05000000000001,67.85000000000001,260.21000000000004,120.39999999999999,75.67,845.6800000000001,289.74,224.95000000000002
NaCdI3,0.0,139.25,95.14,219.49,1,2,-1,0.93,1.69,2.66,0.4318181818181817,0.6318181818181817,-1.73,-0.9700000000000002,-2.51,-1.75,0.6892430278884463,0.5542857142857144,0.38059704153015084,Na,Cd,I,-2.7445312200000007,-5.657022910000005,-7.083940510000032,-2.7445313142150973,-1.1571185497219154,0.2908709899851069,-0.7570217149871556,0.9482623915387753,-3.4344351648747526,5.147636303709317,9.27193000127873,11.131355946143177,175.88,123.55,90.24000000000001,260.21000000000004,179.66,107.49,845.6800000000001,51.92,41.190000000000005
KMgF3,1.0,164.19,72.45,133.15,1,2,-1,0.82,1.31,3.98,0.5413533834586466,1.2330827067669172,-3.16,-2.67,-2.62,-2.13,1.2061068702290076,1.2535211267605635,0.8232003088081431,K,Mg,F,-2.318921259999999,-4.705333049999998,-11.111416699999976,-0.7664318763103054,-1.3065628048520797,1.1366816190203481,-0.6361622968393374,0.500356888176296,-4.336301480858267,4.31357484707873,7.971349299642951,19.391595983680425,220.49,135.17999999999998,40.44,302.81,191.16,37.4,207.79999999999998,561.2099999999999,143.19
GdScS3,1.0,121.17,74.11,184.4,3,3,-2,1.2,1.36,2.58,0.404891304347826,0.6016304347826087,-1.38,-1.22,-2.24,-2.08,0.6160714285714285,0.5865384615384615,0.3960247143290773,Gd,Sc,S,-2.8746633999999993,-3.2357286599999986,-7.00838179000003,-1.3761398572405408,-3.2357287710770692,0.8145175879610062,1.325343534503421,0.27533029145358084,-2.847077729734469,6.0569064659121885,6.884657007341072,11.769320157021456,30.319999999999997,165.06,74.72999999999999,202.1,217.73999999999998,84.92999999999999,111.28,58.09,273.21
SrZrSe3,0.0,144.48,72.07,198.14,2,4,-2,0.95,1.33,2.55,0.3636363636363636,0.7272727272727273,-1.6,-1.2199999999999998,-2.49,-2.11,0.642570281124498,0.5781990521327013,0.6931471805599453,Sr,Zr,Se,-3.5257832000000016,-3.6022224400000007,-6.510488250000024,-1.2811882639810177,-3.602222563658176,-0.21118754724970967,0.15058605716674303,-0.27140667131249985,-2.730814399751447,5.884929518021573,7.139550537079975,10.84576444731508,195.84,166.94,79.97,254.93,222.0,95.78,111.21,84.44,23.97
NaMnCl3,0.0,139.25,82.83,180.61,1,2,-1,0.93,1.55,3.16,0.4585635359116021,0.7679558011049723,-2.23,-1.61,-2.51,-1.89,0.8884462151394423,0.851851851851852,0.5156333253340938,Na,Mn,Cl,-2.7445312200000007,-4.411136790000002,-8.594666479999974,-2.7445313142150973,-0.936468712147378,0.019723560677076313,-0.7570217149871556,-1.152247272554489,-3.9352299810896123,5.147636303709317,7.312724883033412,13.876021229339663,175.88,40.830000000000005,67.85000000000001,260.21000000000004,205.42,75.67,845.6800000000001,137.51,224.95000000000002
RbCuF3,1.0,172.2,72.62,133.15,1,2,-1,0.82,1.9,3.98,0.5488721804511277,1.2932330827067668,-3.16,-2.08,-2.62,-1.54,1.2061068702290076,1.3506493506493507,0.857035035665062,Rb,Cu,F,-2.23129531,-4.608164319999999,-11.111416699999976,-0.6626547127478113,-0.6024405606807606,1.1366816190203481,-0.5654554674099543,-1.5474569751238811,-4.336301480858267,4.153592876586776,8.147436993683963,19.391595983680425,231.42,120.22,40.44,324.0,203.01999999999998,37.4,240.09999999999997,31.900000000000002,143.19
NaCrCl3,0.0,139.25,80.17,180.61,1,2,-1,0.93,1.66,3.16,0.4419889502762431,0.7679558011049723,-2.23,-1.5000000000000002,-2.51,-1.78,0.8884462151394423,0.8426966292134832,0.5524472984568101,Na,Cr,Cl,-2.7445312200000007,-4.38888821,-8.594666479999974,-2.7445313142150973,-4.388888360663078,0.019723560677076313,-0.7570217149871556,-1.078476583023451,-3.9352299810896123,5.147636303709317,7.228119012129165,13.876021229339663,175.88,142.45999999999998,67.85000000000001,260.21000000000004,198.93,75.67,845.6800000000001,43.95,224.95000000000002
KHgI3,0.0,164.19,103.04,219.49,1,2,-1,0.82,2.0,2.66,0.4636363636363636,0.7454545454545454,-1.8400000000000003,-0.6600000000000001,-2.62,-1.44,0.7022900763358779,0.4583333333333334,0.47489361453992723,K,Hg,I,-2.318921259999999,-6.807995810000004,-7.083940510000032,-0.7664318763103054,-0.952083492683411,0.2908709899851069,-0.6361622968393374,1.3885838835805904,-3.4344351648747526,4.31357484707873,10.679763451594111,11.131355946143177,220.49,116.75000000000001,90.24000000000001,302.81,173.51,107.49,207.79999999999998,61.58,41.190000000000005
DyScS3,1.0,119.17,74.11,184.4,3,3,-2,1.22,1.36,2.58,0.404891304347826,0.5885869565217391,-1.36,-1.22,-2.22,-2.08,0.6126126126126126,0.5865384615384615,0.3741060286214311,Dy,Sc,S,-3.164901719999999,-3.2357286599999986,-7.00838179000003,-1.1732693202763391,-3.2357287710770692,0.8145175879610062,0.4711191951556382,0.27533029145358084,-2.847077729734469,6.187951074411365,6.884657007341072,11.769320157021456,28.52,165.06,74.72999999999999,256.01,217.73999999999998,84.92999999999999,111.98,58.09,273.21
BaNbSe3,0.0,161.04,67.89,198.14,2,4,-2,0.89,1.6,2.55,0.3434343434343435,0.8131313131313131,-1.6599999999999997,-0.9499999999999996,-2.55,-1.84,0.6509803921568627,0.5163043478260867,0.8618966598083562,Ba,Nb,Se,-3.2293497700000002,-4.453728150000003,-6.510488250000024,-2.0224315294266337,-4.45372830288892,-0.21118754724970967,0.18154870422262356,-1.1054994379504735,-2.730814399751447,5.363406047114364,7.135067946929306,10.84576444731508,219.67000000000002,158.34,79.97,266.14000000000004,209.16,95.78,131.01,77.56,23.97
NaCaBr3,0.0,139.25,99.98,195.56,1,2,-1,0.93,1.0,2.96,0.5102040816326531,0.7091836734693877,-2.03,-1.96,-2.51,-2.44,0.8087649402390438,0.8032786885245902,0.3293037471426003,Na,Ca,Br,-2.7445312200000007,-3.766160950000002,-7.858438990000018,-2.7445313142150973,-1.9458476867976409,0.05511027189184196,-0.7570217149871556,0.14999546214811163,-3.6781509272527466,5.147636303709317,6.309260154585895,12.554312316975999,175.88,179.84,75.14,260.21000000000004,231.01999999999998,88.34,845.6800000000001,67.61,22.81
AgZnF3,1.0,152.13,74.34,133.15,1,2,-1,1.93,1.65,3.98,0.556390977443609,0.962406015037594,-2.05,-2.33,-1.51,-1.79,1.357615894039735,1.3016759776536313,0.5479651707154475,Ag,Zn,F,-4.402160580000001,-5.977182470000003,-11.111416699999976,-0.24629308845482334,-1.1074028380152596,1.1366816190203481,-1.4755869046631138,0.922398193658712,-4.336301480858267,7.7559637802550805,9.889346728482574,19.391595983680425,132.41000000000003,110.67999999999999,40.44,190.44,166.61,37.4,54.86,29.970000000000002,143.19
NaCuF3,1.0,139.25,72.62,133.15,1,2,-1,0.93,1.9,3.98,0.5488721804511277,1.045112781954887,-3.05,-2.08,-2.51,-1.54,1.2151394422310757,1.3506493506493507,0.6440144919823007,Na,Cu,F,-2.7445312200000007,-4.608164319999999,-11.111416699999976,-2.7445313142150973,-0.6024405606807606,1.1366816190203481,-0.7570217149871556,-1.5474569751238811,-4.336301480858267,5.147636303709317,8.147436993683963,19.391595983680425,175.88,120.22,40.44,260.21000000000004,203.01999999999998,37.4,845.6800000000001,31.900000000000002,143.19
NaCoF3,1.0,139.25,74.25,133.15,1,2,-1,0.93,1.88,3.98,0.5601503759398496,1.045112781954887,-3.05,-2.1,-2.51,-1.56,1.2151394422310757,1.3461538461538463,0.6236748077451779,Na,Co,F,-2.7445312200000007,-4.433222810000001,-11.111416699999976,-2.7445313142150973,0.1435549649279978,1.1366816190203481,-0.7570217149871556,-1.3590473276566433,-4.336301480858267,5.147636303709317,7.672566418386976,19.391595983680425,175.88,128.78,40.44,260.21000000000004,161.4,37.4,845.6800000000001,35.82,143.19
PbAgBr3,0.0,149.22,115.26,195.56,2,1,-1,2.33,1.93,2.96,0.586734693877551,0.7602040816326531,-0.6299999999999999,-1.03,-1.11,-1.51,0.5675675675675674,0.6821192052980133,0.2590141775822091,Pb,Ag,Br,-3.4960777300000014,-4.402160580000001,-7.858438990000018,-3.4960778500144083,-0.24629308845482334,0.05511027189184196,-0.8830451593257576,-1.4755869046631138,-3.6781509272527466,6.576348032711487,7.7559637802550805,12.554312316975999,103.96,132.41000000000003,75.14,140.49,190.44,88.34,56.76,54.86,22.81
LaYS3,0.0,136.19,89.9,184.4,3,3,-2,1.1,1.22,2.58,0.4891304347826087,0.7391304347826088,-1.48,-1.36,-2.34,-2.22,0.6324786324786326,0.6126126126126126,0.4128452154057869,La,Y,S,-2.778124050000001,-2.5187763800000034,-7.00838179000003,-2.7781241453682792,-2.5187764664653174,0.8145175879610062,-0.2216918666232401,0.15640454937182782,-2.847077729734469,5.8114999284947535,6.250735714575128,11.769320157021456,205.43,178.5,74.72999999999999,267.61,235.80999999999997,84.92999999999999,119.73,94.26,273.21
SmScS3,1.0,123.78,74.11,184.4,3,3,-2,1.17,1.36,2.58,0.404891304347826,0.6739130434782609,-1.41,-1.22,-2.27,-2.08,0.6211453744493391,0.5865384615384615,0.509482440219523,Sm,Sc,S,-2.5191652099999975,-3.2357286599999986,-7.00838179000003,-2.5191652964786626,-3.2357287710770692,0.8145175879610062,0.530550865217543,0.27533029145358084,-2.847077729734469,5.94376524505028,6.884657007341072,11.769320157021456,194.73999999999998,165.06,74.72999999999999,267.86,217.73999999999998,84.92999999999999,115.12,58.09,273.21
CsGeCl3,0.0,188.28,73.44,180.61,1,2,-1,0.79,2.01,3.16,0.4033149171270718,1.0386740331491713,-2.37,-1.1500000000000004,-2.65,-1.4300000000000002,0.8943396226415095,0.8041958041958044,0.945982521681558,Cs,Ge,Cl,-2.0859241200000014,-3.8949312500000026,-8.594666479999974,-0.47924297645159664,-3.894931383706377,0.019723560677076313,-0.5452966317296846,-0.9159627234370702,-3.9352299810896123,3.8635765556284616,7.445211421588107,13.876021229339663,253.57,92.2,67.85000000000001,319.04,117.22000000000001,75.67,202.25,26.66,224.95000000000002
PbNaF3,0.0,149.22,102.87,133.15,2,1,-1,2.33,0.93,3.98,0.7669172932330827,1.1203007518796992,-1.65,-3.05,-1.11,-2.51,1.4864864864864862,1.2151394422310757,0.37897349266118785,Pb,Na,F,-3.4960777300000014,-2.7445312200000007,-11.111416699999976,-3.4960778500144083,-2.7445313142150973,1.1366816190203481,-0.8830451593257576,-0.7570217149871556,-4.336301480858267,6.576348032711487,5.147636303709317,19.391595983680425,103.96,175.88,40.44,140.49,260.21000000000004,37.4,56.76,845.6800000000001,143.19
LaTmS3,0.0,136.19,87.92,184.4,3,3,-2,1.1,1.25,2.58,0.4782608695652173,0.7391304347826088,-1.48,-1.33,-2.34,-2.19,0.6324786324786326,0.6073059360730594,0.43531807125784566,La,Tm,S,-2.778124050000001,-3.153999099999999,-7.00838179000003,-2.7781241453682792,-1.0724057668138653,0.8145175879610062,-0.2216918666232401,0.5222435779285232,-2.847077729734469,5.8114999284947535,6.424661898518719,11.769320157021456,205.43,176.24,74.72999999999999,267.61,254.47,84.92999999999999,119.73,111.95,273.21
TlPbI3,0.0,169.89,118.46,219.49,1,2,-1,1.62,2.33,2.66,0.5409090909090909,0.7727272727272726,-1.04,-0.33,-1.82,-1.11,0.5714285714285714,0.29729729729729726,0.3566749439387324,Tl,Pb,I,-2.36925177,-3.4960777300000014,-7.083940510000032,-2.3692518513323906,-3.4960778500144083,0.2908709899851069,-0.13956498682436352,-0.8830451593257576,-3.4344351648747526,5.166986943295928,6.576348032711487,11.131355946143177,109.74,103.96,90.24000000000001,154.46,140.49,107.49,59.04,56.76,41.190000000000005
KBeCl3,0.0,164.19,44.95,180.61,1,2,-1,0.82,1.57,3.16,0.2486187845303867,0.9060773480662982,-2.3400000000000003,-1.59,-2.62,-1.87,0.8931297709923665,0.8502673796791443,1.2932039380538785,K,Be,Cl,-2.318921259999999,-5.60966653,-8.594666479999974,-0.7664318763103054,-2.0137775391295594,0.019723560677076313,-0.6361622968393374,0.6486211812660797,-3.9352299810896123,4.31357484707873,9.553745681963834,13.876021229339663,220.49,108.05000000000001,67.85000000000001,302.81,120.39999999999999,75.67,207.79999999999998,289.74,224.95000000000002
KCdF3,1.0,164.19,95.14,133.15,1,2,-1,0.82,1.69,3.98,0.7142857142857142,1.2330827067669172,-3.16,-2.29,-2.62,-1.75,1.2061068702290076,1.3085714285714285,0.5459895362236576,K,Cd,F,-2.318921259999999,-5.657022910000005,-11.111416699999976,-0.7664318763103054,-1.1571185497219154,1.1366816190203481,-0.6361622968393374,0.9482623915387753,-4.336301480858267,4.31357484707873,9.27193000127873,19.391595983680425,220.49,123.55,40.44,302.81,179.66,37.4,207.79999999999998,51.92,143.19
CsGeI3,0.0,188.28,73.44,219.49,1,2,-1,0.79,2.01,2.66,0.3318181818181818,0.8545454545454544,-1.87,-0.6500000000000004,-2.65,-1.4300000000000002,0.7056603773584906,0.45454545454545475,0.945982521681558,Cs,Ge,I,-2.0859241200000014,-3.8949312500000026,-7.083940510000032,-0.47924297645159664,-3.894931383706377,0.2908709899851069,-0.5452966317296846,-0.9159627234370702,-3.4344351648747526,3.8635765556284616,7.445211421588107,11.131355946143177,253.57,92.2,90.24000000000001,319.04,117.22000000000001,107.49,202.25,26.66,41.190000000000005
CsHgBr3,1.0,188.28,103.04,195.56,1,2,-1,0.79,2.0,2.96,0.5204081632653061,0.9591836734693876,-2.17,-0.96,-2.65,-1.44,0.8188679245283019,0.6666666666666666,0.6114691495456782,Cs,Hg,Br,-2.0859241200000014,-6.807995810000004,-7.858438990000018,-0.47924297645159664,-0.952083492683411,0.05511027189184196,-0.5452966317296846,1.3885838835805904,-3.6781509272527466,3.8635765556284616,10.679763451594111,12.554312316975999,253.57,116.75000000000001,75.14,319.04,173.51,88.34,202.25,61.58,22.81
RbYbI3,0.0,172.2,102.0,219.49,1,2,-1,0.82,1.1,2.66,0.4636363636363636,0.7818181818181817,-1.8400000000000003,-1.56,-2.62,-2.34,0.7022900763358779,0.6666666666666667,0.522521663529182,Rb,Yb,I,-2.23129531,-3.076992080000003,-7.083940510000032,-0.6626547127478113,-1.0944533775707237,0.2908709899851069,-0.5654554674099543,0.47679991736050453,-3.4344351648747526,4.153592876586776,6.531525574217345,11.131355946143177,231.42,173.83,90.24000000000001,324.0,248.89999999999998,107.49,240.09999999999997,112.50999999999999,41.190000000000005
RbSrF3,0.0,172.2,117.95,133.15,1,2,-1,0.82,0.95,3.98,0.8872180451127819,1.2932330827067668,-3.16,-3.03,-2.62,-2.49,1.2061068702290076,1.2168674698795179,0.37680985234778835,Rb,Sr,F,-2.23129531,-3.5257832000000016,-11.111416699999976,-0.6626547127478113,-1.2811882639810177,1.1366816190203481,-0.5654554674099543,0.15058605716674303,-4.336301480858267,4.153592876586776,5.884929518021573,19.391595983680425,231.42,195.84,40.44,324.0,254.93,37.4,240.09999999999997,111.21,143.19
PbTaS3,0.0,149.22,68.04,184.4,2,4,-2,2.33,1.5,2.58,0.3695652173913044,0.8097826086956521,-0.25,-1.08,-1.11,-1.94,0.2252252252252252,0.5567010309278351,0.7844386007693523,Pb,Ta,S,-3.4960777300000014,-3.5963150900000027,-7.00838179000003,-3.4960778500144083,-3.5963152134553904,0.8145175879610062,-0.8830451593257576,-0.28250510470295576,-2.847077729734469,6.576348032711487,7.686524689847838,11.769320157021456,103.96,146.65,74.72999999999999,140.49,204.33,84.92999999999999,56.76,83.7,273.21
RbGeI3,0.0,172.2,73.44,219.49,1,2,-1,0.82,2.01,2.66,0.3318181818181818,0.7818181818181817,-1.8400000000000003,-0.6500000000000004,-2.62,-1.4300000000000002,0.7022900763358779,0.45454545454545475,0.857035035665062,Rb,Ge,I,-2.23129531,-3.8949312500000026,-7.083940510000032,-0.6626547127478113,-3.894931383706377,0.2908709899851069,-0.5654554674099543,-0.9159627234370702,-3.4344351648747526,4.153592876586776,7.445211421588107,11.131355946143177,231.42,92.2,90.24000000000001,324.0,117.22000000000001,107.49,240.09999999999997,26.66,41.190000000000005
NaMnF3,1.0,139.25,82.83,133.15,1,2,-1,0.93,1.55,3.98,0.6240601503759398,1.045112781954887,-3.05,-2.43,-2.51,-1.89,1.2151394422310757,1.2857142857142858,0.5156333253340938,Na,Mn,F,-2.7445312200000007,-4.411136790000002,-11.111416699999976,-2.7445313142150973,-0.936468712147378,1.1366816190203481,-0.7570217149871556,-1.152247272554489,-4.336301480858267,5.147636303709317,7.312724883033412,19.391595983680425,175.88,40.830000000000005,40.44,260.21000000000004,205.42,37.4,845.6800000000001,137.51,143.19
TlCdF3,1.0,169.89,95.14,133.15,1,2,-1,1.62,1.69,3.98,0.7142857142857142,1.2781954887218043,-2.36,-2.29,-1.82,-1.75,1.2967032967032965,1.3085714285714285,0.581921545449721,Tl,Cd,F,-2.36925177,-5.657022910000005,-11.111416699999976,-2.3692518513323906,-1.1571185497219154,1.1366816190203481,-0.13956498682436352,0.9482623915387753,-4.336301480858267,5.166986943295928,9.27193000127873,19.391595983680425,109.74,123.55,40.44,154.46,179.66,37.4,59.04,51.92,143.19
LaLuS3,1.0,136.19,85.75,184.4,3,3,-2,1.1,1.27,2.58,0.4679347826086956,0.7391304347826088,-1.48,-1.31,-2.34,-2.17,0.6324786324786326,0.6036866359447005,0.45714547430236696,La,Lu,S,-2.778124050000001,-1.7533157500000005,-7.00838179000003,-2.7781241453682792,-1.7533158101883548,0.8145175879610062,-0.2216918666232401,0.3090144625889975,-2.847077729734469,5.8114999284947535,5.26002856955933,11.769320157021456,205.43,162.29,74.72999999999999,267.61,232.06,84.92999999999999,119.73,97.53,273.21
MnLiI3,0.0,120.54,75.66,219.49,2,1,-1,1.55,0.98,2.66,0.3454545454545454,0.4363636363636363,-1.11,-1.6800000000000002,-1.89,-2.46,0.5873015873015874,0.6829268292682927,0.2336148511815051,Mn,Li,I,-4.411136790000002,-2.8741409099999977,-7.083940510000032,-0.936468712147378,-1.0207578250408813,0.2908709899851069,-1.152247272554489,-0.7561139179561087,-3.4344351648747526,7.312724883033412,5.297381732850112,11.131355946143177,40.830000000000005,165.76,90.24000000000001,205.42,201.34,107.49,137.51,674.19,41.190000000000005
LaErS3,0.0,136.19,88.98,184.4,3,3,-2,1.1,1.24,2.58,0.483695652173913,0.7391304347826088,-1.48,-1.34,-2.34,-2.2,0.6324786324786326,0.6090909090909091,0.42401851600391227,La,Er,S,-2.778124050000001,-3.1956924299999976,-7.00838179000003,-2.7781241453682792,-1.116046528311978,0.8145175879610062,-0.2216918666232401,0.36409826249169613,-2.847077729734469,5.8114999284947535,6.339470940626883,11.769320157021456,205.43,26.96,74.72999999999999,267.61,255.11,84.92999999999999,119.73,111.71,273.21
RbHgF3,1.0,172.2,103.04,133.15,1,2,-1,0.82,2.0,3.98,0.7669172932330827,1.2932330827067668,-3.16,-1.98,-2.62,-1.44,1.2061068702290076,1.375,0.522521663529182,Rb,Hg,F,-2.23129531,-6.807995810000004,-11.111416699999976,-0.6626547127478113,-0.952083492683411,1.1366816190203481,-0.5654554674099543,1.3885838835805904,-4.336301480858267,4.153592876586776,10.679763451594111,19.391595983680425,231.42,116.75000000000001,40.44,324.0,173.51,37.4,240.09999999999997,61.58,143.19
TlSrCl3,0.0,169.89,117.95,180.61,1,2,-1,1.62,0.95,3.16,0.6519337016574586,0.9392265193370164,-1.54,-2.21,-1.82,-2.49,0.8461538461538461,0.8875502008032128,0.36511381258459696,Tl,Sr,Cl,-2.36925177,-3.5257832000000016,-8.594666479999974,-2.3692518513323906,-1.2811882639810177,0.019723560677076313,-0.13956498682436352,0.15058605716674303,-3.9352299810896123,5.166986943295928,5.884929518021573,13.876021229339663,109.74,195.84,67.85000000000001,154.46,254.93,75.67,59.04,111.21,224.95000000000002
NaCrF3,1.0,139.25,80.17,133.15,1,2,-1,0.93,1.66,3.98,0.6015037593984962,1.045112781954887,-3.05,-2.3200000000000003,-2.51,-1.78,1.2151394422310757,1.303370786516854,0.5524472984568101,Na,Cr,F,-2.7445312200000007,-4.38888821,-11.111416699999976,-2.7445313142150973,-4.388888360663078,1.1366816190203481,-0.7570217149871556,-1.078476583023451,-4.336301480858267,5.147636303709317,7.228119012129165,19.391595983680425,175.88,142.45999999999998,40.44,260.21000000000004,198.93,37.4,845.6800000000001,43.95,143.19
LiMgI3,0.0,115.93,72.45,219.49,1,2,-1,0.98,1.31,2.66,0.3272727272727272,0.4181818181818181,-1.6800000000000002,-1.35,-2.46,-2.13,0.6829268292682927,0.6338028169014085,0.2451224580329851,Li,Mg,I,-2.8741409099999977,-4.705333049999998,-7.083940510000032,-1.0207578250408813,-1.3065628048520797,0.2908709899851069,-0.7561139179561087,0.500356888176296,-3.4344351648747526,5.297381732850112,7.971349299642951,11.131355946143177,165.76,135.17999999999998,90.24000000000001,201.34,191.16,107.49,674.19,561.2099999999999,41.190000000000005
CsBaBr3,0.0,188.28,134.51,195.56,1,2,-1,0.79,0.89,2.96,0.6887755102040817,0.9591836734693876,-2.17,-2.07,-2.65,-2.55,0.8188679245283019,0.8117647058823529,0.3311671843915196,Cs,Ba,Br,-2.0859241200000014,-3.2293497700000002,-7.858438990000018,-0.47924297645159664,-2.0224315294266337,0.05511027189184196,-0.5452966317296846,0.18154870422262356,-3.6781509272527466,3.8635765556284616,5.363406047114364,12.554312316975999,253.57,219.67000000000002,75.14,319.04,266.14000000000004,88.34,202.25,131.01,22.81
NaNiF3,1.0,139.25,69.57,133.15,1,2,-1,0.93,1.91,3.98,0.5187969924812029,1.045112781954887,-3.05,-2.0700000000000003,-2.51,-1.53,1.2151394422310757,1.3529411764705883,0.7003674285334324,Na,Ni,F,-2.7445312200000007,-4.439555410000002,-11.111416699999976,-2.7445313142150973,-4.4395555624023935,1.1366816190203481,-0.7570217149871556,-1.3513871613897686,-4.336301480858267,5.147636303709317,7.898771670150475,19.391595983680425,175.88,125.16999999999999,40.44,260.21000000000004,156.73999999999998,37.4,845.6800000000001,33.809999999999995,143.19
BaTaSe3,0.0,161.04,68.04,198.14,2,4,-2,0.89,1.5,2.55,0.3434343434343435,0.8131313131313131,-1.6599999999999997,-1.0499999999999998,-2.55,-1.94,0.6509803921568627,0.5412371134020618,0.8618966598083562,Ba,Ta,Se,-3.2293497700000002,-3.5963150900000027,-6.510488250000024,-2.0224315294266337,-3.5963152134553904,-0.21118754724970967,0.18154870422262356,-0.28250510470295576,-2.730814399751447,5.363406047114364,7.686524689847838,10.84576444731508,219.67000000000002,146.65,79.97,266.14000000000004,204.33,95.78,131.01,83.7,23.97
CsSnCl3,1.0,188.28,102.53,180.61,1,2,-1,0.79,1.96,3.16,0.6353591160220994,1.0386740331491713,-2.37,-1.2000000000000002,-2.65,-1.48,0.8943396226415095,0.810810810810811,0.4915098344666993,Cs,Sn,Cl,-2.0859241200000014,-3.6934392700000016,-8.594666479999974,-0.47924297645159664,-3.693439396789498,0.019723560677076313,-0.5452966317296846,-1.0130803347838757,-3.9352299810896123,3.8635765556284616,6.875250052003975,13.876021229339663,253.57,106.59,67.85000000000001,319.04,135.54,75.67,202.25,46.940000000000005,224.95000000000002
CsBaF3,0.0,188.28,134.51,133.15,1,2,-1,0.79,0.89,3.98,1.0150375939849623,1.413533834586466,-3.19,-3.09,-2.65,-2.55,1.2037735849056603,1.211764705882353,0.3311671843915196,Cs,Ba,F,-2.0859241200000014,-3.2293497700000002,-11.111416699999976,-0.47924297645159664,-2.0224315294266337,1.1366816190203481,-0.5452966317296846,0.18154870422262356,-4.336301480858267,3.8635765556284616,5.363406047114364,19.391595983680425,253.57,219.67000000000002,40.44,319.04,266.14000000000004,37.4,202.25,131.01,143.19
NdLuSe3,0.0,127.64,85.75,198.14,3,3,-2,1.14,1.27,2.55,0.4348484848484849,0.6414141414141414,-1.41,-1.2799999999999998,-2.3,-2.17,0.6130434782608696,0.5898617511520736,0.38867767502490636,Nd,Lu,Se,-2.1210724900000018,-1.7533157500000005,-6.510488250000024,-2.1210725628128135,-1.7533158101883548,-0.21118754724970967,0.35862482534145484,0.3090144625889975,-2.730814399751447,5.776794692320843,5.26002856955933,10.84576444731508,200.25,162.29,79.97,272.22,232.06,95.78,117.44000000000001,97.53,23.97
RbMnBr3,0.0,172.2,82.83,195.56,1,2,-1,0.82,1.55,2.96,0.423469387755102,0.8775510204081632,-2.14,-1.41,-2.62,-1.89,0.816793893129771,0.746031746031746,0.7286538690168551,Rb,Mn,Br,-2.23129531,-4.411136790000002,-7.858438990000018,-0.6626547127478113,-0.936468712147378,0.05511027189184196,-0.5654554674099543,-1.152247272554489,-3.6781509272527466,4.153592876586776,7.312724883033412,12.554312316975999,231.42,40.830000000000005,75.14,324.0,205.42,88.34,240.09999999999997,137.51,22.81
