material,exp_label,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,chi_AX_ratio,chi_BX_ratio,log_rA_rB_ratio,A,B,X,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X
CrLiCl3,0.0,95.51,75.66,180.61,2,1,-1,1.66,0.98,3.16,0.4198895027624309,0.4419889502762431,-1.5000000000000002,-2.18,-1.78,-2.46,0.8426966292134832,0.8861788617886179,0.05129329438755048,Cr,Li,Cl,-4.38888821,-2.8741409099999977,-8.594666479999974,-4.388888360663078,-1.0207578250408813,0.019723560677076313,-1.078476583023451,-0.7561139179561087,-3.9352299810896123,7.228119012129165,5.297381732850112,13.876021229339663,142.45999999999998,165.76,67.85000000000001,198.93,201.34,75.67,43.95,674.19,224.95000000000002
SnZrS3,0.0,115.87,72.07,184.4,2,4,-2,1.96,1.33,2.58,0.3913043478260869,0.6249999999999999,-0.6200000000000001,-1.25,-1.48,-2.11,0.41891891891891897,0.5924170616113744,0.4682660093471947,Sn,Zr,S,-3.6934392700000016,-3.6022224400000007,-7.00838179000003,-3.693439396789498,-3.602222563658176,0.8145175879610062,-1.0130803347838757,-0.27140667131249985,-2.847077729734469,6.875250052003975,7.139550537079975,11.769320157021456,106.59,166.94,74.72999999999999,135.54,222.0,84.92999999999999,46.940000000000005,84.44,273.21
TlMnF3,1.0,169.89,82.83,133.15,1,2,-1,1.62,1.55,3.98,0.6240601503759398,1.2781954887218043,-2.36,-2.43,-1.82,-1.89,1.2967032967032965,1.2857142857142858,0.7169578292536637,Tl,Mn,F,-2.36925177,-4.411136790000002,-11.111416699999976,-2.3692518513323906,-0.936468712147378,1.1366816190203481,-0.13956498682436352,-1.152247272554489,-4.336301480858267,5.166986943295928,7.312724883033412,19.391595983680425,109.74,40.830000000000005,40.44,154.46,205.42,37.4,59.04,137.51,143.19
BaTiS3,0.0,161.04,60.28,184.4,2,4,-2,0.89,1.54,2.58,0.3288043478260869,0.875,-1.69,-1.04,-2.55,-1.9,0.6627450980392157,0.5473684210526316,0.9787609999476672,Ba,Ti,S,-3.2293497700000002,-4.219539480000003,-7.00838179000003,-2.0224315294266337,-4.219539624849625,0.8145175879610062,0.18154870422262356,-0.3138992857783973,-2.847077729734469,5.363406047114364,7.119307230391988,11.769320157021456,219.67000000000002,154.67,74.72999999999999,266.14000000000004,206.03,84.92999999999999,131.01,51.94,273.21
EuZrSe3,0.0,143.72,72.07,198.14,2,4,-2,1.2,1.33,2.55,0.3636363636363636,0.6818181818181819,-1.35,-1.2199999999999998,-2.24,-2.11,0.6026785714285714,0.5781990521327013,0.6286086594223741,Eu,Zr,Se,-2.76744646,-3.6022224400000007,-6.510488250000024,-2.7674465550017393,-3.602222563658176,-0.21118754724970967,0.4802925635161391,-0.27140667131249985,-2.730814399751447,6.002313428086848,7.139550537079975,10.84576444731508,31.35,166.94,79.97,267.74,222.0,95.78,114.02,84.44,23.97
BaZrS3,1.0,161.04,72.07,184.4,2,4,-2,0.89,1.33,2.58,0.3913043478260869,0.875,-1.69,-1.25,-2.55,-2.11,0.6627450980392157,0.5924170616113744,0.8047382459684077,Ba,Zr,S,-3.2293497700000002,-3.6022224400000007,-7.00838179000003,-2.0224315294266337,-3.602222563658176,0.8145175879610062,0.18154870422262356,-0.27140667131249985,-2.847077729734469,5.363406047114364,7.139550537079975,11.769320157021456,219.67000000000002,166.94,74.72999999999999,266.14000000000004,222.0,84.92999999999999,131.01,84.44,273.21
BaUS3,1.0,161.04,88.69,184.4,2,4,-2,0.89,1.38,2.58,0.483695652173913,0.875,-1.69,-1.2000000000000002,-2.55,-2.06,0.6627450980392157,0.5825242718446603,0.5927679952523233,Ba,U,S,-3.2293497700000002,-1.9952727799999994,-7.00838179000003,-2.0224315294266337,-1.9952728484943232,0.8145175879610062,0.18154870422262356,0.546861732757815,-2.847077729734469,5.363406047114364,5.590257855882314,11.769320157021456,219.67000000000002,187.98000000000002,74.72999999999999,266.14000000000004,241.76,84.92999999999999,131.01,131.23,273.21
PrYbSe3,0.0,130.43,86.89,198.14,3,3,-2,1.13,1.1,2.55,0.4383838383838384,0.5954545454545455,-1.42,-1.4499999999999995,-2.31,-2.34,0.6147186147186147,0.6196581196581195,0.3062301858770208,Pr,Yb,Se,-2.320982129999998,-3.076992080000003,-6.510488250000024,-2.320982209675374,-1.0944533775707237,-0.21118754724970967,0.11525855498472169,0.47679991736050453,-2.730814399751447,5.700078313684422,6.531525574217345,10.84576444731508,201.97,173.83,79.97,271.35,248.89999999999998,95.78,117.97999999999999,112.50999999999999,23.97
KCrF3,1.0,164.19,80.17,133.15,1,2,-1,0.82,1.66,3.98,0.6015037593984962,1.2330827067669172,-3.16,-2.3200000000000003,-2.62,-1.78,1.2061068702290076,1.303370786516854,0.7178397931503168,K,Cr,F,-2.318921259999999,-4.38888821,-11.111416699999976,-0.7664318763103054,-4.388888360663078,1.1366816190203481,-0.6361622968393374,-1.078476583023451,-4.336301480858267,4.31357484707873,7.228119012129165,19.391595983680425,220.49,142.45999999999998,40.44,302.81,198.93,37.4,207.79999999999998,43.95,143.19
CaZrS3,1.0,133.65,72.07,184.4,2,4,-2,1.0,1.33,2.58,0.3913043478260869,0.7282608695652174,-1.58,-1.25,-2.44,-2.11,0.6475409836065574,0.5924170616113744,0.6211736809348564,Ca,Zr,S,-3.766160950000002,-3.6022224400000007,-7.00838179000003,-1.9458476867976409,-3.602222563658176,0.8145175879610062,0.14999546214811163,-0.27140667131249985,-2.847077729734469,6.309260154585895,7.139550537079975,11.769320157021456,179.84,166.94,74.72999999999999,231.01999999999998,222.0,84.92999999999999,67.61,84.44,273.21
CsMgF3,1.0,188.28,72.45,133.15,1,2,-1,0.79,1.31,3.98,0.5413533834586466,1.413533834586466,-3.19,-2.67,-2.65,-2.13,1.2037735849056603,1.2535211267605635,0.9597758438138939,Cs,Mg,F,-2.0859241200000014,-4.705333049999998,-11.111416699999976,-0.47924297645159664,-1.3065628048520797,1.1366816190203481,-0.5452966317296846,0.500356888176296,-4.336301480858267,3.8635765556284616,7.971349299642951,19.391595983680425,253.57,135.17999999999998,40.44,319.04,191.16,37.4,202.25,561.2099999999999,143.19
KCdI3,0.0,164.19,95.14,219.49,1,2,-1,0.82,1.69,2.66,0.4318181818181817,0.7454545454545454,-1.8400000000000003,-0.9700000000000002,-2.62,-1.75,0.7022900763358779,0.5542857142857144,0.5459895362236576,K,Cd,I,-2.318921259999999,-5.657022910000005,-7.083940510000032,-0.7664318763103054,-1.1571185497219154,0.2908709899851069,-0.6361622968393374,0.9482623915387753,-3.4344351648747526,4.31357484707873,9.27193000127873,11.131355946143177,220.49,123.55,90.24000000000001,302.81,179.66,107.49,207.79999999999998,51.92,41.190000000000005
NaMgF3,1.0,139.25,72.45,133.15,1,2,-1,0.93,1.31,3.98,0.5413533834586466,1.045112781954887,-3.05,-2.67,-2.51,-2.13,1.2151394422310757,1.2535211267605635,0.6578078141146367,Na,Mg,F,-2.7445312200000007,-4.705333049999998,-11.111416699999976,-2.7445313142150973,-1.3065628048520797,1.1366816190203481,-0.7570217149871556,0.500356888176296,-4.336301480858267,5.147636303709317,7.971349299642951,19.391595983680425,175.88,135.17999999999998,40.44,260.21000000000004,191.16,37.4,845.6800000000001,561.2099999999999,143.19
CaHfS3,1.0,133.65,70.83,184.4,2,4,-2,1.0,1.3,2.58,0.3858695652173912,0.7282608695652174,-1.58,-1.28,-2.44,-2.14,0.6475409836065574,0.5981308411214953,0.635159922909596,Ca,Hf,S,-3.766160950000002,-2.693665829999998,-7.00838179000003,-1.9458476867976409,-2.6936659224689756,0.8145175879610062,0.14999546214811163,0.18457353533323026,-2.847077729734469,6.309260154585895,6.50368793830198,11.769320157021456,179.84,153.65,74.72999999999999,231.01999999999998,213.77,84.92999999999999,67.61,89.50999999999999,273.21
RbMgCl3,0.0,172.2,72.45,180.61,1,2,-1,0.82,1.31,3.16,0.3977900552486187,0.9502762430939226,-2.3400000000000003,-1.85,-2.62,-2.13,0.8931297709923665,0.8685446009389672,0.8708283577973978,Rb,Mg,Cl,-2.23129531,-4.705333049999998,-8.594666479999974,-0.6626547127478113,-1.3065628048520797,0.019723560677076313,-0.5654554674099543,0.500356888176296,-3.9352299810896123,4.153592876586776,7.971349299642951,13.876021229339663,231.42,135.17999999999998,67.85000000000001,324.0,191.16,75.67,240.09999999999997,561.2099999999999,224.95000000000002
SrLiBr3,0.0,144.48,75.66,195.56,2,1,-1,0.95,0.98,2.96,0.3877551020408163,0.7346938775510204,-2.01,-1.98,-2.49,-2.46,0.8072289156626504,0.8048780487804879,0.6390799592896695,Sr,Li,Br,-3.5257832000000016,-2.8741409099999977,-7.858438990000018,-1.2811882639810177,-1.0207578250408813,0.05511027189184196,0.15058605716674303,-0.7561139179561087,-3.6781509272527466,5.884929518021573,5.297381732850112,12.554312316975999,195.84,165.76,75.14,254.93,201.34,88.34,111.21,674.19,22.81
PrScS3,1.0,130.43,74.11,184.4,3,3,-2,1.13,1.36,2.58,0.404891304347826,0.6407608695652174,-1.4500000000000002,-1.22,-2.31,-2.08,0.6277056277056278,0.5865384615384615,0.45903768215781154,Pr,Sc,S,-2.320982129999998,-3.2357286599999986,-7.00838179000003,-2.320982209675374,-3.2357287710770692,0.8145175879610062,0.11525855498472169,0.27533029145358084,-2.847077729734469,5.700078313684422,6.884657007341072,11.769320157021456,201.97,165.06,74.72999999999999,271.35,217.73999999999998,84.92999999999999,117.97999999999999,58.09,273.21
LiZnF3,0.0,115.93,74.34,133.15,1,2,-1,0.98,1.65,3.98,0.556390977443609,0.6917293233082706,-3.0,-2.33,-2.46,-1.79,1.2195121951219512,1.3016759776536313,0.21772348384487053,Li,Zn,F,-2.8741409099999977,-5.977182470000003,-11.111416699999976,-1.0207578250408813,-1.1074028380152596,1.1366816190203481,-0.7561139179561087,0.922398193658712,-4.336301480858267,5.297381732850112,9.889346728482574,19.391595983680425,165.76,110.67999999999999,40.44,201.34,166.61,37.4,674.19,29.970000000000002,143.19
KSrCl3,0.0,164.19,117.95,180.61,1,2,-1,0.82,0.95,3.16,0.6519337016574586,0.9060773480662982,-2.3400000000000003,-2.21,-2.62,-2.49,0.8931297709923665,0.8875502008032128,0.3291818033585337,K,Sr,Cl,-2.318921259999999,-3.5257832000000016,-8.594666479999974,-0.7664318763103054,-1.2811882639810177,0.019723560677076313,-0.6361622968393374,0.15058605716674303,-3.9352299810896123,4.31357484707873,5.884929518021573,13.876021229339663,220.49,195.84,67.85000000000001,302.81,254.93,75.67,207.79999999999998,111.21,224.95000000000002
NaCaCl3,0.0,139.25,99.98,180.61,1,2,-1,0.93,1.0,3.16,0.5524861878453039,0.7679558011049723,-2.23,-2.16,-2.51,-2.44,0.8884462151394423,0.8852459016393444,0.3293037471426003,Na,Ca,Cl,-2.7445312200000007,-3.766160950000002,-8.594666479999974,-2.7445313142150973,-1.9458476867976409,0.019723560677076313,-0.7570217149871556,0.14999546214811163,-3.9352299810896123,5.147636303709317,6.309260154585895,13.876021229339663,175.88,179.84,67.85000000000001,260.21000000000004,231.01999999999998,75.67,845.6800000000001,67.61,224.95000000000002
KMgCl3,0.0,164.19,72.45,180.61,1,2,-1,0.82,1.31,3.16,0.3977900552486187,0.9060773480662982,-2.3400000000000003,-1.85,-2.62,-2.13,0.8931297709923665,0.8685446009389672,0.8232003088081431,K,Mg,Cl,-2.318921259999999,-4.705333049999998,-8.594666479999974,-0.7664318763103054,-1.3065628048520797,0.019723560677076313,-0.6361622968393374,0.500356888176296,-3.9352299810896123,4.31357484707873,7.971349299642951,13.876021229339663,220.49,135.17999999999998,67.85000000000001,302.81,191.16,75.67,207.79999999999998,561.2099999999999,224.95000000000002
CsPbCl3,1.0,188.28,118.46,180.61,1,2,-1,0.79,2.33,3.16,0.6574585635359116,1.0386740331491713,-2.37,-0.8300000000000001,-2.65,-1.11,0.8943396226415095,0.7477477477477478,0.4573184697184198,Cs,Pb,Cl,-2.0859241200000014,-3.4960777300000014,-8.594666479999974,-0.47924297645159664,-3.4960778500144083,0.019723560677076313,-0.5452966317296846,-0.8830451593257576,-3.9352299810896123,3.8635765556284616,6.576348032711487,13.876021229339663,253.57,103.96,67.85000000000001,319.04,140.49,75.67,202.25,56.76,224.95000000000002
TlBeCl3,0.0,169.89,44.95,180.61,1,2,-1,1.62,1.57,3.16,0.2486187845303867,0.9392265193370164,-1.54,-1.59,-1.82,-1.87,0.8461538461538461,0.8502673796791443,1.329135947279942,Tl,Be,Cl,-2.36925177,-5.60966653,-8.594666479999974,-2.3692518513323906,-2.0137775391295594,0.019723560677076313,-0.13956498682436352,0.6486211812660797,-3.9352299810896123,5.166986943295928,9.553745681963834,13.876021229339663,109.74,108.05000000000001,67.85000000000001,154.46,120.39999999999999,75.67,59.04,289.74,224.95000000000002
CsMgI3,0.0,188.28,72.45,219.49,1,2,-1,0.79,1.31,2.66,0.3272727272727272,0.8545454545454544,-1.87,-1.35,-2.65,-2.13,0.7056603773584906,0.6338028169014085,0.9597758438138939,Cs,Mg,I,-2.0859241200000014,-4.705333049999998,-7.083940510000032,-0.47924297645159664,-1.3065628048520797,0.2908709899851069,-0.5452966317296846,0.500356888176296,-3.4344351648747526,3.8635765556284616,7.971349299642951,11.131355946143177,253.57,135.17999999999998,90.24000000000001,319.04,191.16,107.49,202.25,561.2099999999999,41.190000000000005
NdScS3,1.0,127.64,74.11,184.4,3,3,-2,1.14,1.36,2.58,0.404891304347826,0.6902173913043478,-1.4400000000000002,-1.22,-2.3,-2.08,0.6260869565217393,0.5865384615384615,0.5333879610730774,Nd,Sc,S,-2.1210724900000018,-3.2357286599999986,-7.00838179000003,-2.1210725628128135,-3.2357287710770692,0.8145175879610062,0.35862482534145484,0.27533029145358084,-2.847077729734469,5.776794692320843,6.884657007341072,11.769320157021456,200.25,165.06,74.72999999999999,272.22,217.73999999999998,84.92999999999999,117.44000000000001,58.09,273.21
KZnF3,1.0,164.19,74.34,133.15,1,2,-1,0.82,1.65,3.98,0.556390977443609,1.2330827067669172,-3.16,-2.33,-2.62,-1.79,1.2061068702290076,1.3016759776536313,0.7958013346200284,K,Zn,F,-2.318921259999999,-5.977182470000003,-11.111416699999976,-0.7664318763103054,-1.1074028380152596,1.1366816190203481,-0.6361622968393374,0.922398193658712,-4.336301480858267,4.31357484707873,9.889346728482574,19.391595983680425,220.49,110.67999999999999,40.44,302.81,166.61,37.4,207.79999999999998,29.970000000000002,143.19
KTmI3,0.0,164.19,102.92,219.49,1,2,-1,0.82,1.25,2.66,0.4681818181818181,0.7454545454545454,-1.8400000000000003,-1.41,-2.62,-2.19,0.7022900763358779,0.6438356164383562,0.4651374395945626,K,Tm,I,-2.318921259999999,-3.153999099999999,-7.083940510000032,-0.7664318763103054,-1.0724057668138653,0.2908709899851069,-0.6361622968393374,0.5222435779285232,-3.4344351648747526,4.31357484707873,6.424661898518719,11.131355946143177,220.49,176.24,90.24000000000001,302.81,254.47,107.49,207.79999999999998,111.95,41.190000000000005
TlMgCl3,0.0,169.89,72.45,180.61,1,2,-1,1.62,1.31,3.16,0.3977900552486187,0.9392265193370164,-1.54,-1.85,-1.82,-2.13,0.8461538461538461,0.8685446009389672,0.8591323180342064,Tl,Mg,Cl,-2.36925177,-4.705333049999998,-8.594666479999974,-2.3692518513323906,-1.3065628048520797,0.019723560677076313,-0.13956498682436352,0.500356888176296,-3.9352299810896123,5.166986943295928,7.971349299642951,13.876021229339663,109.74,135.17999999999998,67.85000000000001,154.46,191.16,75.67,59.04,561.2099999999999,224.95000000000002
CsBaCl3,0.0,188.28,134.51,180.61,1,2,-1,0.79,0.89,3.16,0.7458563535911602,1.0386740331491713,-2.37,-2.27,-2.65,-2.55,0.8943396226415095,0.8901960784313726,0.3311671843915196,Cs,Ba,Cl,-2.0859241200000014,-3.2293497700000002,-8.594666479999974,-0.47924297645159664,-2.0224315294266337,0.019723560677076313,-0.5452966317296846,0.18154870422262356,-3.9352299810896123,3.8635765556284616,5.363406047114364,13.876021229339663,253.57,219.67000000000002,67.85000000000001,319.04,266.14000000000004,75.67,202.25,131.01,224.95000000000002
CsMnF3,0.0,188.28,82.83,133.15,1,2,-1,0.79,1.55,3.98,0.6240601503759398,1.413533834586466,-3.19,-2.43,-2.65,-1.89,1.2037735849056603,1.2857142857142858,0.8176013550333515,Cs,Mn,F,-2.0859241200000014,-4.411136790000002,-11.111416699999976,-0.47924297645159664,-0.936468712147378,1.1366816190203481,-0.5452966317296846,-1.152247272554489,-4.336301480858267,3.8635765556284616,7.312724883033412,19.391595983680425,253.57,40.830000000000005,40.44,319.04,205.42,37.4,202.25,137.51,143.19
AgCoF3,1.0,152.13,74.25,133.15,1,2,-1,1.93,1.88,3.98,0.5601503759398496,0.962406015037594,-2.05,-2.1,-1.51,-1.56,1.357615894039735,1.3461538461538463,0.5412311385341034,Ag,Co,F,-4.402160580000001,-4.433222810000001,-11.111416699999976,-0.24629308845482334,0.1435549649279978,1.1366816190203481,-1.4755869046631138,-1.3590473276566433,-4.336301480858267,7.7559637802550805,7.672566418386976,19.391595983680425,132.41000000000003,128.78,40.44,190.44,161.4,37.4,54.86,35.82,143.19
BaNaBr3,0.0,161.04,102.87,195.56,2,1,-1,0.89,0.93,2.96,0.5204081632653061,0.8214285714285715,-2.07,-2.03,-2.55,-2.51,0.8117647058823529,0.8087649402390438,0.456431551700192,Ba,Na,Br,-3.2293497700000002,-2.7445312200000007,-7.858438990000018,-2.0224315294266337,-2.7445313142150973,0.05511027189184196,0.18154870422262356,-0.7570217149871556,-3.6781509272527466,5.363406047114364,5.147636303709317,12.554312316975999,219.67000000000002,175.88,75.14,266.14000000000004,260.21000000000004,88.34,131.01,845.6800000000001,22.81
RbSrCl3,0.0,172.2,117.95,180.61,1,2,-1,0.82,0.95,3.16,0.6519337016574586,0.9502762430939226,-2.3400000000000003,-2.21,-2.62,-2.49,0.8931297709923665,0.8875502008032128,0.37680985234778835,Rb,Sr,Cl,-2.23129531,-3.5257832000000016,-8.594666479999974,-0.6626547127478113,-1.2811882639810177,0.019723560677076313,-0.5654554674099543,0.15058605716674303,-3.9352299810896123,4.153592876586776,5.884929518021573,13.876021229339663,231.42,195.84,67.85000000000001,324.0,254.93,75.67,240.09999999999997,111.21,224.95000000000002
CsSnI3,1.0,188.28,102.53,219.49,1,2,-1,0.79,1.96,2.66,0.5227272727272726,0.8545454545454544,-1.87,-0.7000000000000002,-2.65,-1.48,0.7056603773584906,0.4729729729729731,0.4915098344666993,Cs,Sn,I,-2.0859241200000014,-3.6934392700000016,-7.083940510000032,-0.47924297645159664,-3.693439396789498,0.2908709899851069,-0.5452966317296846,-1.0130803347838757,-3.4344351648747526,3.8635765556284616,6.875250052003975,11.131355946143177,253.57,106.59,90.24000000000001,319.04,135.54,107.49,202.25,46.940000000000005,41.190000000000005
NaMgI3,0.0,139.25,72.45,219.49,1,2,-1,0.93,1.31,2.66,0.3272727272727272,0.6318181818181817,-1.73,-1.35,-2.51,-2.13,0.6892430278884463,0.6338028169014085,0.6578078141146367,Na,Mg,I,-2.7445312200000007,-4.705333049999998,-7.083940510000032,-2.7445313142150973,-1.3065628048520797,0.2908709899851069,-0.7570217149871556,0.500356888176296,-3.4344351648747526,5.147636303709317,7.971349299642951,11.131355946143177,175.88,135.17999999999998,90.24000000000001,260.21000000000004,191.16,107.49,845.6800000000001,561.2099999999999,41.190000000000005
KCuF3,1.0,164.19,72.62,133.15,1,2,-1,0.82,1.9,3.98,0.5488721804511277,1.2330827067669172,-3.16,-2.08,-2.62,-1.54,1.2061068702290076,1.3506493506493507,0.8094069866758071,K,Cu,F,-2.318921259999999,-4.608164319999999,-11.111416699999976,-0.7664318763103054,-0.6024405606807606,1.1366816190203481,-0.6361622968393374,-1.5474569751238811,-4.336301480858267,4.31357484707873,8.147436993683963,19.391595983680425,220.49,120.22,40.44,302.81,203.01999999999998,37.4,207.79999999999998,31.900000000000002,143.19
UNiS3,1.0,117.04,69.57,184.4,4,2,-2,1.38,1.91,2.58,0.3749999999999999,0.6358695652173912,-1.2000000000000002,-0.6700000000000002,-2.06,-1.53,0.5825242718446603,0.43790849673202625,0.5280674302004968,U,Ni,S,-1.9952727799999994,-4.439555410000002,-7.00838179000003,-1.9952728484943232,-4.4395555624023935,0.8145175879610062,0.546861732757815,-1.3513871613897686,-2.847077729734469,5.590257855882314,7.898771670150475,11.769320157021456,187.98000000000002,125.16999999999999,74.72999999999999,241.76,156.73999999999998,84.92999999999999,131.23,33.809999999999995,273.21
TlFeI3,0.0,169.89,78.4,219.49,1,2,-1,1.62,1.83,2.66,0.3545454545454545,0.7727272727272726,-1.04,-0.8300000000000001,-1.82,-1.61,0.5714285714285714,0.515527950310559,0.7790896103606701,Tl,Fe,I,-2.36925177,-4.431945739999999,-7.083940510000032,-2.3692518513323906,-0.812293287884647,0.2908709899851069,-0.13956498682436352,-1.3037382507616442,-3.4344351648747526,5.166986943295928,7.470426106445764,11.131355946143177,109.74,133.01,90.24000000000001,154.46,193.65,107.49,59.04,38.15,41.190000000000005
CsTmI3,1.0,188.28,102.92,219.49,1,2,-1,0.79,1.25,2.66,0.4681818181818181,0.8545454545454544,-1.87,-1.41,-2.65,-2.19,0.7056603773584906,0.6438356164383562,0.6017129746003133,Cs,Tm,I,-2.0859241200000014,-3.153999099999999,-7.083940510000032,-0.47924297645159664,-1.0724057668138653,0.2908709899851069,-0.5452966317296846,0.5222435779285232,-3.4344351648747526,3.8635765556284616,6.424661898518719,11.131355946143177,253.57,176.24,90.24000000000001,319.04,254.47,107.49,202.25,111.95,41.190000000000005
KMgI3,0.0,164.19,72.45,219.49,1,2,-1,0.82,1.31,2.66,0.3272727272727272,0.7454545454545454,-1.8400000000000003,-1.35,-2.62,-2.13,0.7022900763358779,0.6338028169014085,0.8232003088081431,K,Mg,I,-2.318921259999999,-4.705333049999998,-7.083940510000032,-0.7664318763103054,-1.3065628048520797,0.2908709899851069,-0.6361622968393374,0.500356888176296,-3.4344351648747526,4.31357484707873,7.971349299642951,11.131355946143177,220.49,135.17999999999998,90.24000000000001,302.81,191.16,107.49,207.79999999999998,561.2099999999999,41.190000000000005
NaHgI3,0.0,139.25,103.04,219.49,1,2,-1,0.93,2.0,2.66,0.4636363636363636,0.6318181818181817,-1.73,-0.6600000000000001,-2.51,-1.44,0.6892430278884463,0.4583333333333334,0.30950111984642054,Na,Hg,I,-2.7445312200000007,-6.807995810000004,-7.083940510000032,-2.7445313142150973,-0.952083492683411,0.2908709899851069,-0.7570217149871556,1.3885838835805904,-3.4344351648747526,5.147636303709317,10.679763451594111,11.131355946143177,175.88,116.75000000000001,90.24000000000001,260.21000000000004,173.51,107.49,845.6800000000001,61.58,41.190000000000005
RbFeCl3,0.0,172.2,78.4,180.61,1,2,-1,0.82,1.83,3.16,0.430939226519337,0.9502762430939226,-2.3400000000000003,-1.33,-2.62,-1.61,0.8931297709923665,0.8260869565217391,0.7907856501238612,Rb,Fe,Cl,-2.23129531,-4.431945739999999,-8.594666479999974,-0.6626547127478113,-0.812293287884647,0.019723560677076313,-0.5654554674099543,-1.3037382507616442,-3.9352299810896123,4.153592876586776,7.470426106445764,13.876021229339663,231.42,133.01,67.85000000000001,324.0,193.65,75.67,240.09999999999997,38.15,224.95000000000002
LiMgCl3,0.0,115.93,72.45,180.61,1,2,-1,0.98,1.31,3.16,0.3977900552486187,0.5082872928176796,-2.18,-1.85,-2.46,-2.13,0.8861788617886179,0.8685446009389672,0.2451224580329851,Li,Mg,Cl,-2.8741409099999977,-4.705333049999998,-8.594666479999974,-1.0207578250408813,-1.3065628048520797,0.019723560677076313,-0.7561139179561087,0.500356888176296,-3.9352299810896123,5.297381732850112,7.971349299642951,13.876021229339663,165.76,135.17999999999998,67.85000000000001,201.34,191.16,75.67,674.19,561.2099999999999,224.95000000000002
CeHoS3,0.0,133.42,90.07,184.4,3,3,-2,1.12,1.23,2.58,0.4896739130434782,0.7282608695652174,-1.46,-1.35,-2.32,-2.21,0.6293103448275862,0.6108597285067874,0.39691963533661934,Ce,Ho,S,-2.5303330600000007,-3.2008237100000025,-7.00838179000003,-2.5303331468620374,-1.1351101489664033,0.8145175879610062,0.0869328039854952,0.36363874046702527,-2.847077729734469,5.7005260616958715,6.258815168820546,11.769320157021456,204.28,27.71,74.72999999999999,257.54,111.73,84.92999999999999,118.67999999999999,256.24,273.21
RbCrCl3,1.0,172.2,80.17,180.61,1,2,-1,0.82,1.66,3.16,0.4419889502762431,0.9502762430939226,-2.3400000000000003,-1.5000000000000002,-2.62,-1.78,0.8931297709923665,0.8426966292134832,0.7654678421395714,Rb,Cr,Cl,-2.23129531,-4.38888821,-8.594666479999974,-0.6626547127478113,-4.388888360663078,0.019723560677076313,-0.5654554674099543,-1.078476583023451,-3.9352299810896123,4.153592876586776,7.228119012129165,13.876021229339663,231.42,142.45999999999998,67.85000000000001,324.0,198.93,75.67,240.09999999999997,43.95,224.95000000000002
PbLiF3,0.0,149.22,75.66,133.15,2,1,-1,2.33,0.98,3.98,0.5714285714285714,1.1203007518796992,-1.65,-3.0,-1.11,-2.46,1.4864864864864862,1.2195121951219512,0.673212965659128,Pb,Li,F,-3.4960777300000014,-2.8741409099999977,-11.111416699999976,-3.4960778500144083,-1.0207578250408813,1.1366816190203481,-0.8830451593257576,-0.7561139179561087,-4.336301480858267,6.576348032711487,5.297381732850112,19.391595983680425,103.96,165.76,40.44,140.49,201.34,37.4,56.76,674.19,143.19
CsEuCl3,1.0,188.28,116.27,180.61,1,2,-1,0.79,1.2,3.16,0.6464088397790054,1.0386740331491713,-2.37,-1.96,-2.65,-2.24,0.8943396226415095,0.8749999999999999,0.47426802803219315,Cs,Eu,Cl,-2.0859241200000014,-2.76744646,-8.594666479999974,-0.47924297645159664,-2.7674465550017393,0.019723560677076313,-0.5452966317296846,0.4802925635161391,-3.9352299810896123,3.8635765556284616,6.002313428086848,13.876021229339663,253.57,31.35,67.85000000000001,319.04,267.74,75.67,202.25,114.02,224.95000000000002
NaCdF3,0.0,139.25,95.14,133.15,1,2,-1,0.93,1.69,3.98,0.7142857142857142,1.045112781954887,-3.05,-2.29,-2.51,-1.75,1.2151394422310757,1.3085714285714285,0.38059704153015084,Na,Cd,F,-2.7445312200000007,-5.657022910000005,-11.111416699999976,-2.7445313142150973,-1.1571185497219154,1.1366816190203481,-0.7570217149871556,0.9482623915387753,-4.336301480858267,5.147636303709317,9.27193000127873,19.391595983680425,175.88,123.55,40.44,260.21000000000004,179.66,37.4,845.6800000000001,51.92,143.19
URhS3,1.0,1.025,67.29,184.4,3,3,-2,1.38,2.28,2.58,0.3614130434782608,0.5570652173913043,-1.2000000000000002,-0.3000000000000002,-2.06,-1.16,0.5825242718446603,0.2586206896551726,0.43266085091665424,U,Rh,S,-1.9952727799999994,-3.3722443599999976,-7.00838179000003,-1.9952728484943232,-3.3722444757634187,0.8145175879610062,0.546861732757815,-0.8612050155585504,-2.847077729734469,5.590257855882314,8.367325920243628,11.769320157021456,187.98000000000002,145.95,74.72999999999999,241.76,217.76999999999998,84.92999999999999,131.23,61.379999999999995,273.21
