Unnamed: 0,A,B,X,nA,nB,nX,chi_A,chi_B,chi_X,rA,rB,rX,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,rA_rB_ratio,rB_rX_ratio,rA_rX_ratio,chi_AX_ratio,chi_BX_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,t_sisso,t,tau,t_jess
DyInS3,Dy,In,S,3.0,3.0,-2.0,1.22,1.78,2.58,119.17,79.56,184.4,-1.36,-0.8,-2.22,-1.66,1.497863247863248,0.4314533622559653,0.6462581344902386,0.6126126126126127,0.4819277108433735,-3.164901719999999,-2.5178859200000034,-7.00838179000003,-1.1732693202763391,-2.517886006434747,0.8145175879610062,0.4711191951556382,-0.1678385307595446,-2.847077729734469,6.187951074411365,5.364511578154709,11.769320157021456,28.52,114.07,74.72999999999999,256.01,151.32,84.92999999999999,111.98,49.29,273.21,0.835215831773682,0.8132177082927811,4.439404603863204,1.0337389066676703
DyInSe3,Dy,In,Se,3.0,3.0,-2.0,1.22,1.78,2.55,119.17,79.56,198.14,-1.3299999999999998,-0.7699999999999998,-2.22,-1.66,1.497863247863248,0.4015342686988998,0.6014434238417281,0.5990990990990991,0.4638554216867468,-3.164901719999999,-2.5178859200000034,-6.510488250000024,-1.1732693202763391,-2.517886006434747,-0.2111875472497096,0.4711191951556382,-0.1678385307595446,-2.730814399751447,6.187951074411365,5.364511578154709,10.84576444731508,28.52,114.07,79.97,256.01,151.32,95.78,111.98,49.29,23.97,0.7879203639519751,0.8079676554844455,4.61210445303364,1.0435421725626297
HoBiSe3,Bi,Ho,Se,3.0,3.0,-2.0,2.02,1.23,2.55,138.01,90.07,198.14,-0.5299999999999998,-1.3199999999999998,-1.42,-2.21,1.532252692350394,0.4545775714141516,0.6965277076814373,0.3732394366197182,0.5972850678733032,-4.568780880000002,-3.2008237100000025,-6.510488250000024,-4.56878103683849,-1.1351101489664033,-0.2111875472497096,-1.6542288708495247,0.3636387404670252,-2.730814399751447,7.913870035627065,6.258815168820546,10.84576444731508,98.99,27.71,79.97,130.17,111.73,95.78,54.69,256.24,23.97,0.8410228422692274,0.8247269117769132,3.971670134641512,0.5153663208302913
ErBiSe3,Bi,Er,Se,3.0,3.0,-2.0,2.02,1.24,2.55,138.01,88.98,198.14,-0.5299999999999998,-1.3099999999999998,-1.42,-2.2,1.551022701730726,0.4490764106187545,0.6965277076814373,0.3732394366197182,0.5954545454545453,-4.568780880000002,-3.1956924299999976,-6.510488250000024,-4.56878103683849,-1.116046528311978,-0.2111875472497096,-1.6542288708495247,0.3640982624916961,-2.730814399751447,7.913870035627065,6.339470940626883,10.84576444731508,98.99,26.96,79.97,130.17,255.11,95.78,54.69,111.71,23.97,0.8178450002606776,0.8278578407746731,3.8281007272645367,0.5189131503834365
TmBiS3,Bi,Tm,S,3.0,3.0,-2.0,2.02,1.25,2.58,138.01,87.92,184.4,-0.56,-1.33,-1.42,-2.19,1.5697224749772518,0.4767895878524946,0.7484273318872017,0.3943661971830986,0.6073059360730594,-4.568780880000002,-3.153999099999999,-7.00838179000003,-4.56878103683849,-1.0724057668138651,0.8145175879610062,-1.6542288708495247,0.5222435779285232,-2.847077729734469,7.913870035627065,6.424661898518719,11.769320157021456,98.99,176.24,74.72999999999999,130.17,254.47,84.92999999999999,54.69,111.95,273.21,0.8318809878263778,0.837172707095168,3.5413168364228054,0.5436347601299979
TmBiSe3,Bi,Tm,Se,3.0,3.0,-2.0,2.02,1.25,2.55,138.01,87.92,198.14,-0.5299999999999998,-1.2999999999999998,-1.42,-2.19,1.5697224749772518,0.4437266579186434,0.6965277076814373,0.3732394366197182,0.593607305936073,-4.568780880000002,-3.153999099999999,-6.510488250000024,-4.56878103683849,-1.0724057668138651,-0.2111875472497096,-1.6542288708495247,0.5222435779285232,-2.730814399751447,7.913870035627065,6.424661898518719,10.84576444731508,98.99,176.24,79.97,130.17,254.47,95.78,54.69,111.95,23.97,0.8095055361498038,0.8309254815186469,3.6975952713636606,0.5224567748638642
LuBiS3,Bi,Lu,S,3.0,3.0,-2.0,2.02,1.27,2.58,138.01,85.75,184.4,-0.56,-1.31,-1.42,-2.17,1.6094460641399415,0.4650216919739696,0.7484273318872017,0.3943661971830986,0.6036866359447005,-4.568780880000002,-1.7533157500000005,-7.00838179000003,-4.56878103683849,-1.7533158101883548,0.8145175879610062,-1.6542288708495247,0.3090144625889975,-2.847077729734469,7.913870035627065,5.26002856955933,11.769320157021456,98.99,162.29,74.72999999999999,130.17,232.06,84.92999999999999,54.69,97.53,273.21,0.8050907085798702,0.8438973592306355,3.296348307906189,0.551286996525679
LuBiSe3,Bi,Lu,Se,3.0,3.0,-2.0,2.02,1.27,2.55,138.01,85.75,198.14,-0.5299999999999998,-1.2799999999999998,-1.42,-2.17,1.6094460641399415,0.4327748056929444,0.6965277076814373,0.3732394366197182,0.5898617511520736,-4.568780880000002,-1.7533157500000005,-6.510488250000024,-4.56878103683849,-1.7533158101883548,-0.2111875472497096,-1.6542288708495247,0.3090144625889975,-2.730814399751447,7.913870035627065,5.26002856955933,10.84576444731508,98.99,162.29,79.97,130.17,232.06,95.78,54.69,97.53,23.97,0.8344967601991204,0.837276914450048,3.456581544057792,0.5297932324543355
ScMnSe3,Mn,Sc,Se,3.0,3.0,-2.0,1.55,1.36,2.55,103.08,74.11,198.14,-0.9999999999999998,-1.1899999999999995,-1.89,-2.08,1.3909054108757253,0.3740284647219138,0.5202382154032502,0.529100529100529,0.5721153846153845,-4.411136790000002,-3.2357286599999986,-6.510488250000024,-0.936468712147378,-3.235728771077069,-0.2111875472497096,-1.152247272554489,0.2753302914535808,-2.730814399751447,7.312724883033412,6.884657007341072,10.84576444731508,40.830000000000005,165.06,79.97,205.42,217.74,95.78,137.51,58.09,23.97,0.7975389061528843,0.7823516663337932,6.319915905967648,0.7235300635695566
TlInS3,Tl,In,S,3.0,3.0,-2.0,1.62,1.78,2.58,121.38,79.56,184.4,-0.96,-0.8,-1.82,-1.66,1.5256410256410255,0.4314533622559653,0.6582429501084598,0.5274725274725275,0.4819277108433735,-2.36925177,-2.5178859200000034,-7.00838179000003,-2.3692518513323906,-2.517886006434747,0.8145175879610062,-0.1395649868243635,-0.1678385307595446,-2.847077729734469,5.166986943295928,5.364511578154709,11.769320157021456,109.74,114.07,74.72999999999999,154.46,151.32,84.92999999999999,59.04,49.29,273.21,0.8135290137169682,0.8191379610691656,4.15289004593814,0.8965509991482294
TlInSe3,Tl,In,Se,3.0,3.0,-2.0,1.62,1.78,2.55,121.38,79.56,198.14,-0.9299999999999996,-0.7699999999999998,-1.82,-1.66,1.5256410256410255,0.4015342686988998,0.6125971535278086,0.5109890109890108,0.4638554216867468,-2.36925177,-2.5178859200000034,-6.510488250000024,-2.3692518513323906,-2.517886006434747,-0.2111875472497096,-0.1395649868243635,-0.1678385307595446,-2.730814399751447,5.166986943295928,5.364511578154709,10.84576444731508,109.74,114.07,79.97,154.46,151.32,95.78,59.04,49.29,23.97,0.8051192562205187,0.8135949868595065,4.3255898951085765,0.8962665482472569
TiRhSe3,Rh,Ti,Se,3.0,3.0,-2.0,2.28,1.54,2.55,83.0,67.32,198.14,-0.27,-1.0099999999999998,-1.16,-1.9,1.2329174093879978,0.3397597658221459,0.4188957302917129,0.2327586206896551,0.5315789473684209,-3.3722443599999976,-4.219539480000003,-6.510488250000024,-3.3722444757634187,-4.219539624849625,-0.2111875472497096,-0.8612050155585504,-0.3138992857783973,-2.730814399751447,8.367325920243628,7.119307230391988,10.84576444731508,145.95,154.67,79.97,217.77,206.03,95.78,61.38,51.94,23.97,0.8155268678795953,0.7488755414255759,11.608243293306383,0.3279047053186416
RuRhSe3,Rh,Ru,Se,3.0,3.0,-2.0,2.28,2.2,2.55,83.0,67.65,198.14,-0.27,-0.3499999999999996,-1.16,-1.2399999999999998,1.2269031781226902,0.3414252548702938,0.4188957302917129,0.2327586206896551,0.2822580645161288,-3.3722443599999976,-3.652617989999997,-6.510488250000024,-3.3722444757634187,-3.6526181153881687,-0.2111875472497096,-0.8612050155585504,-1.199648388181199,-2.730814399751447,8.367325920243628,7.647563452523535,10.84576444731508,145.95,148.4,79.97,217.77,212.11,95.78,61.38,64.80999999999999,23.97,0.8237478312700829,0.7479457512578855,11.928072198570083,0.6167789101505918
GaRhS3,Rh,Ga,S,3.0,3.0,-2.0,2.28,1.81,2.58,83.0,62.02,184.4,-0.3000000000000002,-0.77,-1.16,-1.63,1.3382779748468236,0.3363340563991323,0.4501084598698481,0.2586206896551726,0.4723926380368098,-3.3722443599999976,-2.578899599999997,-7.00838179000003,-3.3722444757634187,-2.578899688529241,0.8145175879610062,-0.8612050155585504,-0.243516502355647,-2.847077729734469,8.367325920243628,5.688972625290866,11.769320157021456,145.95,100.27,74.72999999999999,217.77,134.39,84.92999999999999,61.38,28.23,273.21,0.7402019732908256,0.7673112149166681,7.751747121545092,0.4200796955824574
GaRhSe3,Rh,Ga,Se,3.0,3.0,-2.0,2.28,1.81,2.55,83.0,62.02,198.14,-0.27,-0.7399999999999998,-1.16,-1.63,1.3382779748468236,0.3130110023215908,0.4188957302917129,0.2327586206896551,0.4539877300613495,-3.3722443599999976,-2.578899599999997,-6.510488250000024,-3.3722444757634187,-2.578899688529241,-0.2111875472497096,-0.8612050155585504,-0.243516502355647,-2.730814399751447,8.367325920243628,5.688972625290866,10.84576444731508,145.95,100.27,79.97,217.77,134.39,95.78,61.38,28.23,23.97,0.6800288852281826,0.7641316929075699,7.97328855979082,0.391768823449
AlRhS3,Rh,Al,S,3.0,3.0,-2.0,2.28,1.61,2.58,83.0,53.73,184.4,-0.3000000000000002,-0.97,-1.16,-1.83,1.5447608412432534,0.2913774403470716,0.4501084598698481,0.2586206896551726,0.5300546448087432,-3.3722443599999976,-2.712046639999999,-7.00838179000003,-3.3722444757634187,-2.7120467330999567,0.8145175879610062,-0.8612050155585504,-0.3481498809512196,-2.847077729734469,8.367325920243628,5.763264318842405,11.769320157021456,145.95,110.43,74.72999999999999,217.77,139.64,84.92999999999999,61.38,999.99,273.21,0.7937866576727239,0.7940235567957223,5.088704474677347,0.387414622005734
AlRhSe3,Rh,Al,Se,3.0,3.0,-2.0,2.28,1.61,2.55,83.0,53.73,198.14,-0.27,-0.9399999999999996,-1.16,-1.83,1.5447608412432534,0.2711718986575149,0.4188957302917129,0.2327586206896551,0.5136612021857923,-3.3722443599999976,-2.712046639999999,-6.510488250000024,-3.3722444757634187,-2.7120467330999567,-0.2111875472497096,-0.8612050155585504,-0.3481498809512196,-2.730814399751447,8.367325920243628,5.763264318842405,10.84576444731508,145.95,110.43,79.97,217.77,139.64,95.78,61.38,999.99,23.97,0.7802596777651639,0.7892821742439884,5.344427534420507,0.3576525332849915
FeRhS3,Rh,Fe,S,3.0,3.0,-2.0,2.28,1.83,2.58,83.0,64.62,184.4,-0.3000000000000002,-0.75,-1.16,-1.61,1.284432064376354,0.3504338394793926,0.4501084598698481,0.2586206896551726,0.4658385093167702,-3.3722443599999976,-4.431945739999999,-7.00838179000003,-3.3722444757634187,-0.812293287884647,0.8145175879610062,-0.8612050155585504,-1.3037382507616442,-2.847077729734469,8.367325920243628,7.470426106445764,11.769320157021456,145.95,133.01,74.72999999999999,217.77,193.65,84.92999999999999,61.38,38.15,273.21,0.8094685861753956,0.7592997734309106,9.247292983107457,0.4215422880081954
FeRhSe3,Rh,Fe,Se,3.0,3.0,-2.0,2.28,1.83,2.55,83.0,64.62,198.14,-0.27,-0.7199999999999998,-1.16,-1.61,1.284432064376354,0.3261330372463915,0.4188957302917129,0.2327586206896551,0.4472049689440993,-3.3722443599999976,-4.431945739999999,-6.510488250000024,-3.3722444757634187,-0.812293287884647,-0.2111875472497096,-0.8612050155585504,-1.3037382507616442,-2.730814399751447,8.367325920243628,7.470426106445764,10.84576444731508,145.95,133.01,79.97,217.77,193.65,95.78,61.38,38.15,23.97,0.7473400018018332,0.7565706394688436,9.45992065255964,0.3937754513614779
CrRhS3,Rh,Cr,S,3.0,3.0,-2.0,2.28,1.66,2.58,83.0,61.87,184.4,-0.3000000000000002,-0.9200000000000002,-1.16,-1.78,1.3415225472765475,0.3355206073752711,0.4501084598698481,0.2586206896551726,0.5168539325842697,-3.3722443599999976,-4.38888821,-7.00838179000003,-3.3722444757634187,-4.388888360663078,0.8145175879610062,-0.8612050155585504,-1.078476583023451,-2.847077729734469,8.367325920243628,7.228119012129165,11.769320157021456,145.95,142.45999999999998,74.72999999999999,217.77,198.93,84.92999999999999,61.38,43.95,273.21,0.7361535711136975,0.7677785746528824,7.678524673890056,0.3841770604053968
CrRhSe3,Rh,Cr,Se,3.0,3.0,-2.0,2.28,1.66,2.55,83.0,61.87,198.14,-0.27,-0.8899999999999999,-1.16,-1.78,1.3415225472765475,0.31225396184516,0.4188957302917129,0.2327586206896551,0.4999999999999999,-3.3722443599999976,-4.38888821,-6.510488250000024,-3.3722444757634187,-4.388888360663078,-0.2111875472497096,-0.8612050155585504,-1.078476583023451,-2.730814399751447,8.367325920243628,7.228119012129165,10.84576444731508,145.95,142.45999999999998,79.97,217.77,198.93,95.78,61.38,43.95,23.97,0.6760933001459155,0.7645725211600837,7.9006032256922225,0.3559216908848666
TbInS3,Tb,In,S,3.0,3.0,-2.0,1.1,1.78,2.58,120.11,79.56,184.4,-1.48,-0.8,-2.34,-1.66,1.5096782302664655,0.4314533622559653,0.651355748373102,0.6324786324786326,0.4819277108433735,-3.0839381900000022,-2.5178859200000034,-7.00838179000003,-1.3025399247139844,-2.517886006434747,0.8145175879610062,0.4848213986217848,-0.1678385307595446,-2.847077729734469,6.119534423052706,5.364511578154709,11.769320157021456,29.39,114.07,74.72999999999999,257.89,151.32,84.92999999999999,112.45,49.29,273.21,0.8260189395449404,0.8157358248583021,4.3133115449657655,1.070566118863182
TbInSe3,Tb,In,Se,3.0,3.0,-2.0,1.1,1.78,2.55,120.11,79.56,198.14,-1.4499999999999995,-0.7699999999999998,-2.34,-1.66,1.5096782302664655,0.4015342686988998,0.6061875441606945,0.6196581196581196,0.4638554216867468,-3.0839381900000022,-2.5178859200000034,-6.510488250000024,-1.3025399247139844,-2.517886006434747,-0.2111875472497096,0.4848213986217848,-0.1678385307595446,-2.730814399751447,6.119534423052706,5.364511578154709,10.84576444731508,29.39,114.07,79.97,257.89,151.32,95.78,112.45,49.29,23.97,0.7953323808883624,0.8103611810466886,4.486011394136202,1.0825504288929848
CoNiSe3,Ni,Co,Se,2.0,4.0,-2.0,1.91,1.88,2.55,86.79,53.52,198.14,-0.6399999999999999,-0.6699999999999999,-1.53,-1.56,1.6216367713004485,0.2701120419905118,0.4380236196628647,0.4183006535947711,0.4294871794871794,-4.439555410000002,-4.433222810000001,-6.510488250000024,-4.4395555624023935,0.1435549649279978,-0.2111875472497096,-1.3513871613897686,-1.3590473276566433,-2.730814399751447,7.898771670150475,7.672566418386976,10.84576444731508,125.17,128.78,79.97,156.73999999999998,161.4,95.78,33.809999999999995,35.82,23.97,0.8374183448941587,0.8005898540818739,6.410963609142414,0.7797374990882283
CrNiS3,Ni,Cr,S,2.0,4.0,-2.0,1.91,1.66,2.58,86.79,54.9,184.4,-0.6700000000000002,-0.9200000000000002,-1.53,-1.78,1.580874316939891,0.2977223427331887,0.4706616052060737,0.4379084967320262,0.5168539325842697,-4.439555410000002,-4.38888821,-7.00838179000003,-4.4395555624023935,-4.388888360663078,0.8145175879610062,-1.3513871613897686,-1.078476583023451,-2.847077729734469,7.898771670150475,7.228119012129165,11.769320157021456,125.17,142.45999999999998,74.72999999999999,156.73999999999998,198.93,84.92999999999999,33.809999999999995,43.95,273.21,0.8243776010998357,0.8013404556254761,6.262546268652585,0.6789419063504851
CrNiSe3,Ni,Cr,Se,2.0,4.0,-2.0,1.91,1.66,2.55,86.79,54.9,198.14,-0.6399999999999999,-0.8899999999999999,-1.53,-1.78,1.580874316939891,0.2770768143736752,0.4380236196628647,0.4183006535947711,0.4999999999999999,-4.439555410000002,-4.38888821,-6.510488250000024,-4.4395555624023935,-4.388888360663078,-0.2111875472497096,-1.3513871613897686,-1.078476583023451,-2.730814399751447,7.898771670150475,7.228119012129165,10.84576444731508,125.17,142.45999999999998,79.97,156.73999999999998,198.93,95.78,33.809999999999995,43.95,23.97,0.8119604121986468,0.7962236906348578,6.512819492696301,0.6661217804004038
AlGaS3,Ga,Al,S,3.0,3.0,-2.0,1.81,1.61,2.58,75.41,53.73,184.4,-0.77,-0.97,-1.63,-1.83,1.403498976363298,0.2913774403470716,0.4089479392624728,0.4723926380368098,0.5300546448087432,-2.578899599999997,-2.712046639999999,-7.00838179000003,-2.578899688529241,-2.7120467330999567,0.8145175879610062,-0.243516502355647,-0.3481498809512196,-2.847077729734469,5.688972625290866,5.763264318842405,11.769320157021456,100.27,110.43,74.72999999999999,134.39,139.64,84.92999999999999,28.23,999.99,273.21,0.6795245207275792,0.7714856405800173,6.853477945444114,0.6875595573596247
AlGaSe3,Ga,Al,Se,3.0,3.0,-2.0,1.81,1.61,2.55,75.41,53.73,198.14,-0.7399999999999998,-0.9399999999999996,-1.63,-1.83,1.403498976363298,0.2711718986575149,0.3805894821843141,0.4539877300613495,0.5136612021857923,-2.578899599999997,-2.712046639999999,-6.510488250000024,-2.578899688529241,-2.7120467330999567,-0.2111875472497096,-0.243516502355647,-0.3481498809512196,-2.730814399751447,5.688972625290866,5.763264318842405,10.84576444731508,100.27,110.43,79.97,134.39,139.64,95.78,28.23,999.99,23.97,0.664430109633316,0.7679737453384186,7.109201005187274,0.6787560670521383
GaFeSe3,Ga,Fe,Se,3.0,3.0,-2.0,1.81,1.83,2.55,75.41,64.62,198.14,-0.7399999999999998,-0.7199999999999998,-1.63,-1.61,1.166976168368926,0.3261330372463915,0.3805894821843141,0.4539877300613495,0.4472049689440993,-2.578899599999997,-4.431945739999999,-6.510488250000024,-2.578899688529241,-0.812293287884647,-0.2111875472497096,-0.243516502355647,-1.3037382507616442,-2.730814399751447,5.688972625290866,7.470426106445764,10.84576444731508,100.27,133.01,79.97,134.39,193.65,95.78,28.23,38.15,23.97,0.82331186483407,0.7361453312467174,16.738301355483294,0.7473104530055719
CrGaS3,Ga,Cr,S,3.0,3.0,-2.0,1.81,1.66,2.58,75.41,61.87,184.4,-0.77,-0.9200000000000002,-1.63,-1.78,1.2188459673508971,0.3355206073752711,0.4089479392624728,0.4723926380368098,0.5168539325842697,-2.578899599999997,-4.38888821,-7.00838179000003,-2.578899688529241,-4.388888360663078,0.8145175879610062,-0.243516502355647,-1.078476583023451,-2.847077729734469,5.688972625290866,7.228119012129165,11.769320157021456,100.27,142.45999999999998,74.72999999999999,134.39,198.93,84.92999999999999,28.23,43.95,273.21,0.8136928653326376,0.7459856076311346,12.45671916004046,0.6818137328749221
CrGaSe3,Ga,Cr,Se,3.0,3.0,-2.0,1.81,1.66,2.55,75.41,61.87,198.14,-0.7399999999999998,-0.8899999999999999,-1.63,-1.78,1.2188459673508971,0.31225396184516,0.3805894821843141,0.4539877300613495,0.4999999999999999,-2.578899599999997,-4.38888821,-6.510488250000024,-2.578899688529241,-4.388888360663078,-0.2111875472497096,-0.243516502355647,-1.078476583023451,-2.730814399751447,5.688972625290866,7.228119012129165,10.84576444731508,100.27,142.45999999999998,79.97,134.39,198.93,95.78,28.23,43.95,23.97,0.7520651631781523,0.7439311843328621,12.678797711842629,0.6754712593942551
MnGaSe3,Ga,Mn,Se,3.0,3.0,-2.0,1.81,1.55,2.55,75.41,64.5,198.14,-0.7399999999999998,-0.9999999999999998,-1.63,-1.89,1.1691472868217054,0.3255274048652468,0.3805894821843141,0.4539877300613495,0.529100529100529,-2.578899599999997,-4.411136790000002,-6.510488250000024,-2.578899688529241,-0.936468712147378,-0.2111875472497096,-0.243516502355647,-1.152247272554489,-2.730814399751447,5.688972625290866,7.312724883033412,10.84576444731508,100.27,40.830000000000005,79.97,134.39,205.42,95.78,28.23,137.51,23.97,0.8202418634771553,0.7364816754431446,16.51602246784662,0.6319283872851423
CrFeS3,Fe,Cr,S,3.0,3.0,-2.0,1.83,1.66,2.58,77.76,61.87,184.4,-0.75,-0.9200000000000002,-1.61,-1.78,1.2568288346533054,0.3355206073752711,0.4216919739696312,0.4658385093167702,0.5168539325842697,-4.431945739999999,-4.38888821,-7.00838179000003,-0.812293287884647,-4.388888360663078,0.8145175879610062,-1.3037382507616442,-1.078476583023451,-2.847077729734469,7.470426106445764,7.228119012129165,11.769320157021456,133.01,142.45999999999998,74.72999999999999,193.65,198.93,84.92999999999999,38.15,43.95,273.21,0.7891544335447646,0.7527331007142846,10.474854818613665,0.6784355181296042
CrFeSe3,Fe,Cr,Se,3.0,3.0,-2.0,1.83,1.66,2.55,77.76,61.87,198.14,-0.7199999999999998,-0.8899999999999999,-1.61,-1.78,1.2568288346533054,0.31225396184516,0.3924497829817301,0.4472049689440993,0.4999999999999999,-4.431945739999999,-4.38888821,-6.510488250000024,-0.812293287884647,-4.388888360663078,-0.2111875472497096,-1.3037382507616442,-1.078476583023451,-2.730814399751447,7.470426106445764,7.228119012129165,10.84576444731508,133.01,142.45999999999998,79.97,193.65,198.93,95.78,38.15,43.95,23.97,0.7279220837050937,0.7503221120725158,10.696933370415833,0.6710955536549208
MnFeSe3,Fe,Mn,Se,3.0,3.0,-2.0,1.83,1.55,2.55,77.76,64.5,198.14,-0.7199999999999998,-0.9999999999999998,-1.61,-1.89,1.2055813953488372,0.3255274048652468,0.3924497829817301,0.4472049689440993,0.529100529100529,-4.431945739999999,-4.411136790000002,-6.510488250000024,-0.812293287884647,-0.936468712147378,-0.2111875472497096,-1.3037382507616442,-1.152247272554489,-2.730814399751447,7.470426106445764,7.312724883033412,10.84576444731508,133.01,40.830000000000005,79.97,193.65,205.42,95.78,38.15,137.51,23.97,0.7960987840040967,0.7428086063051128,13.416753601226732,0.6278347524596257
MnInS3,In,Mn,S,3.0,3.0,-2.0,1.78,1.55,2.58,92.25,64.5,184.4,-0.8,-1.03,-1.66,-1.89,1.430232558139535,0.3497830802603037,0.5002711496746204,0.4819277108433735,0.544973544973545,-2.5178859200000034,-4.411136790000002,-7.00838179000003,-2.517886006434747,-0.936468712147378,0.8145175879610062,-0.1678385307595446,-1.152247272554489,-2.847077729734469,5.364511578154709,7.312724883033412,11.769320157021456,114.07,40.830000000000005,74.72999999999999,151.32,205.42,84.92999999999999,49.29,137.51,273.21,0.7329047362344103,0.7859444908869345,5.8495612117028095,0.695021681027632
MnInSe3,In,Mn,Se,3.0,3.0,-2.0,1.78,1.55,2.55,92.25,64.5,198.14,-0.7699999999999998,-0.9999999999999998,-1.66,-1.89,1.430232558139535,0.3255274048652468,0.465579893004946,0.4638554216867468,0.529100529100529,-2.5178859200000034,-4.411136790000002,-6.510488250000024,-2.517886006434747,-0.936468712147378,-0.2111875472497096,-0.1678385307595446,-1.152247272554489,-2.730814399751447,5.364511578154709,7.312724883033412,10.84576444731508,114.07,40.830000000000005,79.97,151.32,205.42,95.78,49.29,137.51,23.97,0.722495695728992,0.781820192768908,6.062584467516762,0.6854114015280672
