# FEAT_ID     Score                   Feature Expression
1529          137.015972070250598     (((log_rA_rB_ratio + rB_rX_ratio) - (rB_rX_ratio / log_rA_rB_ratio)) / ((chi_AX_ratio^2) * (log_rA_rB_ratio * nB)))
1530          137.016982552378892     (((chi_BX_ratio - log_rA_rB_ratio) / (chi_BX_ratio + log_rA_rB_ratio)) * ((chi_AX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1531          137.017232251048        (((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)) * ((chi_AX_ratio - log_rA_rB_ratio) / (chi_AX_ratio + nB)))
1532          137.018098573831196     (((chi_BX_ratio * rB_rX_ratio) / (rB_rX_ratio - nB)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1533          137.020933463913366     (((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio / nB)) - ((chi_AX_ratio + log_rA_rB_ratio) / (log_rA_rB_ratio * nB)))
1534          137.020945265262583     (((chi_BX_ratio - log_rA_rB_ratio) * (chi_AX_ratio + rB_rX_ratio)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1535          137.021851931386948     (((chi_BX_ratio * chi_AX_ratio) - (chi_BX_ratio * log_rA_rB_ratio)) - (chi_AX_ratio / (log_rA_rB_ratio * nB)))
1536          137.022154405890319     (((chi_BX_ratio + chi_AX_ratio) / (log_rA_rB_ratio * nB)) - ((chi_BX_ratio^2) - (1.0 / rB_rX_ratio)))
1537          137.022495551931797     (((chi_BX_ratio + rB_rX_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) - ((chi_BX_ratio + rB_rX_ratio) / (log_rA_rB_ratio * nB)))
1538          137.022542877048494     (((chi_BX_ratio - rB_rX_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1539          137.022875547008198     (((chi_BX_ratio / nB) + (chi_AX_ratio - log_rA_rB_ratio)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1540          137.023010875758985     (((chi_BX_ratio^2) * (rB_rX_ratio / nB)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1541          137.023199802938649     (((chi_BX_ratio - log_rA_rB_ratio) / (log_rA_rB_ratio * nB)) - ((chi_BX_ratio^2) - log_rA_rB_ratio))
1542          137.024581696108925     (((chi_BX_ratio * chi_AX_ratio) - (chi_AX_ratio / log_rA_rB_ratio)) - ((chi_AX_ratio * log_rA_rB_ratio) + (log_rA_rB_ratio / chi_AX_ratio)))
1543          137.024833041451927     (((chi_BX_ratio + chi_AX_ratio) * (rB_rX_ratio^2)) + ((rB_rX_ratio / log_rA_rB_ratio) / (rB_rX_ratio - nB)))
1544          137.024918021567373     (((chi_BX_ratio + chi_AX_ratio) * (chi_BX_ratio - log_rA_rB_ratio)) - ((chi_BX_ratio + rB_rX_ratio) / (log_rA_rB_ratio * nB)))
1545          137.025033883328206     (((chi_BX_ratio - rB_rX_ratio) * (chi_BX_ratio / nB)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1546          137.0250403101507       (((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio * nB)) / ((rB_rX_ratio + nB) * chi_AX_ratio))
1547          137.025507405310123     (((chi_BX_ratio^2) - (1.0 / rB_rX_ratio)) + ((chi_AX_ratio / log_rA_rB_ratio) / (rB_rX_ratio - nB)))
1548          137.02595856584341      (((chi_AX_ratio * rB_rX_ratio) / (log_rA_rB_ratio * nB)) - ((chi_AX_ratio * rB_rX_ratio) + rB_rX_ratio))
1549          137.025996144962107     (((chi_BX_ratio - log_rA_rB_ratio) + (rB_rX_ratio^2)) * ((chi_AX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1550          137.026588819726783     (((chi_BX_ratio - log_rA_rB_ratio) + (chi_AX_ratio * rB_rX_ratio)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1551          137.026742959528121     (((rB_rX_ratio / log_rA_rB_ratio) + log_rA_rB_ratio) / ((chi_AX_ratio + rB_rX_ratio) - (chi_AX_ratio / nB)))
1552          137.027080543367276     (((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio * rB_rX_ratio)) - ((chi_AX_ratio + log_rA_rB_ratio) / (log_rA_rB_ratio * nB)))
1553          137.027116930147429     (((chi_BX_ratio + chi_AX_ratio) - (log_rA_rB_ratio / rB_rX_ratio)) - ((chi_AX_ratio + nB) / (log_rA_rB_ratio * nB)))
1554          137.027125796208509     (((chi_BX_ratio - log_rA_rB_ratio) * (chi_AX_ratio * nB)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1555          137.027134486333523     (((chi_BX_ratio * chi_AX_ratio) - (log_rA_rB_ratio - rB_rX_ratio)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1556          137.027343133159718     (((chi_BX_ratio^2) - (log_rA_rB_ratio * rB_rX_ratio)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1557          137.027853237759871     (((chi_BX_ratio / log_rA_rB_ratio) / (chi_BX_ratio + log_rA_rB_ratio)) + ((chi_AX_ratio - log_rA_rB_ratio) * (log_rA_rB_ratio - nB)))
1558          137.027961495413876     (((chi_BX_ratio * rB_rX_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) - (chi_AX_ratio / (log_rA_rB_ratio * nB)))
1559          137.028280157648851     (((chi_AX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) / ((chi_BX_ratio - nB) * (log_rA_rB_ratio - nB)))
1560          137.028801506735192     (((chi_BX_ratio * rB_rX_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) * ((chi_AX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1561          137.028850767994726     (((chi_BX_ratio - log_rA_rB_ratio) * (chi_AX_ratio + nB)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1562          137.028863616876322     (((chi_AX_ratio + log_rA_rB_ratio) / (log_rA_rB_ratio * nB)) - ((chi_AX_ratio * nB) - (log_rA_rB_ratio + nB)))
1563          137.029266410225262     (((log_rA_rB_ratio / rB_rX_ratio) + (1.0 / nB)) * ((1.0 / log_rA_rB_ratio) + (rB_rX_ratio^2)))
1564          137.029389184762749     (((chi_BX_ratio / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)) + ((chi_BX_ratio - log_rA_rB_ratio) - (1.0 / chi_AX_ratio)))
1565          137.029415558187452     (((chi_AX_ratio - log_rA_rB_ratio) + (rB_rX_ratio / nB)) * ((1.0 / log_rA_rB_ratio) - (log_rA_rB_ratio + nB)))
1566          137.029591597963332     (((chi_BX_ratio * rB_rX_ratio) * (chi_AX_ratio^2)) - (chi_AX_ratio / (log_rA_rB_ratio * nB)))
1567          137.030256192175671     (((chi_BX_ratio - chi_AX_ratio) + (chi_AX_ratio / log_rA_rB_ratio)) - ((chi_BX_ratio - log_rA_rB_ratio) * (chi_BX_ratio * nB)))
1568          137.030654069445433     (((chi_BX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)) / ((chi_BX_ratio * nB) + (chi_AX_ratio + log_rA_rB_ratio)))
1569          137.030669712540089     (((chi_BX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio + rB_rX_ratio)) - ((chi_BX_ratio * rB_rX_ratio) * (chi_AX_ratio + nB)))
1570          137.030724955958817     (((chi_BX_ratio * rB_rX_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1571          137.030979801183207     (((chi_AX_ratio - log_rA_rB_ratio) - (1.0 / rB_rX_ratio)) - ((chi_AX_ratio + rB_rX_ratio) / (log_rA_rB_ratio * nB)))
1572          137.032009983255534     (((chi_BX_ratio / chi_AX_ratio) - (chi_BX_ratio - log_rA_rB_ratio)) + (rB_rX_ratio / (log_rA_rB_ratio * nB)))
1573          137.032392852506632     (((chi_AX_ratio / log_rA_rB_ratio) / (chi_BX_ratio + nB)) - (chi_AX_ratio - log_rA_rB_ratio))
1574          137.032756532193389     (((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio^2)) * ((chi_AX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1575          137.03287443453317      (((chi_BX_ratio / log_rA_rB_ratio) + (rB_rX_ratio / chi_AX_ratio)) - ((chi_BX_ratio - log_rA_rB_ratio) * (chi_BX_ratio * nB)))
1576          137.033040767009766     (((chi_BX_ratio / log_rA_rB_ratio) / nB) - ((chi_BX_ratio * log_rA_rB_ratio) - (1.0 / rB_rX_ratio)))
1577          137.033163406676408     (((chi_BX_ratio + rB_rX_ratio) * (chi_AX_ratio / nB)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1578          137.033201106922803     (((chi_BX_ratio / log_rA_rB_ratio) / (nB^2)) + ((rB_rX_ratio / chi_AX_ratio) + (1.0 / rB_rX_ratio)))
1579          137.033469089487994     (((chi_AX_ratio * nB) - (1.0 / log_rA_rB_ratio)) * ((log_rA_rB_ratio - rB_rX_ratio) - chi_BX_ratio))
1580          137.03352904448667      (((chi_AX_ratio / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)) + ((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio^2)))
1581          137.033767589515548     (((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)) * ((chi_AX_ratio - log_rA_rB_ratio) * (rB_rX_ratio / chi_AX_ratio)))
1582          137.034485381742513     (((chi_BX_ratio^2)^2) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1583          137.034639675646247     (((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio * nB)) / ((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio * nB)))
1584          137.034768102373903     (((chi_AX_ratio / log_rA_rB_ratio) - (log_rA_rB_ratio + rB_rX_ratio)) - ((chi_AX_ratio - log_rA_rB_ratio) * (log_rA_rB_ratio + nB)))
1585          137.034824318815538     (((chi_BX_ratio * chi_AX_ratio) * (chi_BX_ratio^2)) - ((chi_BX_ratio^2) / (log_rA_rB_ratio * nB)))
1586          137.035409193856481     (((log_rA_rB_ratio / rB_rX_ratio) / (chi_AX_ratio + rB_rX_ratio)) + ((rB_rX_ratio + nB) / (log_rA_rB_ratio * nB)))
1587          137.035607279165049     (((chi_BX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / chi_BX_ratio)) / ((chi_BX_ratio + rB_rX_ratio) - (chi_BX_ratio / nB)))
1588          137.037270132385743     (((chi_BX_ratio * chi_AX_ratio) - (log_rA_rB_ratio - rB_rX_ratio)) - (chi_AX_ratio / (log_rA_rB_ratio * nB)))
1589          137.037534891299686     (((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio + rB_rX_ratio)) - ((chi_AX_ratio + log_rA_rB_ratio) / (log_rA_rB_ratio * nB)))
1590          137.037691758215033     (((chi_BX_ratio + rB_rX_ratio) - (chi_AX_ratio / log_rA_rB_ratio)) - ((log_rA_rB_ratio^2) / (chi_AX_ratio^2)))
1591          137.037749083804329     (((chi_BX_ratio^2) - (chi_AX_ratio / log_rA_rB_ratio)) - ((chi_BX_ratio - nB) * (chi_AX_ratio - log_rA_rB_ratio)))
1592          137.038371236567343     (((chi_BX_ratio + nB) * (chi_AX_ratio - log_rA_rB_ratio)) - ((chi_AX_ratio / log_rA_rB_ratio) - (log_rA_rB_ratio - rB_rX_ratio)))
1593          137.038413569424648     (((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio + rB_rX_ratio)) - (chi_AX_ratio / (log_rA_rB_ratio * nB)))
1594          137.038980453408385     (((chi_BX_ratio / log_rA_rB_ratio) + (nB / rB_rX_ratio)) / ((chi_BX_ratio^2) - (chi_BX_ratio - nB)))
1595          137.039485866443073     (((rB_rX_ratio / log_rA_rB_ratio) - (rB_rX_ratio + nB)) / ((log_rA_rB_ratio - nB) + (nB / rB_rX_ratio)))
1596          137.039623446447706     (((1.0 / log_rA_rB_ratio) + (nB / rB_rX_ratio)) / ((rB_rX_ratio^2) - (rB_rX_ratio + nB)))
1597          137.039624662123572     (((chi_BX_ratio + nB) - (chi_AX_ratio / log_rA_rB_ratio)) * ((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio - rB_rX_ratio)))
1598          137.04042593232532      (((chi_AX_ratio - log_rA_rB_ratio) / (log_rA_rB_ratio * nB)) - ((chi_AX_ratio^2) - (log_rA_rB_ratio - rB_rX_ratio)))
1599          137.040554150520165     (((chi_BX_ratio * chi_AX_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) - ((chi_AX_ratio + log_rA_rB_ratio) / (log_rA_rB_ratio * nB)))
1600          137.04089184265564      (((chi_BX_ratio * nB) - (log_rA_rB_ratio / rB_rX_ratio)) / ((chi_BX_ratio - rB_rX_ratio) - (1.0 / log_rA_rB_ratio)))
1601          137.041031558232788     (((chi_BX_ratio - log_rA_rB_ratio) + (chi_AX_ratio + rB_rX_ratio)) - ((chi_BX_ratio - log_rA_rB_ratio) / (log_rA_rB_ratio * nB)))
1602          137.041055915284915     (((log_rA_rB_ratio - rB_rX_ratio) / chi_BX_ratio) + ((rB_rX_ratio / nB) / (chi_AX_ratio * log_rA_rB_ratio)))
1603          137.041582148543569     (((chi_BX_ratio - log_rA_rB_ratio) * (log_rA_rB_ratio * nB)) - ((chi_AX_ratio / log_rA_rB_ratio) - (chi_AX_ratio + rB_rX_ratio)))
1604          137.042076511652454     (((log_rA_rB_ratio / chi_BX_ratio) / (log_rA_rB_ratio - nB)) - ((log_rA_rB_ratio / chi_AX_ratio) + (1.0 / log_rA_rB_ratio)))
1605          137.04357679912988      (((chi_BX_ratio / log_rA_rB_ratio) - chi_AX_ratio) - ((chi_BX_ratio - log_rA_rB_ratio) * (chi_BX_ratio * nB)))
1606          137.043606406133279     (((log_rA_rB_ratio / chi_AX_ratio) - rB_rX_ratio) - ((nB / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)))
1607          137.043758305897967     (((log_rA_rB_ratio / chi_AX_ratio) + (1.0 / log_rA_rB_ratio)) + ((log_rA_rB_ratio / nB) / rB_rX_ratio))
1608          137.043928265915042     (((log_rA_rB_ratio / chi_AX_ratio) - (log_rA_rB_ratio * rB_rX_ratio)) + ((rB_rX_ratio / log_rA_rB_ratio) / (log_rA_rB_ratio + nB)))
1609          137.043989172665647     (((chi_BX_ratio * chi_AX_ratio) * (chi_BX_ratio - rB_rX_ratio)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1610          137.044002882645373     (((chi_BX_ratio^2) * chi_AX_ratio) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1611          137.044763200495851     (((chi_AX_ratio^2) * (chi_AX_ratio - nB)) + ((1.0 / log_rA_rB_ratio) + (log_rA_rB_ratio * nB)))
1612          137.045508260211477     (((chi_BX_ratio + log_rA_rB_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) * ((1.0 / log_rA_rB_ratio) - (rB_rX_ratio + nB)))
1613          137.045541143604282     (((log_rA_rB_ratio / chi_AX_ratio) - (log_rA_rB_ratio + rB_rX_ratio)) + ((log_rA_rB_ratio + rB_rX_ratio) / (log_rA_rB_ratio * nB)))
1614          137.046053467552412     (((chi_BX_ratio * rB_rX_ratio) * (rB_rX_ratio^2)) * ((1.0 / log_rA_rB_ratio) - (rB_rX_ratio + nB)))
1615          137.046797347734241     (((chi_BX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)) / ((chi_BX_ratio * nB) + (chi_AX_ratio + rB_rX_ratio)))
1616          137.047078469970472     (((chi_BX_ratio^2) * (chi_AX_ratio - rB_rX_ratio)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1617          137.047282907320721     (((chi_BX_ratio / log_rA_rB_ratio) + (1.0 / rB_rX_ratio)) + ((chi_BX_ratio^2) * (rB_rX_ratio - nB)))
1618          137.047973746943853     (((chi_BX_ratio - log_rA_rB_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) + ((nB / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)))
1619          137.048247697463239     (((log_rA_rB_ratio / chi_AX_ratio) * (rB_rX_ratio - nB)) - ((1.0 / log_rA_rB_ratio) + (log_rA_rB_ratio - nB)))
1620          137.048310809978801     (((chi_BX_ratio * log_rA_rB_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) * ((1.0 / log_rA_rB_ratio) - (rB_rX_ratio + nB)))
1621          137.048463667159865     (((chi_BX_ratio + rB_rX_ratio) - (chi_AX_ratio / log_rA_rB_ratio)) + ((nB / chi_AX_ratio) / (log_rA_rB_ratio - nB)))
1622          137.048608008699034     (((chi_BX_ratio^2) / (log_rA_rB_ratio * nB)) - ((chi_BX_ratio^2) - (1.0 / rB_rX_ratio)))
1623          137.048658865343157     (((chi_BX_ratio * chi_AX_ratio) - (log_rA_rB_ratio / nB)) * ((chi_BX_ratio + nB) - (1.0 / log_rA_rB_ratio)))
1624          137.049000399914121     (((chi_AX_ratio - nB) + (1.0 / log_rA_rB_ratio)) + ((log_rA_rB_ratio / chi_AX_ratio) / (chi_AX_ratio * rB_rX_ratio)))
1625          137.049664152655509     (((log_rA_rB_ratio - rB_rX_ratio) + (1.0 / log_rA_rB_ratio)) - ((nB / rB_rX_ratio) / (rB_rX_ratio - nB)))
1626          137.049757403550529     (((chi_BX_ratio + nB) - (1.0 / log_rA_rB_ratio)) - ((log_rA_rB_ratio^2) * (nB / chi_AX_ratio)))
1627          137.05016699980672      (((chi_AX_ratio + nB) / (rB_rX_ratio * nB)) * ((log_rA_rB_ratio / chi_AX_ratio) + (rB_rX_ratio / log_rA_rB_ratio)))
1628          137.05016699980672      (((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)) * ((1.0 / chi_AX_ratio) + (1.0 / nB)))
1629          137.050168139540574     (((chi_BX_ratio * chi_AX_ratio) / (log_rA_rB_ratio * nB)) - ((chi_BX_ratio * chi_AX_ratio) - (1.0 / rB_rX_ratio)))
1630          137.051401475680905     (((chi_BX_ratio / log_rA_rB_ratio) + (chi_BX_ratio / rB_rX_ratio)) - ((chi_BX_ratio^2) * (log_rA_rB_ratio + nB)))
1631          137.052269536602012     (((chi_AX_ratio * rB_rX_ratio) - (log_rA_rB_ratio - rB_rX_ratio)) - ((rB_rX_ratio / log_rA_rB_ratio) + (1.0 / nB)))
1632          137.052269536602012     (((chi_AX_ratio * rB_rX_ratio) - (rB_rX_ratio / log_rA_rB_ratio)) - ((log_rA_rB_ratio - rB_rX_ratio) + (1.0 / nB)))
1633          137.052269536602012     (((chi_AX_ratio * rB_rX_ratio) - (1.0 / nB)) - ((log_rA_rB_ratio - rB_rX_ratio) + (rB_rX_ratio / log_rA_rB_ratio)))
1634          137.052738963478077     (((nB / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)) - (log_rA_rB_ratio / (chi_AX_ratio^2)))
1635          137.053457346386608     (((chi_AX_ratio + rB_rX_ratio) - (log_rA_rB_ratio / chi_BX_ratio)) * ((1.0 / log_rA_rB_ratio) - (log_rA_rB_ratio + nB)))
1636          137.054086529997335     (((chi_BX_ratio^2) + (rB_rX_ratio^2)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1637          137.054897559214794     (((chi_AX_ratio * nB) - (1.0 / rB_rX_ratio)) / ((chi_AX_ratio - rB_rX_ratio) - (1.0 / log_rA_rB_ratio)))
1638          137.056361465911834     (((1.0 / rB_rX_ratio) + (rB_rX_ratio / nB)) + (rB_rX_ratio / (log_rA_rB_ratio * nB)))
1639          137.057234508980969     (((1.0 / rB_rX_ratio) - (rB_rX_ratio / nB)) - ((nB / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)))
1640          137.057700254505022     (((log_rA_rB_ratio / chi_AX_ratio) / (chi_AX_ratio + rB_rX_ratio)) + ((rB_rX_ratio / nB) / (log_rA_rB_ratio * nB)))
1641          137.058182022437677     (((log_rA_rB_ratio / rB_rX_ratio) + (rB_rX_ratio / log_rA_rB_ratio)) / ((chi_AX_ratio * nB) + (log_rA_rB_ratio * rB_rX_ratio)))
1642          137.058254350643779     (((chi_AX_ratio * rB_rX_ratio) / (log_rA_rB_ratio * nB)) + ((1.0 / chi_AX_ratio) + (log_rA_rB_ratio - rB_rX_ratio)))
1643          137.058394392330854     (((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)) / ((chi_AX_ratio + rB_rX_ratio) - (rB_rX_ratio / nB)))
1644          137.058781571081767     (((chi_BX_ratio + chi_AX_ratio) * (chi_BX_ratio * log_rA_rB_ratio)) - ((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)))
1645          137.058798770502648     (((chi_AX_ratio * rB_rX_ratio) * (log_rA_rB_ratio - nB)) + ((log_rA_rB_ratio / chi_AX_ratio) + (rB_rX_ratio / log_rA_rB_ratio)))
1646          137.059133969835841     (((chi_BX_ratio * chi_AX_ratio) - (log_rA_rB_ratio / rB_rX_ratio)) - ((chi_BX_ratio / log_rA_rB_ratio) - (chi_BX_ratio * nB)))
1647          137.059372234634338     (((chi_BX_ratio^2) * (log_rA_rB_ratio * nB)) - ((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)))
1648          137.059537813791735     (((log_rA_rB_ratio - rB_rX_ratio) / (chi_AX_ratio * rB_rX_ratio)) + ((log_rA_rB_ratio + nB) / (log_rA_rB_ratio * nB)))
1649          137.059909122492968     (((rB_rX_ratio / log_rA_rB_ratio) - (rB_rX_ratio + nB)) * ((rB_rX_ratio / nB) * rB_rX_ratio))
1650          137.060635341953343     (((chi_BX_ratio / log_rA_rB_ratio) + (chi_AX_ratio + log_rA_rB_ratio)) - ((chi_BX_ratio * nB) * (chi_AX_ratio + rB_rX_ratio)))
1651          137.061204322881395     (((log_rA_rB_ratio * rB_rX_ratio) * nB) - ((nB / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)))
1652          137.06167905670236      (((chi_BX_ratio / log_rA_rB_ratio) + (chi_BX_ratio / nB)) - ((chi_BX_ratio * nB) * (chi_AX_ratio^2)))
1653          137.0621682286951       (((chi_BX_ratio / log_rA_rB_ratio) + (chi_AX_ratio / nB)) - ((chi_BX_ratio * nB) * (chi_AX_ratio^2)))
1654          137.062529780841203     (((log_rA_rB_ratio / chi_AX_ratio) - (log_rA_rB_ratio + rB_rX_ratio)) * ((rB_rX_ratio / log_rA_rB_ratio) - (rB_rX_ratio + nB)))
1655          137.062595490106617     (((chi_AX_ratio - rB_rX_ratio) * (rB_rX_ratio^2)) * ((1.0 / log_rA_rB_ratio) - (rB_rX_ratio + nB)))
1656          137.063326916550523     (((chi_BX_ratio / log_rA_rB_ratio) + (chi_BX_ratio / rB_rX_ratio)) - ((chi_BX_ratio * nB) * (chi_AX_ratio^2)))
1657          137.063760798139128     (((chi_BX_ratio / log_rA_rB_ratio) - (1.0 / chi_BX_ratio)) - ((chi_BX_ratio^2) * (rB_rX_ratio + nB)))
1658          137.064680022558861     (((chi_AX_ratio * nB) - (1.0 / log_rA_rB_ratio)) - ((log_rA_rB_ratio - rB_rX_ratio) / (chi_AX_ratio * rB_rX_ratio)))
1659          137.065014736251953     (((chi_BX_ratio - log_rA_rB_ratio) + (chi_AX_ratio * rB_rX_ratio)) - ((chi_BX_ratio * rB_rX_ratio) / (log_rA_rB_ratio * nB)))
1660          137.065992146451094     (((rB_rX_ratio / chi_AX_ratio) + (1.0 / rB_rX_ratio)) + (rB_rX_ratio / (log_rA_rB_ratio * nB)))
1661          137.06697472777239      (((chi_AX_ratio / log_rA_rB_ratio) + (chi_AX_ratio * rB_rX_ratio)) + ((log_rA_rB_ratio + rB_rX_ratio) / (chi_AX_ratio * rB_rX_ratio)))
1662          137.067048895538392     (((chi_BX_ratio / log_rA_rB_ratio) + (chi_BX_ratio / nB)) - ((chi_BX_ratio^2) * (chi_BX_ratio * nB)))
1663          137.067128046264259     (((chi_BX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)) - ((chi_BX_ratio^2) + (chi_BX_ratio * nB)))
1664          137.068594301546511     (((log_rA_rB_ratio + rB_rX_ratio) - (1.0 / rB_rX_ratio)) + ((rB_rX_ratio / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)))
1665          137.0689038533597       (((chi_BX_ratio * chi_AX_ratio) * (chi_BX_ratio * nB)) - ((chi_BX_ratio / rB_rX_ratio) + (chi_AX_ratio / log_rA_rB_ratio)))
1666          137.071425759064141     (((chi_BX_ratio * chi_AX_ratio) * nB) - ((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)))
1667          137.073977605940911     (((chi_AX_ratio * log_rA_rB_ratio) - log_rA_rB_ratio) / ((chi_AX_ratio - nB) * (nB / log_rA_rB_ratio)))
1668          137.073977605940911     (((chi_AX_ratio * log_rA_rB_ratio) - log_rA_rB_ratio) * ((log_rA_rB_ratio / nB) / (chi_AX_ratio - nB)))
1669          137.073977605940911     (((chi_AX_ratio / nB) - (1.0 / nB)) * ((log_rA_rB_ratio^2) / (chi_AX_ratio - nB)))
1670          137.073992047888339     (((chi_BX_ratio - rB_rX_ratio) / (chi_BX_ratio - nB)) * ((1.0 / chi_AX_ratio) - (log_rA_rB_ratio + rB_rX_ratio)))
1671          137.074204186025383     (((chi_BX_ratio / log_rA_rB_ratio) / (chi_AX_ratio + nB)) - ((chi_BX_ratio^2) - log_rA_rB_ratio))
1672          137.074875947019166     (((chi_BX_ratio + nB) / (rB_rX_ratio * nB)) + ((rB_rX_ratio / log_rA_rB_ratio) - chi_BX_ratio))
1673          137.074993834738933     (((chi_BX_ratio / log_rA_rB_ratio) - (chi_BX_ratio * nB)) - ((chi_BX_ratio + nB) * (chi_AX_ratio - log_rA_rB_ratio)))
1674          137.074995747866296     (((chi_AX_ratio * nB) - (1.0 / rB_rX_ratio)) / ((chi_BX_ratio - rB_rX_ratio) - (1.0 / log_rA_rB_ratio)))
1675          137.075438804938074     (((chi_BX_ratio - log_rA_rB_ratio) * (rB_rX_ratio / chi_BX_ratio)) * ((chi_BX_ratio + rB_rX_ratio) - (rB_rX_ratio / log_rA_rB_ratio)))
1676          137.076991633659077     (((log_rA_rB_ratio / chi_AX_ratio) / (rB_rX_ratio * nB)) + ((rB_rX_ratio / log_rA_rB_ratio) - (rB_rX_ratio^2)))
1677          137.077323951561823     (((chi_BX_ratio^2) * (chi_AX_ratio + log_rA_rB_ratio)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
1678          137.078930904304229     (((chi_BX_ratio - chi_AX_ratio) - (1.0 / chi_AX_ratio)) * ((chi_BX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)))
1679          137.07977611022136      (((chi_BX_ratio / log_rA_rB_ratio) - (chi_AX_ratio * nB)) - ((chi_BX_ratio - log_rA_rB_ratio) * (chi_AX_ratio + nB)))
1680          137.080369492928298     (((chi_AX_ratio + nB) - (1.0 / log_rA_rB_ratio)) - ((log_rA_rB_ratio / chi_AX_ratio) / rB_rX_ratio))
1681          137.083122067181137     (((chi_AX_ratio / log_rA_rB_ratio) - (rB_rX_ratio / chi_AX_ratio)) + ((log_rA_rB_ratio + rB_rX_ratio) / (chi_AX_ratio * rB_rX_ratio)))
