# FEAT_ID     Score                   Feature Expression
762           133.0203292886398       (((chi_BX_ratio - log_rA_rB_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
763           133.020706378900854     (((chi_AX_ratio / log_rA_rB_ratio) - (log_rA_rB_ratio / rB_rX_ratio)) / ((chi_AX_ratio^2) * (log_rA_rB_ratio * nB)))
764           133.020706378900854     (((log_rA_rB_ratio / chi_AX_ratio) - (rB_rX_ratio / log_rA_rB_ratio)) / ((chi_AX_ratio * log_rA_rB_ratio) * (rB_rX_ratio * nB)))
765           133.021741365645312     (((chi_BX_ratio - log_rA_rB_ratio) * (chi_AX_ratio * nB)) - ((chi_BX_ratio + log_rA_rB_ratio) / log_rA_rB_ratio))
766           133.022900122452199     (((chi_BX_ratio - log_rA_rB_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) * ((chi_AX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
767           133.023850014336034     (((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio - rB_rX_ratio)) * ((1.0 / log_rA_rB_ratio) - (rB_rX_ratio + nB)))
768           133.023872299374318     (((chi_BX_ratio * nB) * (chi_AX_ratio - log_rA_rB_ratio)) - (chi_AX_ratio / log_rA_rB_ratio))
769           133.023973543291476     (((chi_AX_ratio / log_rA_rB_ratio) / (rB_rX_ratio - nB)) - ((chi_AX_ratio + rB_rX_ratio) / (chi_AX_ratio * rB_rX_ratio)))
770           133.024538417821873     (((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)) * ((chi_AX_ratio - log_rA_rB_ratio) / (chi_AX_ratio + rB_rX_ratio)))
771           133.024554212094131     (((chi_BX_ratio / log_rA_rB_ratio) + (1.0 / nB)) - ((chi_BX_ratio - log_rA_rB_ratio) * (chi_BX_ratio * nB)))
772           133.024556417498871     (((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio * nB)) / ((chi_AX_ratio * rB_rX_ratio) * (rB_rX_ratio - nB)))
773           133.024650433886279     (((chi_AX_ratio - log_rA_rB_ratio) * (nB / rB_rX_ratio)) - ((chi_AX_ratio + rB_rX_ratio) / (log_rA_rB_ratio * rB_rX_ratio)))
774           133.025332013071875     (((chi_BX_ratio^2) + (chi_AX_ratio - log_rA_rB_ratio)) * ((1.0 / log_rA_rB_ratio) - (rB_rX_ratio + nB)))
775           133.026278056438571     (((chi_AX_ratio / nB) + (log_rA_rB_ratio - rB_rX_ratio)) + ((log_rA_rB_ratio / chi_AX_ratio) + (1.0 / log_rA_rB_ratio)))
776           133.026278056438571     (((chi_AX_ratio / nB) + (log_rA_rB_ratio / chi_AX_ratio)) + ((log_rA_rB_ratio - rB_rX_ratio) + (1.0 / log_rA_rB_ratio)))
777           133.026278056438571     (((chi_AX_ratio / nB) + (1.0 / log_rA_rB_ratio)) + ((log_rA_rB_ratio / chi_AX_ratio) + (log_rA_rB_ratio - rB_rX_ratio)))
778           133.026626693191531     (((chi_BX_ratio / log_rA_rB_ratio) - (rB_rX_ratio - nB)) / ((chi_BX_ratio^2) - (log_rA_rB_ratio - nB)))
779           133.027052302152498     (((chi_BX_ratio - chi_AX_ratio) - (chi_BX_ratio / log_rA_rB_ratio)) + ((chi_BX_ratio - log_rA_rB_ratio) * (chi_BX_ratio * nB)))
780           133.027147468187309     (((chi_BX_ratio * chi_AX_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) - ((chi_BX_ratio + log_rA_rB_ratio) / (log_rA_rB_ratio * nB)))
781           133.027420606148894     (((chi_BX_ratio * chi_AX_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) + ((chi_BX_ratio / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)))
782           133.029205915464786     ((1.0 / (log_rA_rB_ratio * nB)) + ((rB_rX_ratio^2) + (1.0 / rB_rX_ratio)))
783           133.02945442576879      ((1.0 / (log_rA_rB_ratio * nB)) + ((1.0 / rB_rX_ratio) + rB_rX_ratio))
784           133.029535824658183     (((rB_rX_ratio / log_rA_rB_ratio) / (rB_rX_ratio - nB)) + ((rB_rX_ratio - nB) / (rB_rX_ratio * nB)))
785           133.029935136343568     (((chi_BX_ratio - log_rA_rB_ratio) - (1.0 / chi_AX_ratio)) - ((chi_BX_ratio + log_rA_rB_ratio) / (log_rA_rB_ratio * nB)))
786           133.030578407509751     (((chi_BX_ratio + log_rA_rB_ratio) / (log_rA_rB_ratio * nB)) - ((chi_BX_ratio + rB_rX_ratio) - (log_rA_rB_ratio / chi_AX_ratio)))
787           133.0313692466367       (((chi_AX_ratio + log_rA_rB_ratio) / (log_rA_rB_ratio * nB)) - ((chi_AX_ratio^2) - (log_rA_rB_ratio - rB_rX_ratio)))
788           133.03210601463536      (((chi_BX_ratio - log_rA_rB_ratio) - (1.0 / log_rA_rB_ratio)) * ((chi_BX_ratio / nB) + (log_rA_rB_ratio / chi_AX_ratio)))
789           133.032122083693537     (((chi_AX_ratio + log_rA_rB_ratio) / (log_rA_rB_ratio * nB)) - ((chi_AX_ratio + rB_rX_ratio) - (log_rA_rB_ratio / chi_AX_ratio)))
790           133.034692115668292     (((chi_AX_ratio * rB_rX_ratio) / (log_rA_rB_ratio * nB)) - ((chi_AX_ratio + rB_rX_ratio) - (log_rA_rB_ratio / nB)))
791           133.036614192380739     (((chi_AX_ratio / log_rA_rB_ratio) / (chi_AX_ratio + nB)) + ((log_rA_rB_ratio / chi_AX_ratio) / (chi_AX_ratio + rB_rX_ratio)))
792           133.03773927992313      (((chi_BX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / chi_AX_ratio)) - ((chi_BX_ratio * rB_rX_ratio) * (chi_BX_ratio * nB)))
793           133.038006354542915     (((chi_BX_ratio + rB_rX_ratio) - (chi_AX_ratio / log_rA_rB_ratio)) + ((chi_AX_ratio - log_rA_rB_ratio) * (log_rA_rB_ratio * nB)))
794           133.038059643970655     (((chi_BX_ratio + rB_rX_ratio) * (chi_BX_ratio^2)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
795           133.038967858085897     (((chi_BX_ratio - rB_rX_ratio) + (1.0 / log_rA_rB_ratio)) - ((chi_AX_ratio - log_rA_rB_ratio) * (nB / chi_AX_ratio)))
796           133.039271510786762     (((chi_BX_ratio + rB_rX_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) * ((1.0 / log_rA_rB_ratio) - (rB_rX_ratio + nB)))
797           133.03996899883802      (((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio + rB_rX_ratio)) - ((chi_AX_ratio - log_rA_rB_ratio) / (log_rA_rB_ratio * nB)))
798           133.041684183132304     (((chi_BX_ratio - log_rA_rB_ratio) + (chi_BX_ratio * rB_rX_ratio)) * ((chi_BX_ratio + nB) - (1.0 / log_rA_rB_ratio)))
799           133.04373825350865      (((log_rA_rB_ratio / chi_AX_ratio) + (rB_rX_ratio / log_rA_rB_ratio)) - ((rB_rX_ratio^2) * nB))
800           133.044840478434708     (((chi_BX_ratio - log_rA_rB_ratio) * (chi_AX_ratio * log_rA_rB_ratio)) / ((chi_AX_ratio / nB) + (log_rA_rB_ratio - nB)))
801           133.04491083548163      (((log_rA_rB_ratio^2) / (chi_BX_ratio * chi_AX_ratio)) - ((nB / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)))
802           133.04504455802271      (((chi_AX_ratio / log_rA_rB_ratio) + (1.0 / nB)) + ((log_rA_rB_ratio / chi_AX_ratio) / (chi_AX_ratio * rB_rX_ratio)))
803           133.045262815425417     (((chi_BX_ratio - log_rA_rB_ratio) * (log_rA_rB_ratio * nB)) + ((nB / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)))
804           133.045543435415595     (((chi_BX_ratio + nB) - (chi_AX_ratio / log_rA_rB_ratio)) * ((chi_AX_ratio^2) - (log_rA_rB_ratio - rB_rX_ratio)))
805           133.045744853561644     (((chi_BX_ratio * chi_AX_ratio) * (rB_rX_ratio + nB)) - ((chi_BX_ratio / log_rA_rB_ratio) + (chi_BX_ratio + log_rA_rB_ratio)))
806           133.046710880198503     (((chi_BX_ratio / log_rA_rB_ratio) + (nB / chi_AX_ratio)) / ((chi_BX_ratio * rB_rX_ratio) - (log_rA_rB_ratio - nB)))
807           133.046917628153949     (((chi_AX_ratio - log_rA_rB_ratio) * (log_rA_rB_ratio * nB)) + ((nB / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)))
808           133.047988694403898     (((chi_AX_ratio / log_rA_rB_ratio) + (1.0 / chi_AX_ratio)) + ((log_rA_rB_ratio / rB_rX_ratio) / (chi_AX_ratio + rB_rX_ratio)))
809           133.048302672126454     (((log_rA_rB_ratio / chi_AX_ratio) + (1.0 / rB_rX_ratio)) - ((rB_rX_ratio / log_rA_rB_ratio) / (rB_rX_ratio - nB)))
810           133.049589969812047     (((chi_BX_ratio * rB_rX_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) * ((chi_AX_ratio + nB) - (1.0 / log_rA_rB_ratio)))
811           133.050034012669158     (((chi_BX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio - rB_rX_ratio)) * ((chi_BX_ratio + nB) - (1.0 / log_rA_rB_ratio)))
812           133.050457208474199     (((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)) / ((chi_BX_ratio + rB_rX_ratio) + (chi_AX_ratio * nB)))
813           133.050498889656012     (((chi_AX_ratio^2) / (log_rA_rB_ratio * nB)) - ((chi_AX_ratio^2) - (1.0 / rB_rX_ratio)))
814           133.050562777945828     (((rB_rX_ratio / log_rA_rB_ratio) / (log_rA_rB_ratio + nB)) + ((1.0 / rB_rX_ratio) + rB_rX_ratio))
815           133.050988920882901     (((chi_BX_ratio / log_rA_rB_ratio) - (chi_AX_ratio * log_rA_rB_ratio)) - ((chi_BX_ratio * nB) - (log_rA_rB_ratio / rB_rX_ratio)))
816           133.051310085946341     (((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)) / ((chi_AX_ratio + rB_rX_ratio) + (chi_AX_ratio * nB)))
817           133.051542969568544     (((log_rA_rB_ratio / rB_rX_ratio) + (rB_rX_ratio / log_rA_rB_ratio)) / ((chi_AX_ratio * nB) + (log_rA_rB_ratio + rB_rX_ratio)))
818           133.051985060255902     (((chi_BX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / chi_AX_ratio)) - ((chi_BX_ratio * nB) + (chi_AX_ratio - log_rA_rB_ratio)))
819           133.052983852814634     (((chi_BX_ratio - nB) * (chi_AX_ratio - log_rA_rB_ratio)) + ((log_rA_rB_ratio + rB_rX_ratio) / (log_rA_rB_ratio * rB_rX_ratio)))
820           133.053679459785485     (((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio * rB_rX_ratio)) * ((log_rA_rB_ratio / chi_AX_ratio) * (log_rA_rB_ratio + nB)))
821           133.056560815097953     (((chi_BX_ratio / log_rA_rB_ratio) + nB) / ((chi_AX_ratio * nB) - (log_rA_rB_ratio - rB_rX_ratio)))
822           133.057232889741073     (((chi_AX_ratio / log_rA_rB_ratio) - (chi_AX_ratio * nB)) + ((log_rA_rB_ratio / rB_rX_ratio) / (chi_AX_ratio + rB_rX_ratio)))
823           133.057247685811177     (((log_rA_rB_ratio * nB) / (chi_AX_ratio + rB_rX_ratio)) - ((nB / log_rA_rB_ratio) / (log_rA_rB_ratio - nB)))
824           133.058660004933756     (((chi_BX_ratio / chi_AX_ratio) - (chi_AX_ratio^2)) * ((log_rA_rB_ratio / rB_rX_ratio) / (chi_BX_ratio - nB)))
825           133.05917938201145      (((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)) - ((chi_AX_ratio * log_rA_rB_ratio) + (chi_AX_ratio * nB)))
826           133.05917938201145      (((chi_AX_ratio / log_rA_rB_ratio) - (chi_AX_ratio * nB)) - ((chi_AX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio / rB_rX_ratio)))
827           133.05917938201145      (((chi_AX_ratio / log_rA_rB_ratio) - (chi_AX_ratio * log_rA_rB_ratio)) - ((chi_AX_ratio * nB) - (log_rA_rB_ratio / rB_rX_ratio)))
828           133.060723555295453     (((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / chi_AX_ratio)) / ((chi_AX_ratio + rB_rX_ratio) - (log_rA_rB_ratio / nB)))
829           133.06084380015389      (((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio * rB_rX_ratio)) - ((chi_AX_ratio * rB_rX_ratio) / (log_rA_rB_ratio * nB)))
830           133.061910229557725     (((chi_AX_ratio * rB_rX_ratio) - (rB_rX_ratio / log_rA_rB_ratio)) - ((chi_AX_ratio / nB) + (1.0 / rB_rX_ratio)))
831           133.061910229557725     (((chi_AX_ratio * rB_rX_ratio) - (chi_AX_ratio / nB)) - ((rB_rX_ratio / log_rA_rB_ratio) + (1.0 / rB_rX_ratio)))
832           133.061910229557725     (((chi_AX_ratio * rB_rX_ratio) - (1.0 / rB_rX_ratio)) - ((chi_AX_ratio / nB) + (rB_rX_ratio / log_rA_rB_ratio)))
833           133.063403799151786     (((log_rA_rB_ratio / chi_AX_ratio) / rB_rX_ratio) + ((log_rA_rB_ratio + nB) / (log_rA_rB_ratio * nB)))
834           133.067367269413126     (((chi_BX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)) - ((chi_BX_ratio + nB) * chi_AX_ratio))
835           133.068338053955642     (((chi_BX_ratio / chi_AX_ratio) - chi_BX_ratio) * ((log_rA_rB_ratio / rB_rX_ratio) / (chi_BX_ratio - nB)))
836           133.071686965007075     (((chi_BX_ratio * rB_rX_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) - ((chi_AX_ratio * rB_rX_ratio) / (log_rA_rB_ratio * nB)))
837           133.074181709278974     (((chi_BX_ratio * rB_rX_ratio) / (log_rA_rB_ratio * nB)) - ((chi_AX_ratio - rB_rX_ratio) - (1.0 / rB_rX_ratio)))
838           133.075988280029378     (((chi_AX_ratio + rB_rX_ratio) - (rB_rX_ratio / log_rA_rB_ratio)) + ((nB / rB_rX_ratio) / (rB_rX_ratio - nB)))
839           133.076777827018816     (((chi_BX_ratio * rB_rX_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) - (rB_rX_ratio / (log_rA_rB_ratio * nB)))
840           133.081913165111303     (((chi_AX_ratio^2) - chi_AX_ratio) * ((log_rA_rB_ratio^2) / (chi_AX_ratio - nB)))
841           133.08294458416924      (((chi_BX_ratio * log_rA_rB_ratio) - (rB_rX_ratio / log_rA_rB_ratio)) - ((log_rA_rB_ratio + nB) / (rB_rX_ratio * nB)))
842           133.089304833345295     (((chi_BX_ratio * log_rA_rB_ratio) - (1.0 / nB)) * ((chi_BX_ratio - log_rA_rB_ratio) + (rB_rX_ratio / nB)))
843           133.091552958529064     (((chi_AX_ratio * log_rA_rB_ratio) - log_rA_rB_ratio) * ((log_rA_rB_ratio / rB_rX_ratio) / (chi_AX_ratio - nB)))
844           133.091909294030586     (((log_rA_rB_ratio - rB_rX_ratio) * (rB_rX_ratio / log_rA_rB_ratio)) + ((nB / rB_rX_ratio) / (rB_rX_ratio - nB)))
845           133.095984736779087     (((chi_BX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) * ((chi_BX_ratio / rB_rX_ratio) / (chi_BX_ratio - nB)))
846           133.096824594486435     (((chi_BX_ratio^2) * (log_rA_rB_ratio / nB)) - ((chi_BX_ratio / nB) / (rB_rX_ratio * nB)))
847           133.100183595916405     (((chi_AX_ratio * log_rA_rB_ratio) / (chi_AX_ratio - nB)) * ((chi_AX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio / chi_AX_ratio)))
848           133.104590739313153     (((chi_AX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) * ((chi_AX_ratio + log_rA_rB_ratio) / (chi_BX_ratio - nB)))
849           133.10666545019177      (((chi_AX_ratio * log_rA_rB_ratio) - (1.0 / nB)) * ((chi_AX_ratio - log_rA_rB_ratio) + (rB_rX_ratio / nB)))
850           133.106861894510075     (((chi_BX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio / rB_rX_ratio)) + ((chi_AX_ratio * nB) - (rB_rX_ratio / log_rA_rB_ratio)))
851           133.115634902197257     (((chi_AX_ratio * log_rA_rB_ratio) - (chi_AX_ratio / nB)) - ((log_rA_rB_ratio / chi_AX_ratio) * (log_rA_rB_ratio - rB_rX_ratio)))
852           133.118409157011683     (((chi_BX_ratio * log_rA_rB_ratio) / (chi_BX_ratio - nB)) * ((log_rA_rB_ratio / chi_BX_ratio) - log_rA_rB_ratio))
853           133.118409157011683     (((chi_BX_ratio * log_rA_rB_ratio) - log_rA_rB_ratio) * (log_rA_rB_ratio / (chi_BX_ratio - nB)))
854           133.129983435946201     (((chi_BX_ratio * rB_rX_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) * ((log_rA_rB_ratio^2) * (rB_rX_ratio - nB)))
855           133.133005652515067     (((chi_BX_ratio * log_rA_rB_ratio) - (chi_BX_ratio / nB)) - ((log_rA_rB_ratio / chi_AX_ratio) * (log_rA_rB_ratio - rB_rX_ratio)))
856           133.139147023320021     (((chi_BX_ratio - log_rA_rB_ratio) * (rB_rX_ratio / chi_BX_ratio)) * ((chi_AX_ratio * log_rA_rB_ratio) - (1.0 / nB)))
857           133.139496177795621     (((chi_BX_ratio * log_rA_rB_ratio) - (rB_rX_ratio / nB)) - ((chi_BX_ratio + log_rA_rB_ratio) / (chi_AX_ratio + rB_rX_ratio)))
858           133.143110951401155     (((chi_BX_ratio * chi_AX_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) * ((chi_AX_ratio * log_rA_rB_ratio) / (chi_BX_ratio - nB)))
859           133.145928254051228     (((chi_BX_ratio * rB_rX_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) * ((log_rA_rB_ratio^2) * (log_rA_rB_ratio - nB)))
860           133.146886839189222     (((chi_BX_ratio / rB_rX_ratio) / (chi_AX_ratio + nB)) - ((chi_BX_ratio - rB_rX_ratio) * (chi_AX_ratio * log_rA_rB_ratio)))
861           133.148716511352063     (((chi_AX_ratio * log_rA_rB_ratio) - log_rA_rB_ratio) - ((chi_AX_ratio / nB) / (nB^2)))
862           133.149641704891735     (((chi_BX_ratio / nB) / (nB^2)) - ((chi_AX_ratio * log_rA_rB_ratio) - log_rA_rB_ratio))
863           133.152789035660817     (((chi_BX_ratio + log_rA_rB_ratio) / (chi_AX_ratio - nB)) * ((chi_AX_ratio * log_rA_rB_ratio) - log_rA_rB_ratio))
864           133.158248278764916     (((chi_BX_ratio / chi_AX_ratio) + (chi_AX_ratio + log_rA_rB_ratio)) - ((chi_BX_ratio * nB) * (chi_AX_ratio * log_rA_rB_ratio)))
865           133.160462119446777     (((chi_BX_ratio + log_rA_rB_ratio) / (chi_AX_ratio - nB)) * ((chi_AX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio / chi_AX_ratio)))
866           133.162393021786158     (((chi_BX_ratio * chi_AX_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) * ((chi_BX_ratio * log_rA_rB_ratio) / (chi_BX_ratio - nB)))
867           133.164218376982717     (((chi_BX_ratio + nB) / (chi_BX_ratio - nB)) * ((chi_AX_ratio * log_rA_rB_ratio) - log_rA_rB_ratio))
868           133.164395576698496     (((chi_BX_ratio * rB_rX_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) * ((log_rA_rB_ratio * nB) * (rB_rX_ratio - nB)))
869           133.165061331338819     (((chi_AX_ratio - log_rA_rB_ratio) + (log_rA_rB_ratio * rB_rX_ratio)) * ((log_rA_rB_ratio * nB) - log_rA_rB_ratio))
870           133.16666577531646      (((chi_BX_ratio + nB) / (chi_BX_ratio - nB)) * ((chi_AX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio / chi_AX_ratio)))
871           133.179127281901401     (((chi_BX_ratio - log_rA_rB_ratio) + (chi_BX_ratio * rB_rX_ratio)) * ((log_rA_rB_ratio * nB) - (rB_rX_ratio / chi_BX_ratio)))
872           133.181081399267612     (((chi_BX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) - (chi_AX_ratio / (nB^2)))
873           133.187522171004503     (((chi_BX_ratio * log_rA_rB_ratio) + (chi_BX_ratio / nB)) - ((chi_BX_ratio + rB_rX_ratio) * (chi_AX_ratio * log_rA_rB_ratio)))
874           133.190502473338313     (((chi_BX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio / chi_AX_ratio)) - ((chi_BX_ratio + log_rA_rB_ratio) / (nB^2)))
875           133.190622269401189     (((chi_BX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio / chi_BX_ratio)) * ((chi_BX_ratio - rB_rX_ratio) / (chi_AX_ratio - nB)))
876           133.198809168188234     (((chi_BX_ratio^2) + (chi_AX_ratio - log_rA_rB_ratio)) * ((log_rA_rB_ratio / chi_BX_ratio) * (log_rA_rB_ratio - nB)))
877           133.210186367751078     (((chi_BX_ratio - log_rA_rB_ratio) * (log_rA_rB_ratio^2)) + ((log_rA_rB_ratio * rB_rX_ratio) - (1.0 / nB)))
878           133.212625908117502     (((chi_BX_ratio / nB) / (rB_rX_ratio + nB)) - ((chi_AX_ratio * log_rA_rB_ratio) - log_rA_rB_ratio))
879           133.227419361431316     (((chi_AX_ratio - log_rA_rB_ratio) + (log_rA_rB_ratio * rB_rX_ratio)) * ((chi_AX_ratio - nB) - (log_rA_rB_ratio * nB)))
880           133.272535186656114     (((chi_BX_ratio * rB_rX_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) * ((log_rA_rB_ratio / nB) - (log_rA_rB_ratio * nB)))
881           133.275026628320177     (((chi_BX_ratio * log_rA_rB_ratio) * (chi_AX_ratio - nB)) * ((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio * rB_rX_ratio)))
882           133.290169115033734     (((chi_AX_ratio + rB_rX_ratio) - (log_rA_rB_ratio / nB)) / ((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / chi_AX_ratio)))
883           133.290699480802118     (((chi_BX_ratio * log_rA_rB_ratio) * (chi_BX_ratio - nB)) * ((chi_AX_ratio - log_rA_rB_ratio) + (chi_AX_ratio * rB_rX_ratio)))
884           133.298998374768018     (((chi_BX_ratio / chi_AX_ratio) + (log_rA_rB_ratio / rB_rX_ratio)) - ((chi_BX_ratio * nB) * (chi_AX_ratio * log_rA_rB_ratio)))
885           133.306406879547694     (((chi_BX_ratio * chi_AX_ratio) * (rB_rX_ratio - nB)) + ((chi_BX_ratio - rB_rX_ratio) / (chi_AX_ratio * rB_rX_ratio)))
886           133.313297804250908     (((chi_AX_ratio * nB) + (log_rA_rB_ratio + rB_rX_ratio)) / ((log_rA_rB_ratio / rB_rX_ratio) + (rB_rX_ratio / log_rA_rB_ratio)))
887           133.321979728717537     (((chi_BX_ratio + chi_AX_ratio) * (chi_BX_ratio * log_rA_rB_ratio)) - ((chi_BX_ratio / rB_rX_ratio) + (log_rA_rB_ratio / nB)))
888           133.328006454474519     (((chi_AX_ratio + rB_rX_ratio) + (chi_AX_ratio * nB)) / ((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio / rB_rX_ratio)))
889           133.33896396891754      (((chi_BX_ratio * rB_rX_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) * ((chi_AX_ratio * log_rA_rB_ratio) * (chi_AX_ratio - nB)))
890           133.339627705114992     (((chi_AX_ratio * rB_rX_ratio) * (rB_rX_ratio - nB)) / ((chi_AX_ratio / log_rA_rB_ratio) + (log_rA_rB_ratio * nB)))
891           133.405436662843385     (((chi_BX_ratio * log_rA_rB_ratio) * (chi_BX_ratio^2)) - ((log_rA_rB_ratio^2) + (1.0 / nB)))
892           134.001629038633894     (((chi_AX_ratio / log_rA_rB_ratio) + (chi_AX_ratio - log_rA_rB_ratio)) - ((chi_AX_ratio / log_rA_rB_ratio) / (log_rA_rB_ratio * nB)))
893           134.002839390152474     (((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)) * ((rB_rX_ratio / chi_AX_ratio) - (rB_rX_ratio / log_rA_rB_ratio)))
894           134.003040668039375     (((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)) * ((chi_AX_ratio / log_rA_rB_ratio) - (log_rA_rB_ratio / chi_AX_ratio)))
895           134.003123279663896     (((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)) * ((chi_AX_ratio / log_rA_rB_ratio) - (rB_rX_ratio / chi_AX_ratio)))
896           134.004035936881451     (((chi_BX_ratio + chi_AX_ratio) * (chi_AX_ratio / log_rA_rB_ratio)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
897           134.005353064582721     (((chi_BX_ratio + nB) - (chi_AX_ratio / log_rA_rB_ratio)) * ((chi_AX_ratio / log_rA_rB_ratio) * (chi_AX_ratio * rB_rX_ratio)))
898           134.005432888012194     (((log_rA_rB_ratio / chi_BX_ratio) + (1.0 / rB_rX_ratio)) + ((rB_rX_ratio / log_rA_rB_ratio) / (log_rA_rB_ratio * nB)))
899           134.005612863388933     (((chi_AX_ratio * nB) - (log_rA_rB_ratio / rB_rX_ratio)) / ((1.0 / log_rA_rB_ratio) - (log_rA_rB_ratio / nB)))
900           134.009593758831301     (((log_rA_rB_ratio + rB_rX_ratio) - (rB_rX_ratio / log_rA_rB_ratio)) / ((chi_BX_ratio * log_rA_rB_ratio) * (chi_BX_ratio + nB)))
901           134.011339711830033     (((chi_BX_ratio - log_rA_rB_ratio) / (rB_rX_ratio + nB)) * ((chi_BX_ratio * nB) - (1.0 / log_rA_rB_ratio)))
902           134.012134320700852     (((chi_BX_ratio - log_rA_rB_ratio) * (chi_AX_ratio / nB)) * ((1.0 / log_rA_rB_ratio) - (rB_rX_ratio + nB)))
903           134.012453165416844     (((chi_BX_ratio / nB) / (chi_AX_ratio * log_rA_rB_ratio)) / ((chi_BX_ratio + rB_rX_ratio) - (log_rA_rB_ratio - rB_rX_ratio)))
904           134.013895086068601     (((chi_BX_ratio * chi_AX_ratio) - (chi_AX_ratio * log_rA_rB_ratio)) - ((chi_BX_ratio / log_rA_rB_ratio) / (log_rA_rB_ratio + nB)))
905           134.014392276234673     (((chi_BX_ratio / log_rA_rB_ratio) / (log_rA_rB_ratio + rB_rX_ratio)) - ((chi_BX_ratio - log_rA_rB_ratio) * nB))
906           134.014669308801757     (((chi_BX_ratio * log_rA_rB_ratio) - (1.0 / nB)) * ((chi_AX_ratio / chi_BX_ratio) - (chi_AX_ratio / log_rA_rB_ratio)))
907           134.017372792718504     (((chi_AX_ratio - log_rA_rB_ratio) / (chi_AX_ratio + nB)) * ((1.0 / log_rA_rB_ratio) - (rB_rX_ratio + nB)))
908           134.01799114766996      (((chi_BX_ratio + chi_AX_ratio) / (log_rA_rB_ratio * nB)) - ((chi_AX_ratio + rB_rX_ratio) - (1.0 / rB_rX_ratio)))
909           134.019130651494208     (((chi_BX_ratio / log_rA_rB_ratio) / (nB^2)) - ((chi_BX_ratio * log_rA_rB_ratio) - (log_rA_rB_ratio / chi_AX_ratio)))
910           134.019790737549101     (((chi_BX_ratio * chi_AX_ratio) - (1.0 / rB_rX_ratio)) - ((chi_BX_ratio + chi_AX_ratio) / (log_rA_rB_ratio * nB)))
911           134.019896744706273     (((chi_BX_ratio + chi_AX_ratio) * (chi_AX_ratio * rB_rX_ratio)) + ((chi_AX_ratio / log_rA_rB_ratio) / (rB_rX_ratio - nB)))
