,target,reactants,reaction_energy(eV/atom),inverse_hull_energy(eV/atom),reaction,competing phases
0,CeInS3,"['InS', 'CeS2']",-0.0501981808750031,-0.05019818087500294,InS + CeS2 -> CeInS3,"[['Ce2S3', 'In2S3']]"
1,CeInS3,"['Ce2S3', 'In2S3']",-0.00019999999999811274,-0.00019999999999775753,0.5 Ce2S3 + 0.5 In2S3 -> CeInS3,[]
