,target,reactants,reaction_energy(eV/atom),inverse_hull_energy(eV/atom),reaction,competing phases
0,MgVS3,"['MgS', 'VS2']",-0.00020000000000024452,-0.00019999999999953388,MgS + VS2 -> MgVS3,[]
