,target,reactants,reaction_energy(eV/atom),inverse_hull_energy(eV/atom),reaction,competing phases
0,AlRhS3,"['S', 'AlRh']",-0.624886903291669,-0.010396772750059569,3 S + AlRh -> AlRhS3,"[['RhS2', 'Al2S3'], ['Rh2S3', 'Al2S3'], ['Rh3S4', 'Al2S3']]"
1,AlRhS3,"['Rh2S3', 'Al2S3']",-0.00019999999999882335,-0.00019999999999775753,0.5 Rh2S3 + 0.5 Al2S3 -> AlRhS3,[]
