,target,reactants,reaction_energy(eV/atom),inverse_hull_energy(eV/atom),reaction,competing phases
0,BaHfSe3,"['Hf', 'BaSe3']",-0.7966864269999995,-0.12848346619998807,Hf + BaSe3 -> BaHfSe3,"[['Hf2Se', 'BaSe'], ['Hf23Se25', 'BaSe'], ['Hf2Se3', 'BaSe'], ['HfSe2', 'BaSe'], ['BaSe2', 'HfSe2'], ['BaSe2', 'HfSe3']]"
1,BaHfSe3,"['HfSe2', 'BaSe']",-0.0002000000000002444,-0.00019999999999953388,HfSe2 + BaSe -> BaHfSe3,[]
