,target,reactants,reaction_energy(eV/atom),inverse_hull_energy(eV/atom),reaction,competing phases
0,SrSnS3,"['Sr2SnS5', 'SnS']",-0.02077697300001517,-0.020776973000014465,0.5 Sr2SnS5 + 0.5 SnS -> SrSnS3,"[['Sr2SnS4', 'SnS2']]"
1,SrSnS3,"['SnS2', 'Sr2SnS4']",-0.0002000000000052183,-0.00020000000000486295,0.5 SnS2 + 0.5 Sr2SnS4 -> SrSnS3,[]
