,target,reactants,reaction_energy(eV/atom),inverse_hull_energy(eV/atom),reaction,competing phases
0,CeScS3,"['CeS2', 'ScS']",-0.19431575699998663,-0.09257641599998667,CeS2 + ScS -> CeScS3,"[['Sc2S3', 'CeS']]"
1,CeScS3,"['Sc2S3', 'Ce2S3']",-0.005039687750006312,-0.005039687750007182,0.5 Sc2S3 + 0.5 Ce2S3 -> CeScS3,[]
