,target,reactants,reaction_energy(eV/atom),inverse_hull_energy(eV/atom),reaction,competing phases
0,CeLuS3,"['CeS2', 'LuS']",-0.2755882444999968,-0.05855781883333222,CeS2 + LuS -> CeLuS3,"[['Ce(LuS2)3', 'Ce2S3'], ['Ce(LuS2)3', 'CeS'], ['Lu2S3', 'CeS'], ['Lu3S4', 'CeS']]"
1,CeLuS3,"['Ce(LuS2)3', 'Ce2S3']",-0.00019999999996258552,-0.0001999999999613422,0.3333 Ce(LuS2)3 + 0.3333 Ce2S3 -> CeLuS3,[]
