reduced_formulas,descriptive_formulas,bandgap
BaZrS3,BaZrS3,1.75
BaZrS3,BaZrS3,1.82
BaZrS3,BaZrS3,1.89
BaZrS3,BaZrS3,1.94
BaTiS3,BaTiS3,1.30
LaYS3,LaYS3,2.30
CaZrS3,CaZrS3,1.90
BaHfS3,BaHfS3,2.17
BaHfS3,BaHfS3,2.06
SrZrS3,SrZrS3,2.05
SrZrS3,SrZrS3,2.14
SrHfS3,SrHfS3,2.32
SrHfS3,SrHfS3,2.41
BaZr(S0.6Se0.4)3,BaZr(S0.6Se0.4)3,1.76
Ba(Zr0.95Ti0.05)S3,Ba(Zr0.95Ti0.05)S3,1.63
Ba(Zr0.96Ti0.04)S3,Ba(Zr0.96Ti0.04)S3,1.51
