,diff,PCE (%)
569,1.138,12.998021275541324
570,1.14,12.959722139045983
571,1.142,12.92112071883524
572,1.144,12.882467291656996
573,1.146,12.843780308168071
574,1.148,12.805095577115555
575,1.15,12.766424890951832
576,1.152,12.727495860992525
577,1.154,12.688051850231682
578,1.156,12.64829732613646
579,1.158,12.608690407887794
580,1.16,12.569453831678446
581,1.162,12.529894116200241
582,1.164,12.489328894510548
583,1.166,12.448311084499919
584,1.168,12.407945276868961
585,1.17,12.368828239270625
586,1.172,12.330159997201594
587,1.174,12.291086894346407
588,1.176,12.251922500624381
589,1.178,12.213562599861488
590,1.18,12.176523987401579
591,1.182,12.13988458847403
592,1.184,12.10254078795272
593,1.186,12.064329829139849
594,1.188,12.02533188701095
595,1.19,11.98560098362773
596,1.192,11.946108195027387
597,1.194,11.908288918711511
598,1.196,11.872415588459726
599,1.198,11.83689814446482
600,1.2,11.800329001079563
601,1.202,11.763347797383084
602,1.204,11.727185669281214
603,1.206,11.692460046138898
604,1.208,11.659354773429644
605,1.21,11.628074451415873
606,1.212,11.597900348095934
607,1.214,11.566175236451768
608,1.216,11.530942176138234
609,1.218,11.4933253141525
610,1.22,11.455060494757802
611,1.222,11.416755528452164
612,1.224,11.378271164972642
613,1.226,11.33948111391343
614,1.228,11.300379108871905
615,1.23,11.26102823998796
616,1.232,11.221469139804833
617,1.234,11.181804805478643
618,1.236,11.142202393021657
619,1.238,11.102707347457628
620,1.24,11.063264858644997
621,1.242,11.023839202035687
622,1.244,10.984481134339504
623,1.246,10.945342772965391
624,1.248,10.906555109383367
625,1.25,10.86788767390604
626,1.252,10.829007377160876
627,1.254,10.789795262910415
628,1.256,10.7506764907511
629,1.258,10.71211508677672
630,1.26,10.67411995034185
631,1.262,10.636430630375187
632,1.264,10.59886444202215
633,1.266,10.561251677321808
634,1.268,10.523237341505165
635,1.27,10.48465167313786
636,1.272,10.445926872302543
637,1.274,10.407627597705634
638,1.276,10.369908088055604
639,1.278,10.332584520081458
640,1.28,10.295469496697335
641,1.282,10.258493768332736
642,1.284,10.221209204396976
643,1.286,10.183274187345708
644,1.288,10.145021519030678
645,1.29,10.107208086739375
646,1.292,10.070264339767208
647,1.294,10.034022759667097
648,1.296,9.998168058672231
649,1.298,9.962599891377206
650,1.3,9.926936409942298
651,1.302,9.890728028096872
652,1.304,9.85393616949902
653,1.306,9.816909907385002
654,1.308,9.779968307576445
655,1.31,9.743175231677856
656,1.312,9.706828959959353
657,1.314,9.671164640738109
658,1.316,9.635950979332424
659,1.318,9.600476711735299
660,1.32,9.56430898032411
661,1.322,9.52772129632922
662,1.324,9.491233071266068
663,1.326,9.455098858958886
664,1.328,9.419158374955344
665,1.33,9.383129513761606
666,1.332,9.346925358124011
667,1.334,9.310431528645575
668,1.336,9.27350359095483
669,1.338,9.23613491539128
670,1.34,9.198553071347897
671,1.342,9.161020611851221
672,1.344,9.123563136137852
673,1.346,9.086225061190909
674,1.348,9.049062439697428
675,1.35,9.012099860994272
676,1.352,8.975505678796125
677,1.354,8.939448580418802
678,1.356,8.903875734447794
679,1.358,8.86847967063968
680,1.36,8.833034113619062
681,1.362,8.797509064559705
682,1.364,8.761893364965141
683,1.366,8.726178983649394
684,1.368,8.69033661727057
685,1.37,8.654280917481433
686,1.372,8.617935400567474
687,1.374,8.581359608829217
688,1.376,8.544774627522607
689,1.378,8.508329761573162
690,1.38,8.472092986819602
691,1.382,8.436246999835227
692,1.384,8.400882605383776
693,1.386,8.36589766033081
694,1.388,8.331009086976003
695,1.39,8.296036208804658
696,1.392,8.261194037586927
697,1.394,8.226980896896906
698,1.396,8.193730806144742
699,1.398,8.161095398251486
700,1.4,8.128066375891796
701,1.402,8.093998038217709
702,1.404,8.058959705806055
703,1.406,8.023166048017417
704,1.408,7.986771537864607
705,1.41,7.9499324969351015
706,1.412,7.913225620379583
707,1.414,7.877066430455433
708,1.416,7.841435595523262
709,1.418,7.806317908911613
710,1.42,7.771701672029548
711,1.422,7.737554253467248
712,1.424,7.703630259965577
713,1.426,7.669691760734886
714,1.428,7.635745420806422
715,1.43,7.60188372011243
716,1.432,7.568193893991503
717,1.434,7.534698862590548
718,1.436,7.502048653564318
719,1.438,7.470935572219678
720,1.44,7.441378497580584
721,1.442,7.412156380656518
722,1.444,7.381870646830547
723,1.446,7.350323442133555
724,1.448,7.318149397038561
725,1.45,7.286217121834248
726,1.452,7.254751687662476
727,1.454,7.223532381180848
728,1.456,7.192186451371835
729,1.458,7.1605478701932155
730,1.46,7.12872391183016
731,1.462,7.096952743721484
732,1.464,7.06536793265196
733,1.466,7.034072745795225
734,1.468,7.003346413032054
735,1.47,6.97340376616168
736,1.472,6.944197672198531
737,1.474,6.915267776402769
738,1.476,6.886217992605329
739,1.478,6.857035903692347
740,1.48,6.828416026188482
741,1.482,6.8011288411009385
742,1.484,6.775245929108855
743,1.486,6.750157347035111
744,1.488,6.724991408057198
745,1.49,6.6994681712335895
746,1.492,6.673355352915896
747,1.494,6.646163703684628
748,1.496,6.617635337162033
749,1.498,6.587968911400453
750,1.5,6.557944328442835
751,1.502,6.5281570835655875
752,1.504,6.498607513330617
753,1.506,6.469646017479934
754,1.508,6.441639729464005
755,1.51,6.414597147168277
756,1.512,6.388474642435984
757,1.514,6.36322552512147
758,1.516,6.3388371007439765
759,1.518,6.314975146375725
760,1.52,6.290873864533097
761,1.522,6.266071859381613
762,1.524,6.240567711564367
763,1.526,6.214371899600614
764,1.528,6.187493473382477
765,1.53,6.159939238194249
766,1.532,6.133603970189126
767,1.534,6.11079930315768
768,1.536,6.091959379813807
769,1.538,6.075982434677922
770,1.54,6.060589328980682
771,1.542,6.044606036027884
772,1.544,6.027971798943179
773,1.546,6.010158698228327
774,1.548,5.99072254460595
775,1.55,5.969661580038922
776,1.552,5.947363179231434
777,1.554,5.924326169608522
778,1.556,5.900676315911037
779,1.558,5.876544489889689
780,1.56,5.852290920372922
781,1.562,5.828132298453407
782,1.564,5.804067012224933
783,1.566,5.779912715070508
784,1.568,5.755486463140758
785,1.57,5.730777239095673
786,1.572,5.705798295660976
787,1.574,5.680571885187258
788,1.576,5.6551069300846395
789,1.578,5.629465612014484
790,1.58,5.603886375660375
791,1.582,5.578580245759501
792,1.584,5.553547575156589
793,1.586,5.528675082589066
794,1.588,5.503821304898185
795,1.59,5.478936767720504
796,1.592,5.453985479098023
797,1.594,5.4288531073497515
798,1.596,5.4034570330198815
799,1.598,5.377806422758093
800,1.6,5.351962746560677
801,1.602,5.32599691161457
802,1.604,5.299924137236674
803,1.606,5.273926247447132
804,1.608,5.248587838955064
805,1.61,5.224303101469719
806,1.612,5.2010650650149834
807,1.614,5.178176431038093
808,1.616,5.154774208080894
809,1.618,5.1306976230841235
810,1.62,5.1060984083857015
811,1.622,5.081469779960791
812,1.624,5.057172652716827
813,1.626,5.033207433008527
814,1.628,5.009325687733452
815,1.63,4.985201119028229
816,1.632,4.960734988075711
817,1.634,4.9359412012514285
818,1.636,4.910894556549655
819,1.638,4.885658698045318
820,1.64,4.860243568539439
821,1.642,4.834771561738276
822,1.644,4.8094630310270965
823,1.646,4.784402989395986
824,1.648,4.7595975039185
825,1.65,4.7350656489128955
826,1.652,4.710811439377605
827,1.654,4.686835218805038
828,1.656,4.663064725105528
829,1.658,4.639332016440179
830,1.66,4.615536598714082
831,1.662,4.591670161578526
832,1.664,4.567639389215152
833,1.666,4.543325893873681
834,1.668,4.5187135294426435
835,1.67,4.493855891197046
836,1.672,4.469136606570242
837,1.674,4.444889194324637
838,1.676,4.421114199226081
839,1.678,4.397899499096086
840,1.68,4.375389259402884
841,1.682,4.353662234028173
842,1.684,4.332719289430951
843,1.686,4.311803688404763
844,1.688,4.2899855183423625
845,1.69,4.267070192631282
846,1.692,4.243140268536631
847,1.694,4.218987886065548
848,1.696,4.195323487806008
849,1.698,4.17215693545751
850,1.7,4.149440723635623
851,1.702,4.1270828812417095
852,1.704,4.105027578774392
853,1.706,4.083280588735419
854,1.708,4.0617085659074315
855,1.71,4.0400974855026455
856,1.712,4.018376798464034
857,1.714,3.9965464312675256
858,1.716,3.974593058292618
859,1.718,3.9524897921504807
860,1.72,3.9302293834033506
861,1.722,3.907811623808197
862,1.724,3.88523575621404
863,1.726,3.8625141931159224
864,1.728,3.839633880787766
865,1.73,3.8166426511239626
866,1.732,3.7936791596884523
867,1.734,3.7708409516074544
868,1.736,3.7481276600846143
869,1.738,3.7254350622932213
870,1.74,3.7025809690777307
871,1.742,3.679482589240127
872,1.744,3.6561498325456503
873,1.746,3.632754107114867
874,1.748,3.6095529656071363
875,1.75,3.586620997654524
876,1.752,3.563969091333027
877,1.754,3.5415881714855413
878,1.756,3.5194755166573786
879,1.758,3.497631314920515
880,1.76,3.4760618755461734
881,1.762,3.454704324025671
882,1.764,3.4334964360851736
883,1.766,3.412552822790171
884,1.768,3.3920010187833
885,1.77,3.3720122488520388
886,1.772,3.352802359574784
887,1.774,3.334873171727206
888,1.776,3.3187218501350513
889,1.778,3.3047195016674884
890,1.78,3.293133517306618
891,1.782,3.283842861642348
892,1.784,3.276253618603923
893,1.786,3.268594069857188
894,1.788,3.2594602983005396
895,1.79,3.248413514031388
896,1.792,3.2353476823741585
897,1.794,3.2208191405218605
898,1.796,3.205490932698669
899,1.798,3.1901981809245004
900,1.8,3.1756149451453592
901,1.802,3.162116656555861
902,1.804,3.1500745124081386
903,1.806,3.1398151075514296
904,1.808,3.131387174529768
905,1.81,3.1243973372379017
906,1.812,3.118167756288429
907,1.814,3.1115878309081633
908,1.816,3.1038157804973214
909,1.818,3.0944209380395353
910,1.82,3.083236169438363
911,1.822,3.0705257773961696
912,1.824,3.056575916597057
913,1.826,3.0417183652338537
914,1.828,3.0263082380995034
915,1.83,3.0107655854819724
916,1.832,2.995411249352239
917,1.834,2.980425906594503
918,1.836,2.9658713303153528
919,1.838,2.9515395648845892
920,1.84,2.9373293359894483
921,1.842,2.923386439400003
922,1.844,2.909864957447483
923,1.846,2.8969489719504025
924,1.848,2.884765669274476
925,1.85,2.873217066104935
926,1.852,2.8621806780636345
927,1.854,2.851362435195966
928,1.856,2.8405043363047504
929,1.858,2.8295978228124947
930,1.86,2.8186348502600773
931,1.862,2.807604574923108
932,1.864,2.796488909996269
933,1.866,2.7853550604812343
934,1.868,2.7742775843203544
935,1.87,2.7633404331886045
936,1.872,2.7526354996005966
937,1.874,2.742001328410505
938,1.876,2.731204630450088
939,1.878,2.7201697918715038
940,1.88,2.7088623589157432
941,1.882,2.6975348296493875
942,1.884,2.686618374290517
943,1.886,2.676394349001286
944,1.888,2.6670643931747833
945,1.89,2.6586590475606733
946,1.892,2.651010928988443
947,1.894,2.643898931494094
948,1.896,2.636926694876691
949,1.898,2.6297856468168304
950,1.9,2.622301812766088
951,1.902,2.6143173300461613
952,1.904,2.6057099418449394
953,1.906,2.5963675461665403
954,1.908,2.586191973190561
955,1.91,2.5750811798626727
956,1.912,2.5631397210218507
957,1.914,2.5504878487343237
958,1.916,2.5374314281702643
959,1.918,2.5243794966996362
960,1.92,2.511548494923723
961,1.922,2.4991112071078
962,1.924,2.487107680440828
963,1.926,2.475461058351536
964,1.928,2.463991889222397
965,1.93,2.45219719904178
966,1.932,2.4397058238830995
967,1.934,2.4264624419773213
968,1.936,2.412411751257951
969,1.938,2.3978488179183097
970,1.94,2.3830831189886172
971,1.942,2.368426355082729
972,1.944,2.3542462245329507
973,1.946,2.340675282763905
974,1.948,2.327804498572044
975,1.95,2.3156026907160627
976,1.952,2.303924138040609
977,1.954,2.2926108071133298
978,1.956,2.2814017015476913
979,1.958,2.2701112643768515
980,1.96,2.2588883493827088
981,1.962,2.247877674108612
982,1.964,2.2372218092120684
983,1.966,2.2270890873435953
984,1.968,2.2174281174575516
985,1.97,2.208128034498656
986,1.972,2.199071980415165
987,1.974,2.190084244095157
988,1.976,2.181067774187645
