epoch,train loss,val loss,swa
0.0,0.46232242865301093,0.463464416748236,n
19.0,0.24611923855693124,0.2860692328986386,y
39.0,0.1624445624698322,0.2761414156143987,y
59.0,0.11334206366777339,0.27041394355868503,y
79.0,0.08410939365697294,0.27514929154030876,y
99.0,0.06805570838123468,0.27950022929956103,y
119.0,0.05564750613364135,0.2839714801015933,y
