epoch,train loss,val loss,swa
0.0,0.4489309213532296,0.4457189366837178,n
19.0,0.221030641351985,0.28327525877098736,y
39.0,0.1371380472327039,0.28131307156617974,y
59.0,0.09171509054497058,0.2768808793758886,y
79.0,0.06653578257776446,0.2758138363683191,y
99.0,0.05091699571354746,0.2754634293642911,y
119.0,0.04084624233866293,0.2781419330392002,y
139.0,0.03535093913454272,0.2769269263448794,y
159.0,0.03261934010852056,0.2806431718437468,y
179.0,0.030329059650547698,0.2790919332136464,y
199.0,0.02787632402393747,0.2792263668102338,y
