epoch,train loss,val loss,swa
0.0,0.4469417353459708,0.4562659664259141,n
19.0,0.22749986565024055,0.30209064450802553,y
39.0,0.12881052507743418,0.2875834276525114,y
59.0,0.07785268058590612,0.27973037186404565,y
79.0,0.05396375096029143,0.27104948177810545,y
99.0,0.04162846794079118,0.27242438556734194,y
119.0,0.03458524633590549,0.2702277494856149,y
139.0,0.03180885393683901,0.2701492539450485,y
159.0,0.02783841829338271,0.27396123895303603,y
179.0,0.025325102308986516,0.27972255101217053,y
199.0,0.023683176925304222,0.28100675360887173,y
