epoch,train loss,val loss,swa
0.0,0.4600382138695006,0.45401853569282974,n
19.0,0.2707774299265084,0.3336805558401691,y
39.0,0.18394129754755642,0.3067666062310379,y
59.0,0.13501885007107495,0.31063545604054266,y
79.0,0.09744179721129136,0.30574557800923496,y
99.0,0.08019866777020832,0.3121369643644853,y
119.0,0.06586790146445735,0.30832760655847136,y
139.0,0.05304102349342918,0.3070839111469994,y
159.0,0.0468211316733808,0.30451273983831906,y
179.0,0.044380220434565056,0.3121067026101525,y
199.0,0.04042892082306355,0.3162742567456458,y
