epoch,train loss,val loss,swa
0.0,0.45194671731073216,0.4511288594936865,n
19.0,0.21307887376946277,0.28486349562968105,y
39.0,0.13776259926451784,0.277368526156612,y
59.0,0.09375935382210521,0.27620330001368665,y
79.0,0.0685445073347067,0.2693006949648056,y
99.0,0.05379885476175615,0.26269958400200877,y
119.0,0.04600343675473761,0.2647369574580968,y
139.0,0.0387858925042329,0.2683753727552976,y
159.0,0.03558126138162243,0.2643387278249441,y
179.0,0.0323294503333546,0.27462074053845786,y
199.0,0.030546389269890402,0.26813579098252227,y
