epoch,train loss,val loss,swa
0.0,0.46326729160272034,0.46519766070626,n
19.0,0.2752360788236233,0.3118923905795599,y
39.0,0.19908409719217407,0.29046832497126474,y
59.0,0.13462049015467123,0.2801375697795353,y
79.0,0.09186103099958393,0.2704986251746984,y
99.0,0.06855055737051777,0.26949519526531546,y
119.0,0.05368648184980712,0.26607732766259146,y
139.0,0.042185444346302385,0.27132288811949,y
159.0,0.036846117160798435,0.2665712945060625,y
179.0,0.032429734318113426,0.272491955560101,y
199.0,0.029413709592852076,0.27322307894052555,y
