,target,reactants,reaction_energy(eV/atom),inverse_hull_energy(eV/atom),reaction,competing phases
0,DyAlS3,"['S', 'DyAl']",-1.7038527539212975,-0.1257218783915448,3 S + DyAl -> DyAlS3,"[['DyS2', 'Al2S3'], ['Dy9Al5S21', 'Al2S3'], ['Dy9Al5S21', 'Al'], ['Dy2S3', 'Al'], ['Dy5S7', 'Al'], ['Dy5S7', 'DyAl3'], ['DyAl3', 'DyS'], ['DyAl2', 'DyS']]"
1,DyAlS3,"['Al2S3', 'Dy9Al5S21']",-0.0002000000000087708,-0.00020000000000930385,0.2222 Al2S3 + 0.1111 Dy9Al5S21 -> DyAlS3,[]
