,target,reactants,reaction_energy(eV/atom),inverse_hull_energy(eV/atom),reaction,competing phases
0,SrUS3,"['SrS', 'SrU2S5']",-0.00020000000000237617,-0.00020000000000219842,0.5 SrS + 0.5 SrU2S5 -> SrUS3,[]
